Product Type: Litetrack LR
Product ID: 80390
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-07-13 7:51:06 PM,51.4119453,-114.3306747,0.03,70,17.5,2.8,3,GPS Schedule
2020-07-13 7:55:33 PM,51.4137887,-114.3274956,1134.89,33,16.5,1.6,6,GPS Schedule
2020-07-13 7:56:10 PM,51.4137295,-114.3275826,1136.30,10,17.0,1.6,6,Proximity GPS Schedule
2020-07-13 8:00:10 PM,51.4136393,-114.3274136,1118.72,10,16.5,2.4,5,GPS Schedule
2020-07-13 8:05:10 PM,51.4136953,-114.3276612,1135.50,10,16.5,1.6,6,GPS Schedule
2020-07-13 8:10:14 PM,51.4139889,-114.3273820,1132.46,13,17.5,1.6,6,GPS Schedule
2020-07-13 8:15:01 PM,51.4138002,-114.3273262,1112.12,1,18.0,2.4,5,GPS Schedule
2020-07-13 8:20:02 PM,51.4137675,-114.3276705,1135.48,2,18.5,2,5,GPS Schedule
2020-07-13 8:25:03 PM,51.4135648,-114.3277033,1145.81,3,19.0,2.4,5,GPS Schedule
2020-07-13 8:31:10 PM,0.0000000,0.0000000,0.00,70,20.5,0,0,GPS Schedule
2020-07-13 8:36:09 PM,51.3721603,-114.3223999,-0.02,70,21.0,29.6,3,GPS Schedule
2020-07-13 8:41:09 PM,51.4218626,-114.3361722,11.40,70,20.5,3.8,4,GPS Schedule
2020-07-13 8:46:05 PM,51.4138282,-114.3274846,1127.54,64,21.0,2.2,5,GPS Schedule
2020-07-13 8:50:00 PM,51.4139769,-114.3274238,1139.92,0,20.0,2.2,5,GPS Schedule
2020-07-13 8:55:03 PM,51.4135843,-114.3273519,1118.49,2,19.5,2.4,5,GPS Schedule
2020-07-13 9:00:02 PM,51.4135656,-114.3277029,1126.55,2,19.0,2.4,5,GPS Schedule
2020-07-13 9:05:03 PM,51.4134534,-114.3275985,1125.00,3,18.5,2.4,5,GPS Schedule
2020-07-13 9:10:10 PM,51.4137222,-114.3276599,1135.67,9,18.0,2.4,5,GPS Schedule
2020-07-13 9:15:00 PM,51.4136643,-114.3276050,1117.78,0,17.0,2.2,5,GPS Schedule
2020-07-13 9:20:00 PM,51.4134657,-114.3274000,1129.02,0,16.5,2.2,5,GPS Schedule
2020-07-13 9:25:06 PM,51.4136183,-114.3276640,1151.29,6,15.5,2,5,GPS Schedule
2020-07-13 9:30:00 PM,51.4138557,-114.3274111,1141.73,0,15.5,2,5,GPS Schedule
2020-07-13 9:35:02 PM,51.4139828,-114.3272608,1134.28,2,15.0,1.8,5,GPS Schedule
2020-07-13 9:40:07 PM,51.4139627,-114.3263748,1136.06,7,15.0,2.6,4,GPS Schedule
2020-07-13 9:45:35 PM,51.4140915,-114.3263470,1129.75,34,16.0,1,7,GPS Schedule
2020-07-13 9:50:03 PM,51.4140509,-114.3263089,1125.68,1,16.5,1,6,GPS Schedule
2020-07-13 9:55:02 PM,51.4140236,-114.3263626,1128.10,1,16.5,1,7,GPS Schedule
2020-07-13 10:00:00 PM,51.4138877,-114.3263534,1064.69,0,16.5,2,5,GPS Schedule
2020-07-13 10:05:03 PM,51.4140073,-114.3263129,1075.82,3,17.0,2.6,5,GPS Schedule
2020-07-13 10:10:01 PM,51.4141929,-114.3265097,1130.98,2,17.5,1.2,7,GPS Schedule
2020-07-13 10:15:02 PM,51.4140882,-114.3263018,1128.76,2,17.5,2.4,4,GPS Schedule
2020-07-13 10:21:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-07-13 10:26:10 PM,0.0000000,0.0000000,0.00,70,19.5,0,0,GPS Schedule
2020-07-13 10:31:01 PM,51.4140190,-114.3263360,1106.76,61,20.5,1.4,6,GPS Schedule
2020-07-13 10:35:15 PM,51.4140005,-114.3264133,1104.57,14,20.5,1.8,5,GPS Schedule
2020-07-13 10:40:11 PM,51.4140788,-114.3263981,1127.04,11,21.0,1.2,5,GPS Schedule
2020-07-13 10:45:00 PM,51.4140408,-114.3263102,1127.86,0,20.5,1.2,5,GPS Schedule
2020-07-13 10:50:01 PM,51.4140544,-114.3263280,1125.37,1,21.5,2.2,4,GPS Schedule
2020-07-13 10:55:35 PM,51.4140147,-114.3262759,1136.57,34,22.5,2.2,5,GPS Schedule
