Product Type: Litetrack LR
Product ID: 80387
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-07-13 5:11:10 PM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-07-13 5:16:09 PM,51.4172500,-114.3181665,-0.08,70,16.5,3.6,3,GPS Schedule
2020-07-13 5:21:10 PM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-07-13 5:24:49 PM,51.4143652,-114.3265682,0.13,70,19.0,2.8,3,Proximity GPS Schedule
2020-07-13 5:25:56 PM,51.4043546,-114.3279639,-0.26,70,20.0,3.8,3,GPS Schedule
2020-07-13 5:31:09 PM,51.4209957,-114.3273186,0.07,70,20.5,3.4,3,GPS Schedule
2020-07-13 5:36:06 PM,51.4140449,-114.3263613,1127.49,65,21.0,1.2,7,GPS Schedule
2020-07-13 5:40:01 PM,51.4140380,-114.3266213,1097.40,0,21.5,2.8,5,GPS Schedule
2020-07-13 5:45:01 PM,51.4142218,-114.3263913,1164.23,1,22.0,4,4,GPS Schedule
2020-07-13 5:51:09 PM,51.4134510,-114.3262623,964.01,70,23.0,2.6,4,GPS Schedule
2020-07-13 5:56:10 PM,0.0000000,0.0000000,0.00,70,24.0,0,0,GPS Schedule
2020-07-13 6:01:10 PM,0.0000000,0.0000000,0.00,70,25.0,0,0,GPS Schedule
2020-07-13 6:06:09 PM,51.4092341,-114.3262923,2.77,70,25.0,2.8,4,GPS Schedule
2020-07-13 6:10:35 PM,51.4139703,-114.3263757,1121.32,34,25.0,2.6,6,GPS Schedule
2020-07-13 6:15:01 PM,51.4141594,-114.3263314,1131.39,0,25.0,2.6,6,GPS Schedule
2020-07-13 6:20:01 PM,51.4138187,-114.3264496,1109.19,0,24.0,4.4,5,GPS Schedule
2020-07-13 6:25:01 PM,51.4138038,-114.3262444,1072.13,0,23.0,3.2,5,GPS Schedule
2020-07-13 6:30:02 PM,51.4140819,-114.3264065,1133.16,1,23.0,2.8,6,GPS Schedule
2020-07-13 6:35:01 PM,51.4142725,-114.3265172,1163.57,0,23.0,4.6,5,GPS Schedule
2020-07-13 6:40:04 PM,51.4140313,-114.3263850,1119.74,4,23.0,2.6,6,GPS Schedule
2020-07-13 6:45:01 PM,51.4136928,-114.3262933,1067.92,0,23.0,2.4,5,GPS Schedule
2020-07-13 6:50:01 PM,51.4140407,-114.3264471,1132.98,0,23.0,2.6,5,GPS Schedule
2020-07-13 6:55:01 PM,51.4140683,-114.3262933,1120.29,0,23.0,2.4,5,GPS Schedule
2020-07-13 7:00:01 PM,51.4140201,-114.3263913,1136.09,0,23.0,1.8,5,GPS Schedule
2020-07-13 7:05:01 PM,51.4141129,-114.3264024,1107.38,0,23.0,1.6,6,GPS Schedule
2020-07-13 7:10:03 PM,51.4140899,-114.3263766,1122.22,3,23.0,1.4,6,GPS Schedule
2020-07-13 7:16:06 PM,51.4140363,-114.3263529,1120.58,70,23.5,2.8,4,GPS Schedule
2020-07-13 7:21:01 PM,51.4140913,-114.3264146,1120.81,57,23.0,1.4,5,GPS Schedule
2020-07-13 7:25:03 PM,51.4140537,-114.3263850,1122.87,4,21.5,1.4,5,GPS Schedule
2020-07-13 7:30:02 PM,51.4140566,-114.3264133,1112.38,3,20.5,1.6,4,GPS Schedule
2020-07-13 7:36:06 PM,51.4140658,-114.3264124,1129.47,66,21.5,1.8,5,GPS Schedule
2020-07-13 7:40:00 PM,51.4141178,-114.3263136,1129.97,1,21.0,1.8,4,GPS Schedule
2020-07-13 7:45:36 PM,51.4139625,-114.3263317,1123.30,36,21.5,2.4,5,GPS Schedule
2020-07-13 7:50:01 PM,51.4141139,-114.3263470,1132.87,1,21.5,2.4,5,GPS Schedule
2020-07-13 7:55:06 PM,51.4141839,-114.3264015,1133.06,6,21.0,2.2,5,GPS Schedule
2020-07-13 8:00:10 PM,51.4142369,-114.3273094,1161.61,11,21.0,3.2,4,GPS Schedule
2020-07-13 8:06:10 PM,51.4140695,-114.3272046,1132.98,70,22.0,2.4,4,GPS Schedule
2020-07-13 8:11:10 PM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2020-07-13 8:16:10 PM,51.4187217,-114.3356844,1.06,70,22.0,2.8,4,GPS Schedule
2020-07-13 8:21:08 PM,51.4193344,-114.3361755,0.40,70,22.0,4.8,3,GPS Schedule
2020-07-13 8:26:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-07-13 8:31:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-07-13 8:36:08 PM,51.4161430,-114.3085512,-0.32,70,21.5,4.8,3,GPS Schedule
2020-07-13 8:41:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-07-13 8:46:08 PM,51.4045071,-114.3274485,0.28,70,21.5,4.4,3,GPS Schedule
2020-07-13 8:51:10 PM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-07-13 8:56:10 PM,0.0000000,0.0000000,0.00,70,21.0,0,0,GPS Schedule
2020-07-13 9:01:08 PM,51.4649688,-114.3164085,-0.36,70,20.5,20,3,GPS Schedule
2020-07-13 9:06:10 PM,0.0000000,0.0000000,0.00,70,20.0,0,0,GPS Schedule
2020-07-13 9:11:10 PM,0.0000000,0.0000000,0.00,70,19.0,0,0,GPS Schedule
2020-07-13 9:16:10 PM,0.0000000,0.0000000,0.00,70,18.0,0,0,GPS Schedule
2020-07-13 9:20:37 PM,51.4136227,-114.3275935,1134.27,37,17.0,2,5,GPS Schedule
2020-07-13 9:25:01 PM,51.4135518,-114.3278635,1123.93,2,16.5,2,5,GPS Schedule
2020-07-13 9:30:01 PM,51.4135446,-114.3276995,1132.25,2,16.0,2.2,5,GPS Schedule
2020-07-13 9:35:02 PM,51.4136898,-114.3275657,1119.36,3,16.5,2.4,5,GPS Schedule
2020-07-13 9:40:17 PM,51.4136354,-114.3276945,1130.59,18,16.5,2.8,4,GPS Schedule
2020-07-13 9:45:33 PM,51.4136556,-114.3276506,1136.47,34,17.0,1.4,6,GPS Schedule
2020-07-13 9:50:12 PM,51.4135526,-114.3277173,1128.98,12,17.5,2.2,5,GPS Schedule
2020-07-13 9:55:04 PM,51.4137971,-114.3273718,1131.58,4,17.5,1.4,6,GPS Schedule
2020-07-13 10:00:07 PM,51.4135537,-114.3277185,1132.72,7,17.5,1.4,6,GPS Schedule
2020-07-13 10:05:02 PM,51.4135230,-114.3276640,1138.01,3,17.0,2.2,5,GPS Schedule
2020-07-13 10:10:02 PM,51.4137510,-114.3273139,1143.35,3,17.0,1.6,5,GPS Schedule
2020-07-13 10:15:03 PM,51.4138488,-114.3271885,1129.55,4,17.0,1.4,6,GPS Schedule
2020-07-13 10:20:04 PM,51.4138941,-114.3272468,1137.04,4,17.0,1.4,6,GPS Schedule
2020-07-13 10:25:00 PM,51.4140695,-114.3270462,1121.47,1,17.5,1.6,6,GPS Schedule
2020-07-13 10:30:02 PM,51.4140460,-114.3263626,1131.23,3,18.0,1.6,6,GPS Schedule
2020-07-13 10:35:02 PM,51.4140324,-114.3263863,1123.48,2,18.5,1.6,6,GPS Schedule
2020-07-13 10:40:00 PM,51.4140304,-114.3264205,1110.86,1,19.5,1.6,5,GPS Schedule
2020-07-13 10:45:01 PM,51.4141439,-114.3263416,1103.35,1,20.5,1.8,5,GPS Schedule
2020-07-13 10:50:01 PM,51.4140417,-114.3263791,1122.66,2,21.0,2.6,4,GPS Schedule
2020-07-13 10:55:33 PM,51.4141119,-114.3264290,1127.93,34,21.5,1,7,GPS Schedule
2020-07-13 11:00:10 PM,51.4140337,-114.3264028,1115.69,11,21.5,1,6,GPS Schedule
2020-07-13 11:05:10 PM,51.4140178,-114.3265409,1122.22,11,22.0,1,7,GPS Schedule
2020-07-13 11:10:10 PM,51.4139960,-114.3269727,1121.60,11,21.5,1,7,GPS Schedule
2020-07-13 11:15:10 PM,51.4136345,-114.3272260,1133.22,11,21.5,3.6,5,GPS Schedule
2020-07-13 11:20:10 PM,51.4136901,-114.3272505,1119.34,11,21.5,1,7,GPS Schedule
2020-07-13 11:25:10 PM,51.4139323,-114.3273085,1134.93,11,21.5,1,7,GPS Schedule
2020-07-13 11:30:11 PM,51.4137423,-114.3271822,1096.78,12,21.5,16.8,5,GPS Schedule
2020-07-13 11:35:10 PM,51.4137835,-114.3268022,1137.91,11,21.5,2.2,5,GPS Schedule
2020-07-13 11:40:24 PM,51.4136543,-114.3270760,1130.18,24,22.0,2.4,6,GPS Schedule
2020-07-13 11:45:03 PM,51.4136895,-114.3270249,1136.02,4,22.0,3,4,GPS Schedule
2020-07-13 11:51:10 PM,0.0000000,0.0000000,0.00,70,23.5,0,0,GPS Schedule
2020-07-13 11:56:10 PM,0.0000000,0.0000000,0.00,70,24.5,0,0,GPS Schedule
2020-07-14 12:01:10 AM,0.0000000,0.0000000,0.00,70,25.5,0,0,GPS Schedule
2020-07-14 12:05:51 AM,51.4137268,-114.3265703,1128.86,52,26.0,2.4,5,GPS Schedule
