Product Type: Litetrack LR
Product ID: 80379
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-07-13 10:20:41 PM,0.0000000,0.0000000,0.00,70,17.0,0,0,Proximity GPS Schedule
2020-07-13 10:26:10 PM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-07-13 10:31:10 PM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-07-13 10:35:36 PM,51.4051343,-114.3279879,250.38,70,17.0,4.8,4,GPS Schedule
2020-08-04 6:46:10 AM,0.0000000,0.0000000,0.00,70,13.5,0,0,GPS Schedule
2020-08-04 7:32:20 PM,0.0000000,0.0000000,0.00,70,14.5,0,0,Proximity GPS Schedule
2020-08-05 12:08:26 AM,0.0000000,0.0000000,0.00,70,19.0,0,0,Proximity GPS Schedule
2020-08-05 1:57:25 AM,0.0000000,0.0000000,0.00,70,19.5,0,0,Proximity GPS Schedule
2020-08-05 8:41:01 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 8:46:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-05 8:51:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-05 8:56:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-05 9:01:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-05 9:06:10 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-05 3:43:50 PM,0.0000000,0.0000000,0.00,70,13.5,0,0,Proximity GPS Schedule
2020-08-05 4:22:37 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,Proximity GPS Schedule
2020-08-05 4:33:29 PM,0.0000000,0.0000000,0.00,70,14.5,0,0,Proximity GPS Schedule
2020-08-05 4:38:07 PM,0.0000000,0.0000000,0.00,70,14.5,0,0,Proximity GPS Schedule
2020-08-05 4:39:35 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 4:41:10 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-05 4:52:41 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,Proximity GPS Schedule
2020-08-05 5:22:28 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,Proximity GPS Schedule
2020-08-05 5:28:37 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 5:31:10 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-05 5:55:53 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 6:14:14 PM,0.0000000,0.0000000,0.00,70,16.0,0,0,Proximity GPS Schedule
2020-08-05 6:16:10 PM,0.0000000,0.0000000,0.00,70,16.5,0,0,GPS Schedule
2020-08-05 7:03:17 PM,0.0000000,0.0000000,0.00,70,16.5,0,0,Proximity GPS Schedule
2020-08-05 7:29:26 PM,0.0000000,0.0000000,0.00,70,17.0,0,0,Proximity GPS Schedule
2020-08-06 12:17:34 AM,0.0000000,0.0000000,0.00,70,21.0,0,0,Proximity GPS Schedule
2020-08-06 12:37:25 AM,0.0000000,0.0000000,0.00,70,21.0,0,0,Proximity GPS Schedule
2020-08-06 12:41:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 12:46:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 12:51:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 1:32:19 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,Proximity GPS Schedule
2020-08-06 1:36:10 AM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2020-08-06 1:41:10 AM,0.0000000,0.0000000,0.00,70,22.0,0,0,GPS Schedule
2020-08-06 2:51:02 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,Proximity GPS Schedule
2020-08-06 2:56:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 3:01:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 3:06:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 3:45:26 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,Proximity GPS Schedule
2020-08-06 3:51:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 3:56:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 4:01:10 AM,0.0000000,0.0000000,0.00,70,21.5,0,0,GPS Schedule
2020-08-06 10:24:40 AM,0.0000000,0.0000000,0.00,70,16.5,0,0,Proximity GPS Schedule
2020-08-06 10:26:10 AM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-08-06 10:27:58 AM,0.0000000,0.0000000,0.00,70,17.5,0,0,Proximity GPS Schedule
2020-08-06 11:27:18 AM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 11:31:10 AM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-08-06 11:36:10 AM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-08-06 11:41:10 AM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-08-06 1:19:17 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,Proximity GPS Schedule
2020-08-06 1:33:44 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,Proximity GPS Schedule
2020-08-06 1:41:10 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-08-06 1:42:25 PM,0.0000000,0.0000000,0.00,70,16.0,0,0,Proximity GPS Schedule
2020-08-06 1:51:05 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,Proximity GPS Schedule
2020-08-06 2:07:22 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,Proximity GPS Schedule
2020-08-06 2:12:22 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 2:18:37 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 2:21:11 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,GPS Schedule
2020-08-06 2:32:22 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 2:36:02 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 2:49:17 PM,0.0000000,0.0000000,0.00,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 2:51:10 PM,0.0000000,0.0000000,0.00,70,16.0,0,0,GPS Schedule
2020-08-06 4:14:07 PM,0.0000000,0.0000000,0.00,70,16.0,0,0,Proximity GPS Schedule
2020-08-06 4:16:10 PM,0.0000000,0.0000000,0.00,70,17.0,0,0,GPS Schedule
2020-08-06 4:42:22 PM,0.0000000,0.0000000,0.00,70,16.5,0,0,Proximity GPS Schedule
