Product Type: Litetrack LR
Product ID: 80383
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-06-18 7:41:10 PM,0.0000000,0.0000000,0.00,70,14.0,0,0,GPS Schedule
2020-06-18 7:43:51 PM,51.4140234,-114.3273880,1135.80,50,14.5,3,5,Proximity GPS Schedule
2020-06-18 7:45:11 PM,51.4138749,-114.3265188,1131.07,12,14.5,3,5,GPS Schedule
2020-06-18 7:50:13 PM,51.4139153,-114.3264246,1124.92,14,15.0,2.8,5,GPS Schedule
2020-06-18 7:55:13 PM,51.4139359,-114.3264390,1132.05,14,15.5,2.6,5,GPS Schedule
2020-06-18 8:00:00 PM,51.4137158,-114.3263857,1114.49,1,16.0,2.6,5,GPS Schedule
2020-06-18 8:05:02 PM,51.4136425,-114.3262922,1131.23,3,16.0,2.4,5,GPS Schedule
2020-06-18 8:10:04 PM,51.4137036,-114.3263645,1125.81,5,16.5,2.4,5,GPS Schedule
2020-06-18 8:15:04 PM,51.4137172,-114.3263823,1123.32,5,16.5,2.4,5,GPS Schedule
2020-06-18 8:20:02 PM,51.4137321,-114.3263751,1123.28,3,17.0,2.4,5,GPS Schedule
2020-06-18 8:25:00 PM,51.4136730,-114.3261794,1143.88,1,17.0,2.4,5,GPS Schedule
2020-06-18 8:30:00 PM,51.4137343,-114.3264191,1120.52,1,17.0,2.4,5,GPS Schedule
2020-06-18 8:35:01 PM,51.4140220,-114.3265857,1103.94,1,17.5,2.4,5,GPS Schedule
2020-06-18 8:40:02 PM,51.4141843,-114.3264535,1116.39,3,17.5,2.8,4,GPS Schedule
2020-06-18 8:46:03 PM,51.4142173,-114.3266690,1130.10,64,18.0,1.6,6,GPS Schedule
2020-06-18 8:49:59 PM,51.4141843,-114.3266119,1127.90,0,17.0,1.6,6,GPS Schedule
2020-06-18 8:55:03 PM,51.4141580,-114.3268451,1128.96,5,17.0,1.4,6,GPS Schedule
2020-06-18 8:59:59 PM,51.4143069,-114.3270624,1127.25,0,17.0,1.6,5,GPS Schedule
2020-06-18 9:05:07 PM,51.4141905,-114.3269330,1127.36,8,17.0,1.2,6,GPS Schedule
2020-06-18 9:10:04 PM,51.4141570,-114.3267547,1127.77,5,17.0,1.2,6,GPS Schedule
2020-06-18 9:15:03 PM,51.4142109,-114.3268629,1131.94,4,17.0,1.2,6,GPS Schedule
2020-06-18 9:20:00 PM,51.4142145,-114.3263454,1123.94,1,17.0,1.8,5,GPS Schedule
2020-06-18 9:25:04 PM,51.4142072,-114.3264227,1123.31,5,17.0,1,6,GPS Schedule
2020-06-18 9:30:00 PM,51.4141774,-114.3264370,1123.40,1,17.0,4.8,4,GPS Schedule
2020-06-18 9:35:36 PM,51.4142249,-114.3269390,1130.70,37,18.0,1.4,5,GPS Schedule
2020-06-18 9:40:04 PM,51.4142267,-114.3270353,1130.54,5,18.0,1.4,5,GPS Schedule
2020-06-18 9:45:09 PM,51.4141962,-114.3269960,1124.29,10,18.0,1.4,5,GPS Schedule
2020-06-18 9:50:06 PM,51.4142295,-114.3266487,1129.01,7,17.5,1.4,5,GPS Schedule
2020-06-18 9:54:59 PM,51.4142275,-114.3265308,1122.79,0,17.5,1.4,5,GPS Schedule
2020-06-18 10:00:00 PM,51.4142040,-114.3265988,1129.99,1,17.5,3.4,4,GPS Schedule
2020-06-18 10:06:03 PM,51.4142448,-114.3268997,1131.49,64,18.0,2.2,5,GPS Schedule
2020-06-18 10:10:35 PM,51.4141668,-114.3269165,1132.02,36,17.5,1.8,6,GPS Schedule
2020-06-18 10:15:06 PM,51.4141393,-114.3270855,1133.18,7,17.5,2,5,GPS Schedule
2020-06-18 10:20:08 PM,51.4141998,-114.3265262,1123.97,9,17.0,2,5,GPS Schedule
2020-06-18 10:24:59 PM,51.4142131,-114.3262659,1135.58,0,17.0,2,5,GPS Schedule
2020-06-18 10:30:02 PM,51.4141216,-114.3265278,1136.03,3,17.5,2,5,GPS Schedule
2020-06-18 10:35:05 PM,51.4142067,-114.3268118,1132.31,6,17.0,2.8,4,GPS Schedule
2020-06-18 10:40:33 PM,51.4141843,-114.3268118,1129.18,34,17.5,1,8,GPS Schedule
2020-06-18 10:45:13 PM,51.4142244,-114.3268177,1133.30,14,18.0,1,8,GPS Schedule
2020-06-18 10:49:59 PM,51.4141107,-114.3269165,1124.20,0,19.0,1.8,6,GPS Schedule
2020-06-18 10:54:59 PM,51.4139950,-114.3268408,1130.64,1,20.0,1.2,7,GPS Schedule
2020-06-18 11:00:00 PM,51.4142234,-114.3267902,1128.27,1,21.0,1,8,GPS Schedule
2020-06-18 11:04:59 PM,51.4141791,-114.3267179,1136.04,0,21.5,1.2,8,GPS Schedule
2020-06-18 11:09:59 PM,51.4141523,-114.3268299,1139.70,0,22.0,1.2,8,GPS Schedule
2020-06-18 11:14:59 PM,51.4142249,-114.3267868,1137.10,0,22.5,1.2,8,GPS Schedule
2020-06-18 11:19:59 PM,51.4142853,-114.3267163,1127.89,0,23.5,1.2,7,GPS Schedule
2020-06-18 11:24:59 PM,51.4141769,-114.3268261,1132.40,0,23.5,1.2,7,GPS Schedule
2020-06-18 11:29:59 PM,51.4140790,-114.3267653,1110.39,1,24.0,1.6,6,GPS Schedule
2020-06-18 11:34:59 PM,51.4141359,-114.3268405,1130.92,0,23.5,1.2,7,GPS Schedule
2020-06-18 11:39:59 PM,51.4141428,-114.3268507,1106.00,0,23.5,1.4,5,GPS Schedule
2020-06-18 11:44:59 PM,51.4139354,-114.3263466,1088.60,0,23.0,1.4,6,GPS Schedule
2020-06-18 11:49:59 PM,51.4139802,-114.3263177,1140.91,0,22.0,1.2,7,GPS Schedule
2020-06-18 11:54:59 PM,51.4140901,-114.3264548,1106.84,0,21.0,1.6,5,GPS Schedule
2020-06-18 11:59:59 PM,51.4141677,-114.3263922,1140.89,0,20.0,1.6,5,GPS Schedule
2020-06-19 12:04:59 AM,51.4141099,-114.3271104,1126.83,0,20.0,3.4,5,GPS Schedule
2020-06-19 12:09:59 AM,51.4141342,-114.3272068,1129.80,0,19.5,2.4,5,GPS Schedule
2020-06-19 12:14:59 AM,51.4141596,-114.3272152,1139.05,0,19.0,1.2,6,GPS Schedule
2020-06-19 12:20:01 AM,51.4139918,-114.3272168,1138.60,2,19.5,1.4,5,GPS Schedule
2020-06-19 12:24:59 AM,51.4140606,-114.3273593,1132.50,0,19.0,1.6,5,GPS Schedule
2020-06-19 12:29:59 AM,51.4136995,-114.3271128,1131.29,0,19.0,1.8,6,GPS Schedule
2020-06-19 12:34:59 AM,51.4137325,-114.3270455,1164.18,0,19.0,1.4,6,GPS Schedule
2020-06-19 12:39:59 AM,51.4141110,-114.3266365,1096.04,0,18.5,1.4,6,GPS Schedule
2020-06-19 12:46:08 AM,51.4140974,-114.3263423,1135.62,70,19.0,5.2,4,GPS Schedule
2020-06-19 12:51:03 AM,51.4139758,-114.3272227,1134.91,64,18.5,3.6,5,GPS Schedule
2020-06-19 12:55:13 AM,51.4139208,-114.3269612,1133.39,14,18.5,3.8,5,GPS Schedule
2020-06-19 12:59:59 AM,51.4139310,-114.3269877,1155.51,0,17.5,4,5,GPS Schedule
2020-06-19 1:05:06 AM,51.4141463,-114.3271235,1132.56,7,17.5,4,5,GPS Schedule
2020-06-19 1:09:59 AM,51.4138625,-114.3269876,1072.05,0,18.0,4,5,GPS Schedule
2020-06-19 1:15:01 AM,51.4140239,-114.3271095,1130.63,2,17.5,4,5,GPS Schedule
2020-06-19 1:20:03 AM,51.4139541,-114.3271180,1126.60,4,17.0,3.8,5,GPS Schedule
2020-06-19 1:24:59 AM,51.4139843,-114.3272222,1171.25,0,17.0,3.6,5,GPS Schedule
2020-06-19 1:29:59 AM,51.4142865,-114.3271576,1194.31,0,17.5,3.2,5,GPS Schedule
2020-06-19 1:35:03 AM,51.4140288,-114.3271666,1128.92,4,17.5,3,5,GPS Schedule
2020-06-19 1:39:59 AM,51.4142616,-114.3274515,1130.00,0,17.5,2.8,5,GPS Schedule
2020-06-19 1:44:59 AM,51.4140522,-114.3269942,1135.80,0,18.0,2.6,5,GPS Schedule
2020-06-19 1:49:59 AM,51.4138902,-114.3273567,1101.57,0,18.0,2.4,5,GPS Schedule
2020-06-19 1:55:01 AM,51.4140062,-114.3272342,1116.85,2,18.0,8,4,GPS Schedule
2020-06-19 2:01:03 AM,51.4140618,-114.3272174,1113.20,64,18.0,1.6,7,GPS Schedule
2020-06-19 2:04:59 AM,51.4138734,-114.3273216,1127.37,0,17.5,2,6,GPS Schedule
2020-06-19 2:09:59 AM,51.4139784,-114.3271666,1121.88,0,17.5,1.8,7,GPS Schedule
2020-06-19 2:14:59 AM,51.4143322,-114.3270681,1183.85,0,18.0,2.2,6,GPS Schedule
2020-06-19 2:19:59 AM,51.4139875,-114.3271856,1122.35,0,17.5,2.4,6,GPS Schedule
2020-06-19 2:25:00 AM,51.4141617,-114.3269964,1138.86,1,17.5,2.4,6,GPS Schedule
2020-06-19 2:29:59 AM,51.4139051,-114.3267563,1115.60,0,17.5,2.6,5,GPS Schedule
2020-06-19 2:34:59 AM,51.4141351,-114.3269237,1129.72,0,18.0,3.2,5,GPS Schedule
2020-06-19 2:39:59 AM,51.4139242,-114.3274088,1089.59,0,18.0,2.6,6,GPS Schedule
2020-06-19 2:44:59 AM,51.4139749,-114.3277345,1090.21,0,18.5,3.8,5,GPS Schedule
2020-06-19 2:50:04 AM,51.4139336,-114.3271252,1125.86,5,18.0,2.4,6,GPS Schedule
2020-06-19 2:54:59 AM,51.4140838,-114.3266135,1136.83,0,17.5,2.4,6,GPS Schedule
2020-06-19 2:59:59 AM,51.4141278,-114.3260973,1138.04,0,17.5,2.4,6,GPS Schedule
2020-06-19 3:05:04 AM,51.4140534,-114.3271476,1133.13,5,17.0,3.8,5,GPS Schedule
