Start,Stop,Proximity,Session,RSSI
2020-07-13 20:12,2020-07-13 20:12,30380,0,-70
2020-07-13 20:19,2020-07-13 20:19,30380,3,63
2020-07-13 21:21,2020-07-13 21:21,30391,0,-71
2020-07-13 21:22,2020-07-13 21:22,30391,15,-62
2020-07-13 22:21,2020-07-13 22:22,30379,68,-20
2020-07-13 22:26,2020-07-13 22:26,30379,42,-47
2020-07-13 22:28,2020-07-13 22:28,30379,19,-14
2020-07-13 22:29,2020-07-13 22:29,30379,0,-40
2020-07-13 22:29,2020-07-13 22:29,30379,0,-43
2020-07-13 22:31,2020-07-13 22:33,30379,160,-71
2020-07-13 22:43,2020-07-13 22:43,30391,6,3
2020-07-13 22:46,2020-07-13 22:46,30391,25,-18
2020-07-13 22:48,2020-07-13 22:48,30391,21,47
2020-07-13 23:07,2020-07-13 23:07,30380,0,-87
2020-07-13 23:11,2020-07-13 23:14,30387,142,-60
2020-07-13 23:18,2020-07-13 23:18,30382,0,-78
2020-07-13 23:37,2020-07-13 23:38,30384,39,-49
2020-07-13 23:38,2020-07-13 23:39,30387,88,-58
2020-07-13 23:39,2020-07-13 23:39,30384,15,48
2020-07-13 23:39,2020-07-13 23:39,30388,0,-88
2020-07-13 23:41,2020-07-13 23:44,30384,209,-64
2020-07-13 23:46,2020-07-13 23:46,30385,12,45
2020-07-13 23:47,2020-07-13 23:47,30388,13,46
2020-07-13 23:48,2020-07-13 23:48,30388,0,-85
2020-07-13 23:41,2020-07-13 23:49,30387,529,-66
2020-07-13 23:51,2020-07-13 23:52,30384,84,-61
2020-07-13 23:47,2020-07-13 23:54,30391,469,-71
2020-07-13 23:51,2020-07-13 23:54,30387,226,-64
2020-07-13 23:53,2020-07-13 23:54,30385,36,-35
2020-07-13 23:54,2020-07-13 23:54,30384,18,-26
2020-07-13 23:56,2020-07-13 23:56,30385,33,-17
2020-07-13 23:56,2020-07-13 23:57,30384,24,-29
2020-07-13 23:59,2020-07-13 23:59,30384,24,-48
2020-07-13 23:56,2020-07-13 23:59,30387,225,-63
2020-07-14 0:02,2020-07-14 0:03,30390,68,-29
2020-07-14 0:02,2020-07-14 0:03,30385,75,-33
2020-07-14 0:03,2020-07-14 0:03,30384,42,-24
2020-07-14 0:01,2020-07-14 0:04,30387,223,-64
2020-07-14 0:04,2020-07-14 0:05,30384,43,45
2020-07-14 0:06,2020-07-14 0:06,30385,0,-81
2020-07-14 0:08,2020-07-14 0:08,30384,6,44
2020-07-14 0:09,2020-07-14 0:12,30384,208,-65
2020-07-13 23:56,2020-07-14 0:14,30391,1092,-73
2020-07-14 0:05,2020-07-14 0:14,30387,500,-66
2020-07-14 0:13,2020-07-14 0:14,30386,58,1
2020-07-14 0:14,2020-07-14 0:14,30385,6,45
2020-07-14 0:15,2020-07-14 0:16,30386,12,8
2020-07-14 0:16,2020-07-14 0:17,30380,63,-53
2020-07-14 0:17,2020-07-14 0:17,30386,0,-83
2020-07-14 0:29,2020-07-14 0:29,30380,0,-87
2020-07-14 0:33,2020-07-14 0:33,30381,24,-19
2020-07-14 0:34,2020-07-14 0:34,30391,36,47
2020-07-14 0:40,2020-07-14 0:41,30391,57,-40
2020-07-14 0:42,2020-07-14 0:44,30382,85,-56
2020-07-14 0:45,2020-07-14 0:47,30382,85,-62
2020-07-14 0:46,2020-07-14 0:47,30384,55,-20
2020-07-14 0:49,2020-07-14 0:49,30380,58,45
2020-07-14 0:52,2020-07-14 0:52,30380,0,-84
2020-07-14 0:49,2020-07-14 0:53,30382,264,-69
2020-07-14 0:49,2020-07-14 0:53,30381,257,-75
2020-07-14 0:53,2020-07-14 0:54,30380,30,-46
2020-07-14 0:59,2020-07-14 0:59,30380,27,2
2020-07-14 0:54,2020-07-14 1:01,30382,436,-74
2020-07-14 1:02,2020-07-14 1:02,30380,6,44
2020-07-14 0:54,2020-07-14 1:02,30381,477,-66
2020-07-14 1:04,2020-07-14 1:04,30381,0,-85
2020-07-14 1:04,2020-07-14 1:04,30380,49,1
2020-07-14 1:02,2020-07-14 1:05,30382,196,-67
2020-07-14 1:07,2020-07-14 1:07,30382,21,-14
2020-07-14 1:09,2020-07-14 1:09,30382,12,3
2020-07-14 1:07,2020-07-14 1:09,30380,157,-69
2020-07-14 1:12,2020-07-14 1:13,30380,63,-31
2020-07-14 1:12,2020-07-14 1:13,30389,94,-40
2020-07-14 1:10,2020-07-14 1:15,30382,252,-64
2020-07-14 1:22,2020-07-14 1:22,30380,0,-83
2020-07-14 1:23,2020-07-14 1:24,30380,89,-66
2020-07-14 1:25,2020-07-14 1:25,30389,0,-81
2020-07-14 1:27,2020-07-14 1:27,30380,0,-81
2020-07-14 1:09,2020-07-14 1:27,30388,1083,-77
2020-07-14 1:16,2020-07-14 1:27,30382,685,-78
2020-07-14 1:27,2020-07-14 1:28,30384,33,2
2020-07-14 1:29,2020-07-14 1:30,30389,29,52
2020-07-14 1:29,2020-07-14 1:31,30388,119,-64
2020-07-14 1:32,2020-07-14 1:32,30388,17,45
2020-07-14 1:31,2020-07-14 1:32,30385,54,-33
2020-07-14 1:32,2020-07-14 1:32,30389,36,4
2020-07-14 1:33,2020-07-14 1:34,30380,106,-46
2020-07-14 1:34,2020-07-14 1:34,30385,30,-19
2020-07-14 1:34,2020-07-14 1:34,30388,15,4
2020-07-14 1:37,2020-07-14 1:39,30388,109,-68
2020-07-14 1:37,2020-07-14 1:39,30380,154,-61
2020-07-14 1:37,2020-07-14 1:40,30382,210,-71
2020-07-14 1:40,2020-07-14 1:40,30389,28,55
2020-07-14 1:41,2020-07-14 1:41,30388,0,-83
2020-07-14 1:42,2020-07-14 1:44,30380,155,-70
2020-07-14 1:47,2020-07-14 1:49,30380,103,-61
2020-07-14 2:11,2020-07-14 2:11,30382,12,43
2020-07-14 2:20,2020-07-14 2:22,30381,134,-69
2020-07-14 2:29,2020-07-14 2:29,30388,6,3
2020-07-14 2:27,2020-07-14 2:34,30381,457,-79
2020-07-14 2:35,2020-07-14 2:36,30388,36,-54
2020-07-14 2:35,2020-07-14 2:38,30386,139,-63
2020-07-14 2:38,2020-07-14 2:38,30387,0,-87
2020-07-14 2:36,2020-07-14 2:38,30384,100,-60
2020-07-14 2:36,2020-07-14 2:39,30391,206,-71
2020-07-14 2:41,2020-07-14 2:41,30387,0,-83
2020-07-14 2:41,2020-07-14 2:41,30391,30,-33
2020-07-14 2:37,2020-07-14 2:42,30388,291,-71
2020-07-14 2:42,2020-07-14 2:42,30384,13,-17
2020-07-14 2:43,2020-07-14 2:43,30391,31,4
2020-07-14 2:43,2020-07-14 2:44,30387,58,-63
2020-07-14 2:44,2020-07-14 2:45,30381,23,43
2020-07-14 2:46,2020-07-14 2:46,30391,6,46
2020-07-14 2:47,2020-07-14 2:47,30391,0,-85
2020-07-14 2:49,2020-07-14 2:49,30380,12,-33
2020-07-14 2:51,2020-07-14 2:51,30391,0,-84
2020-07-14 2:47,2020-07-14 2:51,30384,282,-72
2020-07-14 2:50,2020-07-14 2:52,30385,171,-71
2020-07-14 2:53,2020-07-14 2:54,30380,76,-66
2020-07-14 2:56,2020-07-14 2:58,30385,123,-64
2020-07-14 2:57,2020-07-14 2:58,30380,51,-51
2020-07-14 3:06,2020-07-14 3:08,30381,84,-64
2020-07-14 3:14,2020-07-14 3:14,30380,6,7
2020-07-14 3:14,2020-07-14 3:14,30387,3,48
2020-07-14 3:16,2020-07-14 3:17,30380,54,-59
2020-07-14 3:17,2020-07-14 3:17,30388,3,48
2020-07-14 3:19,2020-07-14 3:19,30380,0,-87
2020-07-14 3:49,2020-07-14 3:49,30390,0,-81
2020-07-14 3:49,2020-07-14 3:50,30386,93,-48
2020-07-14 3:53,2020-07-14 3:54,30386,79,-61
2020-07-14 3:58,2020-07-14 4:01,30390,175,-67
2020-07-14 3:59,2020-07-14 4:03,30384,192,-69
2020-07-14 4:03,2020-07-14 4:04,30388,36,-28
2020-07-14 4:05,2020-07-14 4:05,30389,31,-39
2020-07-14 4:05,2020-07-14 4:11,30385,396,-76
2020-07-14 4:12,2020-07-14 4:12,30387,0,-87
2020-07-14 4:12,2020-07-14 4:14,30385,105,-69
2020-07-14 4:14,2020-07-14 4:14,30387,18,-46
2020-07-14 4:18,2020-07-14 4:18,30390,18,47
2020-07-14 4:16,2020-07-14 4:19,30387,188,-63
2020-07-14 4:17,2020-07-14 4:19,30386,126,-61
2020-07-14 4:18,2020-07-14 4:19,30385,63,-62
2020-07-14 4:18,2020-07-14 4:19,30384,58,-58
2020-07-14 4:19,2020-07-14 4:19,30388,15,-29
2020-07-14 4:25,2020-07-14 4:25,30381,18,-39
2020-07-14 4:25,2020-07-14 4:29,30382,251,-68
2020-07-14 4:33,2020-07-14 4:35,30381,128,-71
2020-07-14 4:36,2020-07-14 4:36,30380,0,-84
2020-07-14 4:39,2020-07-14 4:39,30381,21,-32
2020-07-14 4:55,2020-07-14 4:55,30382,48,-47
2020-07-14 4:58,2020-07-14 5:00,30382,90,-66
2020-07-14 5:05,2020-07-14 5:05,30382,0,-84
2020-07-14 5:06,2020-07-14 5:07,30380,66,-65
2020-07-14 5:07,2020-07-14 5:09,30381,124,-69
2020-07-14 5:09,2020-07-14 5:09,30380,12,-31
2020-07-14 5:11,2020-07-14 5:14,30382,156,-73
2020-07-14 5:28,2020-07-14 5:28,30384,0,-83
2020-07-14 5:30,2020-07-14 5:30,30384,6,8
2020-07-14 5:22,2020-07-14 5:33,30382,651,-76
2020-07-14 5:38,2020-07-14 5:40,30382,110,-48
2020-07-14 5:42,2020-07-14 5:44,30382,88,-62
2020-07-14 5:46,2020-07-14 5:46,30382,0,-82
2020-07-14 5:53,2020-07-14 5:53,30382,0,-84
2020-07-14 5:54,2020-07-14 5:54,30391,0,-82
2020-07-14 5:54,2020-07-14 5:54,30382,0,-86
2020-07-14 5:55,2020-07-14 5:55,30391,9,42
2020-07-14 5:57,2020-07-14 5:58,30391,63,-53
2020-07-14 5:58,2020-07-14 5:59,30382,72,-21
2020-07-14 6:00,2020-07-14 6:02,30391,129,-57
2020-07-14 6:02,2020-07-14 6:03,30382,45,-34
2020-07-14 6:04,2020-07-14 6:04,30382,0,-88
2020-07-14 6:05,2020-07-14 6:05,30382,0,-87
2020-07-14 6:08,2020-07-14 6:08,30382,0,-83
2020-07-14 6:07,2020-07-14 6:09,30391,87,-55
2020-07-14 7:39,2020-07-14 7:39,30381,0,-85
2020-07-14 7:41,2020-07-14 7:41,30381,0,-87
2020-07-14 7:43,2020-07-14 7:44,30380,113,-71
2020-07-14 7:46,2020-07-14 7:49,30380,184,-72
2020-07-14 7:53,2020-07-14 7:54,30380,66,-67
2020-07-14 7:56,2020-07-14 7:59,30380,219,-73
2020-07-14 8:01,2020-07-14 8:04,30380,212,-73
2020-07-14 8:07,2020-07-14 8:07,30380,45,-64
2020-07-14 7:43,2020-07-14 8:18,30382,2141,-79
2020-07-14 8:20,2020-07-14 8:22,30382,145,-60
2020-07-14 8:23,2020-07-14 9:12,30382,2910,-81
2020-07-14 9:17,2020-07-14 9:17,30380,0,-88
2020-07-14 9:19,2020-07-14 9:19,30382,3,44
2020-07-14 9:20,2020-07-14 9:20,30382,0,-85
2020-07-14 11:25,2020-07-14 11:25,30388,0,-83
2020-07-14 11:29,2020-07-14 11:29,30382,18,-31
2020-07-14 11:29,2020-07-14 11:29,30380,3,44
2020-07-14 11:32,2020-07-14 11:32,30384,0,-85
2020-07-14 11:32,2020-07-14 11:33,30381,72,-67
2020-07-14 11:32,2020-07-14 11:32,30386,0,-84
2020-07-14 11:36,2020-07-14 11:38,30391,80,-60
2020-07-14 11:42,2020-07-14 11:42,30386,0,-84
2020-07-14 11:49,2020-07-14 11:49,30391,27,-33
2020-07-14 11:49,2020-07-14 11:49,30388,0,-84
2020-07-14 11:56,2020-07-14 11:56,30385,12,-22
2020-07-14 12:00,2020-07-14 12:06,30389,396,-68
2020-07-14 12:37,2020-07-14 12:37,30384,0,-76
2020-07-14 12:39,2020-07-14 12:39,30384,0,-66
2020-07-14 12:42,2020-07-14 12:42,30384,0,-83
2020-07-14 12:37,2020-07-14 12:44,30381,388,-70
2020-07-14 12:53,2020-07-14 12:53,30384,0,-79
2020-07-14 12:55,2020-07-14 12:55,30389,9,44
2020-07-14 12:57,2020-07-14 12:57,30381,0,-83
2020-07-14 12:57,2020-07-14 12:59,30380,136,-69
2020-07-14 12:59,2020-07-14 13:00,30389,36,-56
2020-07-14 12:59,2020-07-14 13:00,30381,87,-39
2020-07-14 13:02,2020-07-14 13:03,30381,54,-20
2020-07-14 13:01,2020-07-14 13:03,30380,148,-69
2020-07-14 13:01,2020-07-14 13:06,30389,330,-67
2020-07-14 13:07,2020-07-14 13:07,30380,9,-17
2020-07-14 13:07,2020-07-14 13:09,30389,91,-64
