"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-07-13",122,88,31,0,0,NA,0.0577747607307293,2,"35.2272727272727 %","27.8688524590164 %"
"2020-07-14",288,283,3,0,0,0.1294590491055,0.191449697119021,2,"1.06007067137809 %","1.73611111111111 %"
"2020-07-15",288,288,0,0,0,0.118093116467668,0.217760475677387,0,"0 %","0 %"
"2020-07-16",288,281,3,0,0,0.110150557929409,0.0958818307367725,2,"1.06761565836299 %","2.43055555555556 %"
"2020-07-17",288,288,0,0,0,0.146796765226212,0.104619062734808,0,"0 %","0 %"
"2020-07-18",288,288,0,0,0,0.145373485000195,0.106494737389725,0,"0 %","0 %"
"2020-07-19",288,284,2,0,0,0.119133233232522,0.103750370185041,1,"0.704225352112676 %","1.38888888888889 %"
"2020-07-20",288,286,1,0,0,0.115116919355324,0.18082517568285,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-21",288,285,2,0,0,0.201055943850847,0.0785349113208386,2,"0.701754385964912 %","1.04166666666667 %"
"2020-07-22",288,285,0,0,0,0.0915893356995789,0.139115774348856,0,"0 %","1.04166666666667 %"
"2020-07-23",288,288,0,0,0,0.097048499579869,0.141327270226545,0,"0 %","0 %"
"2020-07-24",288,285,0,2,1,0.131548043657561,0.0969475386428843,0,"0 %","0 %"
"2020-07-25",288,285,1,0,0,0.0901302363113337,0.0619982258118725,1,"0.350877192982456 %","1.04166666666667 %"
"2020-07-26",288,287,0,0,0,0.088227247636212,0.101826007502891,0,"0 %","0.347222222222222 %"
"2020-07-27",288,289,0,0,0,0.0773979542265719,0.0513407222584783,0,"0 %","-0.347222222222222 %"
"2020-07-28",288,285,0,0,0,0.104894099850672,0.0551832275893881,0,"0 %","1.04166666666667 %"
"2020-07-29",288,287,0,0,2,0.0763784895710254,0.0554167669834839,0,"0 %","-0.347222222222222 %"
"2020-07-30",288,287,0,0,0,0.0746783099697794,0.125074337431614,0,"0 %","0.347222222222222 %"
"2020-07-31",288,288,0,0,0,0.0608205369768719,0.0823279403087947,0,"0 %","0 %"
"2020-08-01",288,288,0,0,0,0.0716091994403749,0.0675488164179009,0,"0 %","0 %"
"2020-08-02",288,288,0,0,0,0.0872388179975643,0.0617488290259465,0,"0 %","0 %"
"2020-08-03",288,288,0,0,0,0.0875812134624271,0.0876672259328363,0,"0 %","0 %"
"2020-08-04",288,288,0,0,0,0.0773120043474588,0.211888574257301,0,"0 %","0 %"
"2020-08-05",288,288,0,0,0,0.0724510476013514,0.0607517825703457,0,"0 %","0 %"
"2020-08-06",288,257,25,0,0,0.106569365415859,0.170617194281693,4,"9.72762645914397 %","10.7638888888889 %"
"2020-08-07",288,260,17,0,0,0.0627867563042253,0.0700396722444944,11,"6.53846153846154 %","9.72222222222222 %"
"2020-08-08",288,231,44,0,0,0.109721195371449,0.0747440429994769,13,"19.047619047619 %","19.7916666666667 %"
"2020-08-09",288,168,106,0,0,0.0862489018054241,0.100592242997481,14,"63.0952380952381 %","41.6666666666667 %"
"2020-08-10",288,160,113,0,0,0.0456779645157053,0.0341940420790298,14,"70.625 %","44.4444444444444 %"
"2020-08-11",288,222,52,0,0,0.115883024706523,0.116091058844321,14,"23.4234234234234 %","22.9166666666667 %"
"2020-08-12",288,232,47,0,0,0.115205677855988,0.055901494858384,9,"20.2586206896552 %","19.4444444444444 %"
"2020-08-13",288,247,31,0,0,0.0927285345257912,0.102827783530185,10,"12.5506072874494 %","14.2361111111111 %"
"2020-08-14",288,261,22,0,0,0.0894248859649452,0.0702594992855069,5,"8.42911877394636 %","9.375 %"
"2020-08-15",288,264,17,0,0,0.199041422856234,0.136050492940297,7,"6.43939393939394 %","8.33333333333333 %"
"2020-08-16",288,248,33,0,0,0.0959829652179575,0.233416174369728,7,"13.3064516129032 %","13.8888888888889 %"
"2020-08-17",288,257,25,0,0,0.0843260020279461,0.07607722625027,6,"9.72762645914397 %","10.7638888888889 %"
"2020-08-18",288,257,23,0,0,0.200993461011067,0.227243723782215,8,"8.94941634241245 %","10.7638888888889 %"
"2020-08-19",288,284,1,0,0,0.124185578169473,0.131821540454165,3,"0.352112676056338 %","1.38888888888889 %"
"2020-08-20",288,274,10,1,0,0.161446604784752,0.0972073328251183,3,"3.63636363636364 %","4.51388888888889 %"
"2020-08-21",288,286,1,0,1,0.0901398732176829,0.10198040790263,1,"0.348432055749129 %","0.347222222222222 %"
"2020-08-22",288,253,23,1,0,0.154879394961675,0.0559807035243491,10,"9.05511811023622 %","11.8055555555556 %"
"2020-08-23",288,258,14,3,1,0.17978356018949,0.169237674413436,12,"5.34351145038168 %","9.02777777777778 %"
"2020-08-24",288,253,25,1,0,0.131427730144385,0.0849215195565454,9,"9.84251968503937 %","11.8055555555556 %"
"2020-08-25",288,270,11,1,0,0.119297987507113,0.0812393378248451,6,"4.0590405904059 %","5.90277777777778 %"
"2020-08-26",288,253,31,1,0,0.0850154424991972,0.082746618476593,3,"12.2047244094488 %","11.8055555555556 %"
"2020-08-27",288,288,0,0,0,0.179425459143084,0.115152422843538,0,"0 %","0 %"
"2020-08-28",288,284,2,1,0,0.16525266083806,0.104044337375003,2,"0.701754385964912 %","1.04166666666667 %"
"2020-08-29",288,287,0,0,0,0.140797311730668,0.148762914551374,0,"0 %","0.347222222222222 %"
"2020-08-30",288,288,0,0,0,0.0901880018017692,0.0547199514900946,0,"0 %","0 %"
"2020-08-31",288,279,4,0,0,0.134665901445776,0.0564244711292932,3,"1.4336917562724 %","3.125 %"
"2020-09-01",288,275,6,0,0,0.117055446385387,0.297737438548841,5,"2.18181818181818 %","4.51388888888889 %"
"2020-09-02",288,284,3,0,0,0.150055713311593,0.0843316911110346,1,"1.05633802816901 %","1.38888888888889 %"
"2020-09-03",288,277,7,0,0,0.0864085066907726,0.150790983389149,4,"2.52707581227437 %","3.81944444444444 %"
"2020-09-04",288,271,13,0,0,0.103943143498083,0.118718249334612,2,"4.7970479704797 %","5.90277777777778 %"
"2020-09-05",288,254,30,1,0,0.124496351674486,0.0880347519618654,4,"11.7647058823529 %","11.4583333333333 %"
"2020-09-06",288,281,2,2,0,0.100268603720329,0.0485147923047365,2,"0.706713780918728 %","1.73611111111111 %"
"2020-09-07",288,279,7,0,0,0.0821805891789995,0.0588911251989937,2,"2.5089605734767 %","3.125 %"
"2020-09-08",288,260,20,0,0,0.100394625866296,0.158060868874482,8,"7.69230769230769 %","9.72222222222222 %"
"2020-09-09",288,233,46,0,0,0.154293907494076,0.0492150249467887,9,"19.7424892703863 %","19.0972222222222 %"
"2020-09-10",288,213,65,0,0,0.156460803496887,0.0540683344732831,10,"30.5164319248826 %","26.0416666666667 %"
"2020-09-11",288,226,50,0,0,0.107669156392912,0.0660571973593231,11,"22.1238938053097 %","21.5277777777778 %"
"2020-09-12",288,224,57,0,0,0.259641839122981,0.0867975009664219,7,"25.4464285714286 %","22.2222222222222 %"
"2020-09-13",288,231,49,0,0,0.287823691763598,0.0396691482080143,7,"21.2121212121212 %","19.7916666666667 %"
"2020-09-14",288,263,16,0,0,0.201600607279208,0.0351846993493158,9,"6.08365019011407 %","8.68055555555556 %"
"2020-09-15",288,275,7,0,0,0.064384303713315,0.0478219178092506,6,"2.54545454545455 %","4.51388888888889 %"
"2020-09-16",98,99,0,0,0,0.0563085750961945,NA,0,"0 %","-1.02040816326531 %"
