"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-07-13",78,78,0,0,0,NA,0.0500951160467329,0,"0 %","0 %"
"2020-07-14",288,288,0,0,0,0.141887623301002,0.12286790571182,0,"0 %","0 %"
"2020-07-15",288,288,0,0,0,0.0851809146992799,0.0712180866297356,0,"0 %","0 %"
"2020-07-16",288,285,2,0,0,0.0575620039714759,0.169016415686917,1,"0.701754385964912 %","1.04166666666667 %"
"2020-07-17",288,288,0,0,0,0.0697051074588375,0.0885908601774115,0,"0 %","0 %"
"2020-07-18",288,281,4,0,0,0.0646621457100207,0.0693324025079642,3,"1.42348754448399 %","2.43055555555556 %"
"2020-07-19",288,288,0,0,0,0.0557381976952469,0.0594777568021224,0,"0 %","0 %"
"2020-07-20",288,284,1,0,0,0.104492711007655,0.0892795260981578,1,"0.352112676056338 %","1.38888888888889 %"
"2020-07-21",288,286,1,0,0,0.0577876866983837,0.0547424129640989,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-22",288,288,0,0,0,0.0496251907606017,0.056582345887337,0,"0 %","0 %"
"2020-07-23",288,276,6,0,0,0.0895128833935875,0.04177984901197,6,"2.17391304347826 %","4.16666666666667 %"
"2020-07-24",288,285,2,0,0,0.0616904359355494,0.0439361888756165,2,"0.701754385964912 %","1.04166666666667 %"
"2020-07-25",288,281,1,2,2,0.0580885762523124,0.0506259522746278,1,"0.350877192982456 %","1.04166666666667 %"
"2020-07-26",288,282,2,1,2,0.0534763758503535,0.0657588984037938,2,"0.701754385964912 %","1.04166666666667 %"
"2020-07-27",288,287,0,0,0,0.0650429562039067,0.0474528073476412,0,"0 %","0.347222222222222 %"
"2020-07-28",288,271,6,1,0,0.0741082418053406,0.139193300726472,6,"2.20588235294118 %","5.55555555555556 %"
"2020-07-29",288,254,26,0,0,0.158366374624567,0.181819355630842,8,"10.2362204724409 %","11.8055555555556 %"
"2020-07-30",288,222,54,0,0,0.146032994830916,0.20786428036037,12,"24.3243243243243 %","22.9166666666667 %"
"2020-07-31",288,265,19,0,0,0.0448793038639485,0.0452272757602707,4,"7.16981132075472 %","7.98611111111111 %"
"2020-08-01",288,286,0,0,0,0.0503316974626778,0.0326656425249964,2,"0 %","0.694444444444444 %"
"2020-08-02",288,284,3,0,0,0.0576933413519936,0.0370777332995474,1,"1.05633802816901 %","1.38888888888889 %"
"2020-08-03",288,159,124,0,0,0.652335718051115,NA,5,"77.9874213836478 %","44.7916666666667 %"
"2020-08-04",288,2,282,0,0,0.621282207910989,NA,4,"14100 %","99.3055555555556 %"
"2020-08-05",288,0,287,0,0,NA,NA,1,"Inf %","100 %"
"2020-08-06",288,7,278,0,0,2.09472071800394,NA,3,"3971.42857142857 %","97.5694444444444 %"
"2020-08-07",288,0,288,0,0,NA,NA,0,"Inf %","100 %"
