"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-09-03",288,283,3,0,0,0.166568658513782,0.091762002767568,2,"1.06007067137809 %","1.73611111111111 %"
"2020-09-04",288,288,0,0,0,0.189021738206248,0.0918884609532855,0,"0 %","0 %"
"2020-09-05",288,284,1,0,0,0.213020913169386,0.107654658431564,1,"0.352112676056338 %","1.38888888888889 %"
"2020-09-06",288,286,1,0,0,0.147923040928434,0.0529609614422956,1,"0.34965034965035 %","0.694444444444444 %"
"2020-09-07",288,288,0,0,0,0.106677024052539,0.0753323120588522,0,"0 %","0 %"
"2020-09-08",288,288,0,0,0,0.111198253182484,0.0750804489561461,0,"0 %","0 %"
"2020-09-09",288,288,0,0,0,0.121326899873773,0.0778853873602016,0,"0 %","0 %"
"2020-09-10",288,286,0,0,0,0.206770931314934,0.0785445644960214,0,"0 %","0.694444444444444 %"
"2020-09-11",288,288,0,0,0,0.124482110631816,0.0890820410066435,0,"0 %","0 %"
"2020-09-12",288,282,3,0,0,0.123159617984607,0.112812821852589,1,"1.06382978723404 %","2.08333333333333 %"
"2020-09-13",288,287,0,1,0,0.1417461926868,0.0657424174956866,0,"0 %","0 %"
"2020-09-14",288,287,0,1,0,0.139993941880125,0.0673416705539358,0,"0 %","0 %"
"2020-09-15",288,274,9,0,0,0.329909915295583,0.0694239130769748,3,"3.28467153284672 %","4.86111111111111 %"
"2020-09-16",287,257,8,0,0,0.136454466937544,0.418040086893289,5,"3.11284046692607 %","10.4529616724739 %"
