"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-07-13",96,92,3,0,0,NA,0.215861463126733,2,"3.26086956521739 %","4.16666666666667 %"
"2020-07-14",288,288,0,0,0,0.243020672105498,0.146422279209073,0,"0 %","0 %"
"2020-07-15",288,284,2,0,0,0.144088508638341,0.215196612991464,2,"0.704225352112676 %","1.38888888888889 %"
"2020-07-16",288,234,42,0,0,0.104860481738816,0.180501449039239,12,"17.9487179487179 %","18.75 %"
"2020-07-17",288,286,1,0,0,0.229596285678032,0.25931145432488,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-18",288,241,39,0,0,0.265616901999074,0.14734532237914,5,"16.1825726141079 %","16.3194444444444 %"
"2020-07-19",288,275,7,0,1,0.334358287329215,0.169793769547941,5,"2.53623188405797 %","4.16666666666667 %"
"2020-07-20",288,279,2,5,0,0.135397256812626,0.105395509650795,2,"0.704225352112676 %","1.38888888888889 %"
"2020-07-21",288,288,0,0,0,0.0972446231517412,0.118625128633626,0,"0 %","0 %"
"2020-07-22",288,286,1,0,0,0.100653393372626,0.100114050777878,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-23",288,288,0,0,0,0.0552682602466592,0.10878578588534,0,"0 %","0 %"
"2020-07-24",288,288,0,0,0,0.111786483772271,0.0690356124912536,0,"0 %","0 %"
"2020-07-25",288,288,0,0,0,0.0943171799274735,0.0961979997449803,0,"0 %","0 %"
"2020-07-26",288,284,3,0,0,0.184958495435714,0.12963781028352,1,"1.05633802816901 %","1.38888888888889 %"
"2020-07-27",288,282,4,0,0,0.177503929506264,0.265939907158066,2,"1.41843971631206 %","2.08333333333333 %"
"2020-07-28",288,279,1,4,1,0.0785848722135303,0.118138864006902,1,"0.352112676056338 %","1.38888888888889 %"
"2020-07-29",288,279,3,1,2,0.099079182812108,0.355139824232052,2,"1.06382978723404 %","2.08333333333333 %"
"2020-07-30",288,260,20,0,1,0.246458656847329,0.245094612893136,7,"7.66283524904215 %","9.375 %"
"2020-07-31",288,281,5,0,0,0.186682221005234,0.120099740496634,2,"1.77935943060498 %","2.43055555555556 %"
"2020-08-01",288,279,6,0,0,0.246324227811613,0.0818930295493975,3,"2.1505376344086 %","3.125 %"
"2020-08-02",288,281,5,0,0,0.162323725038597,0.170235488038576,2,"1.77935943060498 %","2.43055555555556 %"
"2020-08-03",288,279,5,0,0,0.14010818161961,0.206301808252327,3,"1.7921146953405 %","3.125 %"
"2020-08-04",288,288,0,0,0,0.183126256571848,0.108684308061631,0,"0 %","0 %"
"2020-08-05",288,276,8,0,0,0.163763397517474,0.227053646801794,4,"2.89855072463768 %","4.16666666666667 %"
"2020-08-06",288,286,1,0,0,0.129627553522067,0.092658257649722,1,"0.34965034965035 %","0.694444444444444 %"
"2020-08-07",288,286,0,0,0,0.104635151652944,0.0980424376877089,0,"0 %","0.694444444444444 %"
"2020-08-08",288,285,0,2,1,0.163227110497906,0.112806325865098,0,"0 %","0 %"
"2020-08-09",288,281,2,0,0,0.171205472616309,0.136203971937913,2,"0.711743772241993 %","2.43055555555556 %"
"2020-08-10",288,199,79,0,0,0.142925310327699,0.0644081976759176,6,"39.6984924623116 %","30.9027777777778 %"
"2020-08-11",288,129,138,4,2,0.117662572780155,0.0299292764927928,9,"102.222222222222 %","53.125 %"
"2020-08-12",288,261,20,1,1,0.157383170067462,0.0770512558576486,3,"7.60456273764259 %","8.68055555555556 %"
"2020-08-13",288,185,80,1,0,0.0987309943264763,0.087218582404622,8,"43.010752688172 %","35.4166666666667 %"
"2020-08-14",288,258,25,0,0,0.087479017021066,0.112879300912248,2,"9.68992248062016 %","10.4166666666667 %"
"2020-08-15",288,206,71,0,0,0.119965012436973,0.117575011614444,4,"34.4660194174757 %","28.4722222222222 %"
"2020-08-16",288,270,14,0,0,0.120656183076426,0.0569923915485871,2,"5.18518518518519 %","6.25 %"
"2020-08-17",288,274,7,1,1,0.17707487477484,0.115330536246559,2,"2.53623188405797 %","4.16666666666667 %"
"2020-08-18",288,288,0,0,0,0.0954424581538381,0.0647541162143939,0,"0 %","0 %"
"2020-08-19",288,288,0,0,0,0.121648050686538,0.0667482084121045,0,"0 %","0 %"
"2020-08-20",288,288,0,0,0,0.158586692912501,0.132690453627278,0,"0 %","0 %"
"2020-08-21",288,284,3,0,0,0.0878694608105117,0.146723365968397,1,"1.05633802816901 %","1.38888888888889 %"
"2020-08-22",288,288,0,0,0,0.085796191644492,0.0587163509540795,0,"0 %","0 %"
"2020-08-23",288,288,0,0,0,0.0958243437379915,0.0921445437143859,0,"0 %","0 %"
"2020-08-24",288,288,0,0,0,0.147791967990417,0.0765045358055558,0,"0 %","0 %"
"2020-08-25",288,288,0,0,0,0.10152092746098,0.0690504322425864,0,"0 %","0 %"
"2020-08-26",288,288,0,0,0,0.0854280317053454,0.0710662470196463,0,"0 %","0 %"
"2020-08-27",288,288,0,0,0,0.096540132943534,0.129556108271519,0,"0 %","0 %"
"2020-08-28",288,288,0,0,0,0.101815338305623,0.0747484881498858,0,"0 %","0 %"
"2020-08-29",288,288,0,0,0,0.102643388940726,0.0313164515769217,0,"0 %","0 %"
"2020-08-30",288,288,0,0,0,0.0757100396328604,0.103638573229704,0,"0 %","0 %"
"2020-08-31",288,288,0,1,0,0.0879621387030676,0.118169009075829,0,"0 %","-0.347222222222222 %"
"2020-09-01",288,287,0,0,0,0.0969851752416963,0.063667722871014,0,"0 %","0.347222222222222 %"
"2020-09-02",288,288,0,0,0,0.101147255436851,0.0597641686527606,0,"0 %","0 %"
