"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-07-13",126,126,0,0,0,NA,0.0502912273830259,1,"0 %","0 %"
"2020-07-14",288,285,2,0,0,0.265124180305216,0.137953768164702,1,"0.701754385964912 %","1.04166666666667 %"
"2020-07-15",288,286,1,0,0,0.146413400032645,0.251140740693835,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-16",288,284,0,0,0,0.119607589967435,0.171725549354645,0,"0 %","1.38888888888889 %"
"2020-07-17",288,227,0,12,2,0.198008627885784,0.203181059300326,0,"0 %","16.3194444444444 %"
"2020-07-18",288,242,5,4,2,0.144959434079185,0.112611980316968,4,"2.01612903225806 %","13.8888888888889 %"
"2020-07-19",288,233,9,8,0,0.111248056065829,0.096145368325733,5,"3.7344398340249 %","16.3194444444444 %"
"2020-07-20",288,218,0,9,2,0.0803797070652026,0.261366104870916,0,"0 %","20.4861111111111 %"
"2020-07-21",288,263,1,9,0,0.0758899132614242,0.0455706981890111,1,"0.367647058823529 %","5.55555555555556 %"
"2020-07-22",288,274,0,3,0,0.050223062945453,0.0537927667455597,0,"0 %","3.81944444444444 %"
"2020-07-23",288,257,1,3,0,0.0563337216152235,0.0401386279541585,1,"0.384615384615385 %","9.72222222222222 %"
"2020-07-24",288,288,0,0,0,0.0565353875079597,0.0218879611668832,0,"0 %","0 %"
"2020-07-25",288,286,0,0,0,0.0566026700737626,0.0308267778519322,0,"0 %","0.694444444444444 %"
"2020-07-26",288,288,0,0,0,0.0461513435271453,0.041567975589335,0,"0 %","0 %"
"2020-07-27",288,281,1,2,1,0.0492369153686187,0.149790259759348,1,"0.352112676056338 %","1.38888888888889 %"
"2020-07-28",288,267,1,4,2,0.0752115460021523,0.0771497792008886,2,"0.366300366300366 %","5.20833333333333 %"
"2020-07-29",288,254,0,11,0,0.0652500170848904,0.193943632225599,0,"0 %","7.98611111111111 %"
"2020-07-30",288,240,4,4,1,0.10877656143226,0.0450791285782009,7,"1.63265306122449 %","14.9305555555556 %"
"2020-07-31",288,189,12,6,2,0.178204484537183,NA,11,"6.09137055837564 %","31.5972222222222 %"
"2020-08-01",288,242,6,14,0,0.0948956580281514,0.0699425265231462,3,"2.34375 %","11.1111111111111 %"
"2020-08-02",288,244,1,6,0,0.0705967026118307,0.106794992551679,1,"0.4 %","13.1944444444444 %"
"2020-08-03",288,274,1,4,1,0.0493418923395015,0.0220703789546075,1,"0.3584229390681 %","3.125 %"
"2020-08-04",288,270,0,2,0,0.0566313404487329,0.129946798746931,0,"0 %","5.55555555555556 %"
"2020-08-05",288,275,1,4,0,0.0797893689610425,0.0678151872439991,1,"0.3584229390681 %","3.125 %"
"2020-08-06",288,267,1,7,1,0.0665717427671279,0.0887040546172722,1,"0.363636363636364 %","4.51388888888889 %"
"2020-08-07",288,259,1,6,0,0.0596275261768633,0.130141081617913,1,"0.377358490566038 %","7.98611111111111 %"
"2020-08-08",288,254,0,8,0,0.147781959619093,0.0899995808391124,0,"0 %","9.02777777777778 %"
"2020-08-09",288,248,0,10,4,0.158820401715888,0.0852043780716722,0,"0 %","9.02777777777778 %"
"2020-08-10",288,275,0,5,0,0.100139338376528,0.0674975503561102,0,"0 %","2.77777777777778 %"
"2020-08-11",288,251,0,2,1,0.0816742009403802,0.0476528462958943,0,"0 %","11.8055555555556 %"
"2020-08-12",288,282,0,3,0,0.0613456980256091,0.0524722463631987,0,"0 %","1.04166666666667 %"
"2020-08-13",288,277,1,4,0,0.0818173023146916,0.0375124328052061,1,"0.355871886120996 %","2.43055555555556 %"
"2020-08-14",288,274,0,8,0,0.0719478610296295,0.0547496291373479,0,"0 %","2.08333333333333 %"
"2020-08-15",288,226,1,5,0,0.126860779954136,0.105490957051231,1,"0.432900432900433 %","19.7916666666667 %"
"2020-08-16",288,220,0,17,0,0.129058700915909,0.0909085372322603,0,"0 %","17.7083333333333 %"
"2020-08-17",288,250,2,6,0,0.174240420137635,0.0849288192762997,1,"0.78125 %","11.1111111111111 %"
