Product Type: Litetrack LR
Product ID: 80385
Firmware Version: V8.99.0

GMT Time,X,Y,Z,Temperature [C]
2020-09-16 11:53:20 AM,-4,-5,-22,8.5
2020-09-16 11:53:22 AM,-3,-9,-24,8.5
2020-09-16 11:53:24 AM,5,-10,-21,8.5
2020-09-16 11:53:26 AM,15,-17,-16,8.5
2020-09-16 11:53:28 AM,17,-14,-16,8.5
2020-09-16 11:53:30 AM,16,-16,-17,8.5
2020-09-16 11:53:32 AM,14,-18,-13,8.5
2020-09-16 11:53:34 AM,17,-19,-14,8.5
2020-09-16 11:53:36 AM,11,-18,-17,8.5
2020-09-16 11:53:38 AM,14,-25,-12,8.5
2020-09-16 11:53:40 AM,11,-22,-16,8.5
2020-09-16 11:53:42 AM,13,-22,-14,8.5
2020-09-16 11:53:44 AM,5,-25,-11,8.0
2020-09-16 11:53:46 AM,-3,-10,-20,8.0
2020-09-16 11:53:48 AM,5,-16,-20,8.0
2020-09-16 11:53:50 AM,18,-20,-12,8.0
2020-09-16 11:53:52 AM,17,-19,-13,8.0
2020-09-16 11:53:54 AM,23,-19,-8,8.0
2020-09-16 11:53:56 AM,13,-15,-19,8.0
2020-09-16 11:53:58 AM,-2,-8,-22,8.0
2020-09-16 11:54:00 AM,6,-1,-24,8.5
2020-09-16 11:54:02 AM,9,-6,-21,8.5
2020-09-16 11:54:04 AM,10,-7,-22,8.5
2020-09-16 11:54:06 AM,0,-9,-22,8.5
2020-09-16 11:54:08 AM,3,-11,-22,8.5
2020-09-16 11:54:10 AM,8,-22,-16,8.5
2020-09-16 11:54:12 AM,11,-26,-13,8.5
2020-09-16 11:54:14 AM,3,-17,-23,8.5
2020-09-16 11:54:16 AM,1,-13,-22,8.5
2020-09-16 11:54:18 AM,9,-21,-16,8.5
2020-09-16 11:54:20 AM,10,-23,-16,8.5
2020-09-16 11:54:22 AM,11,-20,-16,8.5
2020-09-16 11:54:24 AM,9,-25,-12,8.5
2020-09-16 11:54:26 AM,2,-22,-18,8.5
2020-09-16 11:54:28 AM,-2,-13,-20,8.5
2020-09-16 11:54:30 AM,-2,-15,-20,8.5
2020-09-16 11:54:32 AM,-2,-16,-18,8.5
2020-09-16 11:54:34 AM,6,-27,-4,8.5
2020-09-16 11:54:36 AM,6,-28,-10,8.5
2020-09-16 11:54:38 AM,8,-30,-9,8.5
2020-09-16 11:54:40 AM,4,-23,-15,8.5
2020-09-16 11:54:42 AM,-2,-21,-15,8.5
2020-09-16 11:54:44 AM,-3,-18,-19,8.5
2020-09-16 11:54:46 AM,9,-23,-16,8.5
2020-09-16 11:54:48 AM,4,-21,-17,8.5
2020-09-16 11:54:50 AM,1,-17,-20,8.5
2020-09-16 11:54:52 AM,-4,-12,-21,8.5
2020-09-16 11:54:54 AM,-3,-12,-20,8.5
2020-09-16 11:54:56 AM,-3,-10,-21,8.5
2020-09-16 11:54:58 AM,4,-11,-21,8.5
2020-09-16 11:55:00 AM,11,-24,-16,8.5
2020-09-16 11:55:02 AM,3,-13,-19,8.5
2020-09-16 11:55:04 AM,0,-15,-21,8.5
2020-09-16 11:55:06 AM,0,-13,-18,8.5
2020-09-16 11:55:08 AM,-4,-13,-23,8.5
2020-09-16 11:55:10 AM,-2,-17,-20,8.5
2020-09-16 11:55:12 AM,7,-24,-16,8.5
2020-09-16 11:55:14 AM,7,-16,-20,8.5
2020-09-16 11:55:16 AM,3,-7,-17,8.5
2020-09-16 11:55:18 AM,3,-16,-20,8.5
2020-09-16 11:55:20 AM,6,-23,-17,8.5
2020-09-16 11:55:22 AM,3,-18,-21,8.5
2020-09-16 11:55:24 AM,1,-16,-24,8.5
2020-09-16 11:55:26 AM,2,-13,-21,8.5
2020-09-16 11:55:28 AM,3,-19,-19,8.5
2020-09-16 11:55:30 AM,5,-15,-20,8.5
2020-09-16 11:55:32 AM,4,-21,-20,8.5
2020-09-16 11:55:34 AM,0,-17,-19,8.5
2020-09-16 11:55:36 AM,2,-16,-21,8.5
2020-09-16 11:55:38 AM,3,-20,-19,8.5
2020-09-16 11:55:40 AM,4,-12,-16,8.5
2020-09-16 11:55:42 AM,-3,-14,-22,8.5
2020-09-16 11:55:44 AM,5,-23,-16,8.5
2020-09-16 11:55:46 AM,6,-20,-19,8.5
2020-09-16 11:55:48 AM,3,-19,-19,8.5
2020-09-16 11:55:50 AM,6,-23,-16,8.5
2020-09-16 11:55:52 AM,8,-23,-19,8.5
2020-09-16 11:55:54 AM,1,-18,-14,8.5
2020-09-16 11:55:56 AM,5,-20,-18,8.5
2020-09-16 11:55:58 AM,7,-24,-14,8.5
2020-09-16 11:56:00 AM,-6,-13,-15,8.5
2020-09-16 11:56:02 AM,-7,-17,-19,8.5
2020-09-16 11:56:04 AM,-6,-9,-30,8.5
2020-09-16 11:56:06 AM,0,1,-16,8.5
2020-09-16 11:56:08 AM,4,-8,-25,8.5
2020-09-16 11:56:10 AM,0,-3,-25,8.5
2020-09-16 11:56:12 AM,3,-1,-23,8.5
2020-09-16 11:56:14 AM,-7,-9,-22,8.5
2020-09-16 11:56:16 AM,-7,-3,-22,8.5
2020-09-16 11:56:18 AM,-5,-1,-21,8.5
2020-09-16 11:56:20 AM,-7,1,-24,8.5
2020-09-16 11:56:22 AM,-5,3,-16,8.5
2020-09-16 11:56:24 AM,-2,0,-21,8.5
2020-09-16 11:56:26 AM,1,-12,-21,8.5
2020-09-16 11:56:28 AM,1,-7,-21,8.5
2020-09-16 11:56:30 AM,-1,-4,-22,8.5
2020-09-16 11:56:32 AM,-4,-5,-17,8.5
2020-09-16 11:56:34 AM,-7,-2,-20,8.5
2020-09-16 11:56:36 AM,-8,-3,-24,8.5
2020-09-16 11:56:38 AM,-5,0,-25,8.5
2020-09-16 11:56:40 AM,-2,2,-25,8.5
2020-09-16 11:56:42 AM,-7,-6,-22,8.5
2020-09-16 11:56:44 AM,-4,-2,-21,8.5
2020-09-16 11:56:46 AM,-4,1,-23,8.5
2020-09-16 11:56:48 AM,-4,-1,-24,8.5
2020-09-16 11:56:50 AM,1,-7,-22,8.5
2020-09-16 11:56:52 AM,1,-6,-23,8.5
2020-09-16 11:56:54 AM,0,-8,-22,8.5
2020-09-16 11:56:56 AM,0,-4,-23,8.5
2020-09-16 11:56:58 AM,-1,-9,-22,8.5
2020-09-16 11:57:00 AM,-5,-3,-20,8.5
2020-09-16 11:57:02 AM,-3,-5,-23,8.5
2020-09-16 11:57:04 AM,-1,-1,-19,8.5
2020-09-16 11:57:06 AM,-8,-2,-22,8.5
2020-09-16 11:57:08 AM,-4,0,-21,8.5
2020-09-16 11:57:10 AM,-5,-9,-20,8.5
2020-09-16 11:57:12 AM,-5,-3,-22,8.5
2020-09-16 11:57:14 AM,1,-6,-25,8.5
2020-09-16 11:57:16 AM,1,-5,-23,9.0
2020-09-16 11:57:18 AM,1,-7,-23,9.0
2020-09-16 11:57:20 AM,-1,-5,-24,9.0
2020-09-16 11:57:22 AM,0,-5,-23,9.0
2020-09-16 11:57:24 AM,1,-1,-25,9.0
2020-09-16 11:57:26 AM,-5,-6,-25,9.0
2020-09-16 11:57:28 AM,-6,-1,-23,9.0
2020-09-16 11:57:30 AM,-11,1,-19,8.5
2020-09-16 11:57:32 AM,-3,0,-27,8.5
2020-09-16 11:57:34 AM,-6,6,-25,8.5
2020-09-16 11:57:36 AM,-7,-1,-23,8.5
2020-09-16 11:57:38 AM,-3,-5,-24,8.5
2020-09-16 11:57:40 AM,-5,-1,-22,8.5
2020-09-16 11:57:42 AM,-5,8,-23,8.5
2020-09-16 11:57:44 AM,-5,5,-21,8.5
2020-09-16 11:57:46 AM,0,0,-22,9.0
2020-09-16 11:57:48 AM,-1,-3,-23,9.0
2020-09-16 11:57:50 AM,-1,0,-24,9.0
2020-09-16 11:57:52 AM,-1,-3,-23,9.0
2020-09-16 11:57:54 AM,-2,-5,-22,9.0
2020-09-16 11:57:56 AM,-5,-4,-23,9.0
2020-09-16 11:57:58 AM,-2,-2,-22,9.0
2020-09-16 11:58:00 AM,-3,-6,-22,9.0
2020-09-16 11:58:02 AM,-4,-2,-23,8.5
2020-09-16 11:58:04 AM,-2,-2,-23,8.5
2020-09-16 11:58:06 AM,0,-1,-23,8.5
2020-09-16 11:58:08 AM,-6,1,-20,8.5
2020-09-16 11:58:10 AM,-7,4,-22,8.5
2020-09-16 11:58:12 AM,-8,8,-23,8.5
2020-09-16 11:58:14 AM,1,-6,-23,8.5
2020-09-16 11:58:16 AM,1,-8,-21,9.0
2020-09-16 11:58:18 AM,2,-1,-24,9.0
2020-09-16 11:58:20 AM,4,-7,-24,9.0
2020-09-16 11:58:22 AM,-4,-5,-25,9.0
2020-09-16 11:58:24 AM,0,-9,-20,9.0
2020-09-16 11:58:26 AM,-1,-5,-21,9.0
2020-09-16 11:58:28 AM,0,-2,-23,9.0
2020-09-16 11:58:30 AM,1,2,-23,9.0
2020-09-16 11:58:32 AM,-1,0,-25,9.0
2020-09-16 11:58:34 AM,0,-3,-22,9.0
2020-09-16 11:58:36 AM,1,0,-23,9.0
2020-09-16 11:58:38 AM,-5,3,-22,9.0
2020-09-16 11:58:40 AM,-2,1,-25,9.0
2020-09-16 11:58:42 AM,-1,-2,-29,9.0
2020-09-16 11:58:44 AM,-1,-11,-36,9.0
2020-09-16 11:58:46 AM,-3,-2,-23,9.0
2020-09-16 11:58:48 AM,-3,-5,-23,9.0
2020-09-16 11:58:50 AM,-3,-7,-22,9.0
2020-09-16 11:58:52 AM,-4,-8,-21,9.0
2020-09-16 11:58:54 AM,-4,-6,-22,9.0
2020-09-16 11:58:56 AM,-2,-3,-24,9.0
2020-09-16 11:58:58 AM,-3,-2,-22,9.0
2020-09-16 11:59:00 AM,-5,0,-21,9.0
2020-09-16 11:59:02 AM,-1,0,-23,9.0
2020-09-16 11:59:04 AM,-2,3,-23,9.0
2020-09-16 11:59:06 AM,-4,1,-26,9.0
2020-09-16 11:59:08 AM,-5,3,-21,9.0
2020-09-16 11:59:10 AM,-1,2,-24,9.0
2020-09-16 11:59:12 AM,2,-5,-23,9.0
2020-09-16 11:59:14 AM,-2,1,-21,9.0
2020-09-16 11:59:16 AM,2,4,-24,9.0
2020-09-16 11:59:18 AM,-4,-1,-21,9.0
2020-09-16 11:59:20 AM,-4,3,-23,9.0
2020-09-16 11:59:22 AM,-4,-2,-22,9.0
2020-09-16 11:59:24 AM,-7,3,-22,9.0
2020-09-16 11:59:26 AM,-4,2,-23,9.0
2020-09-16 11:59:28 AM,-4,4,-22,9.0
2020-09-16 11:59:30 AM,-7,2,-27,9.0
2020-09-16 11:59:32 AM,0,-1,-21,9.0
2020-09-16 11:59:34 AM,0,1,-23,9.0
2020-09-16 11:59:36 AM,0,13,-23,9.0
2020-09-16 11:59:38 AM,-2,-6,-24,9.0
2020-09-16 11:59:40 AM,-3,-3,-21,9.0
2020-09-16 11:59:42 AM,-2,2,-23,9.0
2020-09-16 11:59:44 AM,0,-5,-23,9.0
2020-09-16 11:59:46 AM,4,-2,-21,9.0
2020-09-16 11:59:48 AM,4,-8,-21,9.0
2020-09-16 11:59:50 AM,3,-10,-26,9.0
2020-09-16 11:59:52 AM,1,-6,-30,9.0
2020-09-16 11:59:54 AM,0,-14,-18,9.0
2020-09-16 11:59:56 AM,3,-2,-14,9.0
2020-09-16 11:59:58 AM,9,-7,-20,9.0
2020-09-16 12:00:00 PM,9,-8,-22,9.0
2020-09-16 12:00:02 PM,4,-2,-23,9.0
2020-09-16 12:00:04 PM,3,12,-20,9.0
2020-09-16 12:00:06 PM,2,3,-25,9.0
2020-09-16 12:00:08 PM,-2,1,-22,9.0
2020-09-16 12:00:10 PM,-4,2,-23,9.0
2020-09-16 12:00:12 PM,-4,3,-23,9.0
2020-09-16 12:00:14 PM,-4,-2,-23,9.0
2020-09-16 12:00:16 PM,2,-5,-22,9.0
2020-09-16 12:00:18 PM,-5,8,-22,9.0
2020-09-16 12:00:20 PM,3,5,-22,9.0
2020-09-16 12:00:22 PM,6,18,-20,9.0
2020-09-16 12:00:24 PM,9,13,-20,9.0
2020-09-16 12:00:26 PM,9,12,-19,9.0
2020-09-16 12:00:28 PM,9,11,-19,9.0
2020-09-16 12:00:30 PM,20,5,-23,9.0
2020-09-16 12:00:32 PM,3,5,-22,9.0
2020-09-16 12:00:34 PM,0,9,-20,9.0
2020-09-16 12:00:36 PM,1,12,-20,9.0
2020-09-16 12:00:38 PM,8,6,-23,9.0
2020-09-16 12:00:40 PM,7,4,-22,9.0
2020-09-16 12:00:42 PM,9,2,-32,9.0
2020-09-16 12:00:44 PM,8,-1,-23,9.0
2020-09-16 12:00:46 PM,-1,1,-25,9.0
2020-09-16 12:00:48 PM,5,-1,-23,9.0
2020-09-16 12:00:50 PM,14,-5,-19,9.0
2020-09-16 12:00:52 PM,7,-1,-20,9.0
2020-09-16 12:00:54 PM,10,0,-22,9.0
2020-09-16 12:00:56 PM,18,-9,-18,9.0
2020-09-16 12:00:58 PM,11,-6,-21,9.0
2020-09-16 12:01:00 PM,-2,-10,-15,9.0
2020-09-16 12:01:02 PM,8,-4,-22,9.0
2020-09-16 12:01:04 PM,14,-6,-22,9.0
2020-09-16 12:01:06 PM,2,-3,-26,9.0
2020-09-16 12:01:08 PM,-3,4,-24,9.0
2020-09-16 12:01:10 PM,-2,2,-22,9.0
2020-09-16 12:01:12 PM,-3,7,-22,9.0
2020-09-16 12:01:14 PM,-2,3,-21,9.0
2020-09-16 12:01:16 PM,12,-4,-21,9.0
2020-09-16 12:01:18 PM,14,-4,-21,9.0
2020-09-16 12:01:20 PM,10,-1,-21,9.0
2020-09-16 12:01:22 PM,15,-3,-21,9.0
2020-09-16 12:01:24 PM,12,-2,-21,9.0
2020-09-16 12:01:26 PM,-3,3,-22,9.0
2020-09-16 12:01:28 PM,-1,3,-21,9.0
2020-09-16 12:01:30 PM,0,6,-21,9.0
2020-09-16 12:01:32 PM,-1,2,-22,9.0
2020-09-16 12:01:34 PM,10,-5,-22,9.0
2020-09-16 12:01:36 PM,10,5,-22,9.0
2020-09-16 12:01:38 PM,12,1,-21,9.0
2020-09-16 12:01:40 PM,20,-3,-23,9.0
2020-09-16 12:01:42 PM,-1,0,-22,9.0
2020-09-16 12:01:44 PM,1,-3,-22,9.0
2020-09-16 12:01:46 PM,-1,0,-23,9.0
2020-09-16 12:01:48 PM,-1,2,-23,9.0
2020-09-16 12:01:50 PM,-1,0,-22,9.0
2020-09-16 12:01:52 PM,-1,0,-22,9.0
2020-09-16 12:01:54 PM,2,-2,-22,9.0
2020-09-16 12:01:56 PM,8,-5,-25,9.0
2020-09-16 12:01:58 PM,16,-3,-20,9.0
2020-09-16 12:02:00 PM,0,0,-22,9.0
2020-09-16 12:02:02 PM,9,4,-21,9.0
2020-09-16 12:02:04 PM,16,1,-20,9.0
2020-09-16 12:02:06 PM,9,3,-22,9.0
2020-09-16 12:02:08 PM,16,-1,-21,9.0
2020-09-16 12:02:10 PM,9,0,-23,9.0
2020-09-16 12:02:12 PM,13,0,-21,9.0
2020-09-16 12:02:14 PM,14,0,-20,9.0
2020-09-16 12:02:16 PM,7,4,-22,9.0
2020-09-16 12:02:18 PM,15,2,-19,9.0
2020-09-16 12:02:20 PM,4,5,-13,9.0
2020-09-16 12:02:22 PM,3,-2,-20,9.0
2020-09-16 12:02:24 PM,-2,1,-24,9.0
2020-09-16 12:02:26 PM,-4,2,-22,9.0
2020-09-16 12:02:28 PM,-4,-1,-23,9.0
2020-09-16 12:02:30 PM,-2,0,-20,9.0
2020-09-16 12:02:32 PM,9,-14,-21,9.0
2020-09-16 12:02:34 PM,16,-16,-18,9.0
2020-09-16 12:02:36 PM,9,-16,-19,9.0
2020-09-16 12:02:38 PM,-1,-6,-21,9.0
2020-09-16 12:02:40 PM,-3,-7,-23,9.0
2020-09-16 12:02:42 PM,-1,-7,-22,9.0
2020-09-16 12:02:44 PM,8,-17,-19,9.0
2020-09-16 12:02:46 PM,7,-20,-17,9.0
2020-09-16 12:02:48 PM,11,-17,-17,9.0
2020-09-16 12:02:50 PM,8,-34,-13,9.0
2020-09-16 12:02:52 PM,-5,-15,-19,9.0
2020-09-16 12:02:54 PM,-5,-17,-20,9.0
2020-09-16 12:02:56 PM,-5,-14,-20,9.0
2020-09-16 12:02:58 PM,-4,-16,-20,9.0
2020-09-16 12:03:00 PM,-4,-14,-20,9.0
2020-09-16 12:03:02 PM,-3,-16,-19,9.0
2020-09-16 12:03:04 PM,-3,-11,-21,9.5
2020-09-16 12:03:06 PM,-4,-13,-22,9.5
2020-09-16 12:03:08 PM,-2,-14,-20,9.5
2020-09-16 12:03:10 PM,-2,-15,-20,9.5
2020-09-16 12:03:12 PM,-10,-10,-21,9.5
2020-09-16 12:03:14 PM,-9,-13,-20,9.5
2020-09-16 12:03:16 PM,0,-10,-19,9.5
2020-09-16 12:03:18 PM,2,-20,-17,9.5
2020-09-16 12:03:20 PM,2,-11,-21,9.5
2020-09-16 12:03:22 PM,2,-12,-21,9.5
2020-09-16 12:03:24 PM,-6,-10,-17,9.5
2020-09-16 12:03:26 PM,5,-16,-20,9.5
2020-09-16 12:03:28 PM,4,-11,-22,9.5
2020-09-16 12:03:30 PM,-1,-11,-23,9.5
2020-09-16 12:03:32 PM,-2,-10,-23,9.5
2020-09-16 12:03:34 PM,3,-12,-21,9.5
2020-09-16 12:03:36 PM,7,-10,-21,9.5
2020-09-16 12:03:38 PM,2,-5,-28,9.5
2020-09-16 12:03:40 PM,-5,2,-23,9.5
2020-09-16 12:03:42 PM,-3,-1,-24,9.5
2020-09-16 12:03:44 PM,-1,2,-25,9.5
2020-09-16 12:03:46 PM,2,10,-24,9.5
2020-09-16 12:03:48 PM,3,1,-21,9.5
2020-09-16 12:03:50 PM,2,-5,-26,9.5
2020-09-16 12:03:52 PM,-1,-5,-22,9.5
2020-09-16 12:03:54 PM,-3,-1,-23,9.5
2020-09-16 12:03:56 PM,-2,-1,-23,9.5
2020-09-16 12:03:58 PM,-3,-5,-17,9.5
2020-09-16 12:04:00 PM,3,-3,-25,9.5
2020-09-16 12:04:02 PM,-1,-1,-25,9.5
2020-09-16 12:04:04 PM,4,-5,-24,9.5
2020-09-16 12:04:06 PM,1,-1,-23,9.5
2020-09-16 12:04:08 PM,-1,-8,-22,9.5
2020-09-16 12:04:10 PM,-2,-7,-23,9.5
2020-09-16 12:04:12 PM,-2,-8,-23,9.5
2020-09-16 12:04:14 PM,0,-5,-25,9.5
2020-09-16 12:04:16 PM,-3,-4,-22,9.5
2020-09-16 12:04:18 PM,-2,-4,-20,9.5
2020-09-16 12:04:20 PM,-4,-3,-21,9.5
2020-09-16 12:04:22 PM,-5,-3,-21,9.5
2020-09-16 12:04:24 PM,-4,-3,-22,9.5
2020-09-16 12:04:26 PM,-4,-3,-23,9.5
2020-09-16 12:04:28 PM,-4,-3,-23,9.5
2020-09-16 12:04:30 PM,-4,-2,-23,9.5
2020-09-16 12:04:32 PM,-5,-2,-24,9.5
2020-09-16 12:04:34 PM,0,-2,-24,9.5
2020-09-16 12:04:36 PM,0,-7,-23,9.5
2020-09-16 12:04:38 PM,0,-7,-23,9.5
2020-09-16 12:04:40 PM,0,0,-21,9.5
2020-09-16 12:04:42 PM,4,-4,-17,9.5
2020-09-16 12:04:44 PM,-6,-7,-27,9.5
2020-09-16 12:04:46 PM,6,0,-23,9.5
2020-09-16 12:04:48 PM,-1,6,-24,9.5
2020-09-16 12:04:50 PM,8,6,-9,9.5
2020-09-16 12:04:52 PM,-5,-5,-19,9.5
2020-09-16 12:04:54 PM,-5,2,-24,9.5
2020-09-16 12:04:56 PM,-5,1,-24,9.5
2020-09-16 12:04:58 PM,-3,-1,-21,9.5
2020-09-16 12:05:00 PM,2,3,-22,9.5
2020-09-16 12:05:02 PM,-4,0,-20,9.5
2020-09-16 12:05:04 PM,-3,-2,-24,9.5
2020-09-16 12:05:06 PM,-3,-6,-21,9.5
2020-09-16 12:05:08 PM,-3,2,-21,9.5
2020-09-16 12:05:10 PM,-3,2,-23,9.5
2020-09-16 12:05:12 PM,-7,1,-19,9.5
2020-09-16 12:05:14 PM,-5,6,-21,9.5
2020-09-16 12:05:16 PM,0,3,-24,9.5
2020-09-16 12:05:18 PM,-3,5,-21,9.5
2020-09-16 12:05:20 PM,-2,-4,-18,9.5
2020-09-16 12:05:22 PM,-1,1,-23,9.5
2020-09-16 12:05:24 PM,-5,3,-27,9.5
2020-09-16 12:05:26 PM,-3,0,-23,9.5
2020-09-16 12:05:28 PM,-2,3,-27,9.5
2020-09-16 12:05:30 PM,-2,2,-22,9.5
2020-09-16 12:05:32 PM,-6,3,-23,9.5
2020-09-16 12:05:34 PM,-6,-4,-22,9.5
2020-09-16 12:05:36 PM,-6,1,-22,9.5
2020-09-16 12:05:38 PM,-4,4,-21,9.5
2020-09-16 12:05:40 PM,-3,-1,-23,9.5
2020-09-16 12:05:42 PM,-3,-2,-19,9.5
2020-09-16 12:05:44 PM,-4,-4,-21,9.5
2020-09-16 12:05:46 PM,-7,-6,-21,9.5
2020-09-16 12:05:48 PM,-3,3,-23,9.5
2020-09-16 12:05:50 PM,-3,1,-23,9.5
2020-09-16 12:05:52 PM,-5,1,-23,9.5
2020-09-16 12:05:54 PM,-3,3,-19,9.5
2020-09-16 12:05:56 PM,-5,-2,-25,9.5
2020-09-16 12:05:58 PM,-2,2,-22,9.5
2020-09-16 12:06:00 PM,-4,0,-20,9.5
2020-09-16 12:06:02 PM,-6,9,-23,9.5
2020-09-16 12:06:04 PM,-6,-4,-21,9.5
2020-09-16 12:06:06 PM,-6,4,-20,9.5
2020-09-16 12:06:08 PM,-6,-1,-21,9.5
2020-09-16 12:06:10 PM,-4,-6,-24,9.5
2020-09-16 12:06:12 PM,-8,1,-22,9.5
2020-09-16 12:06:14 PM,-8,-1,-22,9.5
2020-09-16 12:06:16 PM,1,4,-14,9.5
2020-09-16 12:06:18 PM,0,-2,-23,9.5
2020-09-16 12:06:20 PM,-3,1,-23,9.5
2020-09-16 12:06:22 PM,-2,-1,-22,9.5
2020-09-16 12:06:24 PM,-3,0,-23,9.5
2020-09-16 12:06:26 PM,-3,0,-22,9.5
2020-09-16 12:06:28 PM,-1,-1,-29,9.5
2020-09-16 12:06:30 PM,-6,-1,-24,9.5
2020-09-16 12:06:32 PM,-5,0,-22,9.5
2020-09-16 12:06:34 PM,-7,-5,-23,9.5
2020-09-16 12:06:36 PM,-5,0,-25,9.5
2020-09-16 12:06:38 PM,-3,3,-23,9.5
2020-09-16 12:06:40 PM,-7,-4,-22,9.5
2020-09-16 12:06:42 PM,-7,-1,-22,9.5
2020-09-16 12:06:44 PM,-7,-1,-24,9.5
2020-09-16 12:06:46 PM,1,1,-25,9.5
2020-09-16 12:06:48 PM,-4,-1,-21,9.5
2020-09-16 12:06:50 PM,-4,-4,-23,9.5
2020-09-16 12:06:52 PM,-4,-1,-23,9.5
2020-09-16 12:06:54 PM,-3,0,-22,9.5
2020-09-16 12:06:56 PM,-5,0,-21,9.5
2020-09-16 12:06:58 PM,-4,1,-23,9.5
2020-09-16 12:07:00 PM,-4,-4,-20,9.5
2020-09-16 12:07:02 PM,-9,-6,-19,9.5
2020-09-16 12:07:04 PM,-8,-10,-25,9.5
2020-09-16 12:07:06 PM,-7,-3,-22,9.5
2020-09-16 12:07:08 PM,-8,-3,-21,9.5
2020-09-16 12:07:10 PM,-8,3,-22,9.5
2020-09-16 12:07:12 PM,-8,-2,-22,9.5
2020-09-16 12:07:14 PM,-7,-1,-22,9.5
2020-09-16 12:07:16 PM,-8,-1,-22,9.5
2020-09-16 12:07:18 PM,-6,-2,-22,9.5
2020-09-16 12:07:20 PM,-1,1,-24,9.5
2020-09-16 12:07:22 PM,-5,-8,-22,9.5
2020-09-16 12:07:24 PM,-3,-8,-21,9.5
2020-09-16 12:07:26 PM,-7,-3,-24,9.5
2020-09-16 12:07:28 PM,-6,0,-23,9.5
2020-09-16 12:07:30 PM,-6,-2,-21,9.5
2020-09-16 12:07:32 PM,-7,-7,-22,9.5
2020-09-16 12:07:34 PM,-8,-2,-23,9.5
2020-09-16 12:07:36 PM,-7,1,-24,9.5
2020-09-16 12:07:38 PM,-6,-7,-21,9.5
2020-09-16 12:07:40 PM,-3,-4,-26,9.5
2020-09-16 12:07:42 PM,-8,3,-25,9.5
2020-09-16 12:07:44 PM,-8,-5,-23,9.5
2020-09-16 12:07:46 PM,-5,-4,-23,9.5
2020-09-16 12:07:48 PM,-7,-4,-22,9.5
2020-09-16 12:07:50 PM,-7,-6,-21,9.5
2020-09-16 12:07:52 PM,-5,-4,-22,9.5
2020-09-16 12:07:54 PM,-6,-2,-21,9.5
2020-09-16 12:07:56 PM,-4,-4,-21,9.5
2020-09-16 12:07:58 PM,-9,-17,-17,9.5
2020-09-16 12:08:00 PM,-6,-3,-25,9.5
2020-09-16 12:08:02 PM,-11,0,-24,9.5
2020-09-16 12:08:04 PM,-4,10,-20,9.5
2020-09-16 12:08:06 PM,-7,4,-22,9.5
2020-09-16 12:08:08 PM,-13,1,-21,9.5
2020-09-16 12:08:10 PM,-10,-2,-20,9.5
2020-09-16 12:08:12 PM,-9,-2,-20,9.5
2020-09-16 12:08:14 PM,-12,-1,-20,9.5
2020-09-16 12:08:16 PM,-11,-1,-21,9.5
2020-09-16 12:08:18 PM,-6,-2,-23,9.5
2020-09-16 12:08:20 PM,-9,-12,-20,9.5
2020-09-16 12:08:22 PM,-9,-13,-19,9.5
2020-09-16 12:08:24 PM,-11,-2,-21,9.5
2020-09-16 12:08:26 PM,-5,-7,-23,9.5
2020-09-16 12:08:28 PM,-7,-2,-21,9.5
2020-09-16 12:08:30 PM,-6,-3,-21,9.5
2020-09-16 12:08:32 PM,-5,-4,-20,9.5
2020-09-16 12:08:34 PM,-5,1,-24,9.5
2020-09-16 12:08:36 PM,-7,0,-23,9.5
2020-09-16 12:08:38 PM,-8,-1,-12,9.5
2020-09-16 12:08:40 PM,-8,-7,-20,9.5
2020-09-16 12:08:42 PM,-7,-1,-22,9.5
2020-09-16 12:08:44 PM,-7,1,-23,9.5
2020-09-16 12:08:46 PM,-12,1,-21,9.5
2020-09-16 12:08:48 PM,-6,-4,-21,9.5
2020-09-16 12:08:50 PM,-5,-2,-22,9.5
2020-09-16 12:08:52 PM,-8,-5,-22,9.5
2020-09-16 12:08:54 PM,-8,-3,-18,9.5
2020-09-16 12:08:56 PM,-11,-4,-21,9.5
2020-09-16 12:08:58 PM,-11,-1,-24,9.5
2020-09-16 12:09:00 PM,-7,0,-21,9.5
2020-09-16 12:09:02 PM,-6,-2,-23,9.5
2020-09-16 12:09:04 PM,-10,-3,-22,9.5
2020-09-16 12:09:06 PM,-10,-2,-20,9.5
2020-09-16 12:09:08 PM,0,-3,-22,9.5
2020-09-16 12:09:10 PM,-5,-4,-23,9.5
2020-09-16 12:09:12 PM,-8,-3,-23,9.5
2020-09-16 12:09:14 PM,-2,9,-23,9.5
2020-09-16 12:09:16 PM,-2,6,-27,9.5
2020-09-16 12:09:18 PM,-1,3,-21,9.5
2020-09-16 12:09:20 PM,-5,7,-25,9.5
2020-09-16 12:09:22 PM,-1,3,-22,9.5
2020-09-16 12:09:24 PM,-3,9,-21,9.5
2020-09-16 12:09:26 PM,-4,6,-26,9.5
2020-09-16 12:09:28 PM,-3,2,-21,9.5
2020-09-16 12:09:30 PM,-3,4,-21,9.5
2020-09-16 12:09:32 PM,-9,-12,-25,9.5
2020-09-16 12:09:34 PM,-2,0,-22,9.5
2020-09-16 12:09:36 PM,-2,-1,-23,9.5
2020-09-16 12:09:38 PM,-2,1,-26,9.5
2020-09-16 12:09:40 PM,-4,-3,-24,9.5
2020-09-16 12:09:42 PM,-8,7,-20,9.5
