Product Type: Litetrack LR
Product ID: 80385
Firmware Version: V8.99.0

GMT Time,X,Y,Z,Temperature [C]
2020-09-16 10:25:30 AM,-4,4,-22,10.0
2020-09-16 10:25:32 AM,-4,4,-22,10.0
2020-09-16 10:25:34 AM,-4,3,-23,10.0
2020-09-16 10:25:36 AM,-4,5,-24,10.0
2020-09-16 10:25:38 AM,-4,4,-23,10.0
2020-09-16 10:25:40 AM,-4,4,-22,10.0
2020-09-16 10:25:42 AM,-4,3,-22,10.0
2020-09-16 10:25:44 AM,-4,4,-22,10.0
2020-09-16 10:25:46 AM,-4,3,-23,10.0
2020-09-16 10:25:48 AM,-4,3,-21,10.0
2020-09-16 10:25:50 AM,-4,3,-23,10.0
2020-09-16 10:25:52 AM,-3,3,-23,10.0
2020-09-16 10:25:54 AM,-4,4,-22,10.0
2020-09-16 10:25:56 AM,-4,3,-22,10.0
2020-09-16 10:25:58 AM,-3,4,-22,10.0
2020-09-16 10:26:00 AM,-4,4,-22,10.0
2020-09-16 10:26:02 AM,-4,4,-21,10.0
2020-09-16 10:26:04 AM,-4,4,-21,9.5
2020-09-16 10:26:06 AM,-4,4,-26,9.5
2020-09-16 10:26:08 AM,-4,4,-22,9.5
2020-09-16 10:26:10 AM,-4,4,-23,9.5
2020-09-16 10:26:12 AM,-4,4,-22,9.5
2020-09-16 10:26:14 AM,-4,3,-22,9.5
2020-09-16 10:26:16 AM,-4,4,-22,9.5
2020-09-16 10:26:18 AM,-4,3,-22,10.0
2020-09-16 10:26:20 AM,-3,4,-23,10.0
2020-09-16 10:26:22 AM,-2,3,-22,10.0
2020-09-16 10:26:24 AM,-3,3,-23,10.0
2020-09-16 10:26:26 AM,-3,3,-23,10.0
2020-09-16 10:26:28 AM,-4,5,-23,10.0
2020-09-16 10:26:30 AM,-3,4,-23,10.0
2020-09-16 10:26:32 AM,-4,4,-22,10.0
2020-09-16 10:26:34 AM,-3,3,-23,9.5
2020-09-16 10:26:36 AM,-4,5,-23,9.5
2020-09-16 10:26:38 AM,-3,3,-24,9.5
2020-09-16 10:26:40 AM,-3,4,-22,9.5
2020-09-16 10:26:42 AM,-3,4,-22,9.5
2020-09-16 10:26:44 AM,-3,3,-21,9.5
2020-09-16 10:26:46 AM,-2,3,-23,9.5
2020-09-16 10:26:48 AM,-3,3,-23,9.5
2020-09-16 10:26:50 AM,-3,3,-22,9.5
2020-09-16 10:26:52 AM,-2,3,-22,9.5
2020-09-16 10:26:54 AM,-3,3,-23,9.5
2020-09-16 10:26:56 AM,-2,3,-21,9.5
2020-09-16 10:26:58 AM,-3,3,-23,9.5
2020-09-16 10:27:00 AM,-3,3,-23,9.5
2020-09-16 10:27:02 AM,-3,3,-22,9.5
2020-09-16 10:27:04 AM,-3,3,-22,9.5
2020-09-16 10:27:06 AM,-3,4,-23,9.5
2020-09-16 10:27:08 AM,-2,3,-22,9.5
2020-09-16 10:27:10 AM,-2,3,-22,9.5
2020-09-16 10:27:12 AM,-3,3,-22,9.5
2020-09-16 10:27:14 AM,0,3,-22,9.5
2020-09-16 10:27:16 AM,-2,3,-23,9.5
2020-09-16 10:27:18 AM,-2,4,-22,9.5
2020-09-16 10:27:20 AM,-3,3,-21,9.5
2020-09-16 10:27:22 AM,-2,3,-22,9.5
2020-09-16 10:27:24 AM,-3,4,-23,9.5
2020-09-16 10:27:26 AM,-2,3,-22,9.5
2020-09-16 10:27:28 AM,-3,5,-23,9.5
2020-09-16 10:27:30 AM,-3,3,-23,9.5
2020-09-16 10:27:32 AM,-3,4,-23,9.5
2020-09-16 10:27:34 AM,-2,3,-22,9.5
2020-09-16 10:27:36 AM,-2,3,-23,9.5
2020-09-16 10:27:38 AM,-2,3,-23,9.5
2020-09-16 10:27:40 AM,-2,3,-23,9.5
2020-09-16 10:27:42 AM,-2,3,-23,9.5
2020-09-16 10:27:44 AM,0,3,-12,9.5
2020-09-16 10:27:46 AM,-1,3,-22,9.5
2020-09-16 10:27:48 AM,-2,4,-23,9.5
2020-09-16 10:27:50 AM,-2,3,-23,9.5
2020-09-16 10:27:52 AM,-2,3,-23,9.5
2020-09-16 10:27:54 AM,-2,3,-23,9.5
2020-09-16 10:27:56 AM,-2,3,-23,9.5
2020-09-16 10:27:58 AM,-5,5,-22,9.5
2020-09-16 10:28:00 AM,-2,3,-23,9.5
2020-09-16 10:28:02 AM,-2,3,-22,9.5
2020-09-16 10:28:04 AM,-3,2,-23,9.5
2020-09-16 10:28:06 AM,-4,4,-22,9.5
2020-09-16 10:28:08 AM,-5,2,-22,9.5
2020-09-16 10:28:10 AM,-6,3,-21,9.5
2020-09-16 10:28:12 AM,-6,2,-22,9.5
2020-09-16 10:28:14 AM,-6,1,-22,9.5
2020-09-16 10:28:16 AM,-6,1,-22,9.5
2020-09-16 10:28:18 AM,-6,2,-23,9.5
2020-09-16 10:28:20 AM,-5,0,-21,9.5
2020-09-16 10:28:22 AM,-6,1,-22,9.5
2020-09-16 10:28:24 AM,-6,0,-22,9.5
2020-09-16 10:28:26 AM,-6,1,-22,9.5
2020-09-16 10:28:28 AM,-6,1,-22,9.5
2020-09-16 10:28:30 AM,-6,1,-10,9.5
2020-09-16 10:28:32 AM,-6,2,-22,9.5
2020-09-16 10:28:34 AM,-6,2,-22,9.5
2020-09-16 10:28:36 AM,-6,2,-21,9.5
2020-09-16 10:28:38 AM,-8,2,-22,9.5
2020-09-16 10:28:40 AM,-7,2,-21,9.5
2020-09-16 10:28:42 AM,-8,1,-22,9.5
2020-09-16 10:28:44 AM,-8,2,-22,9.5
2020-09-16 10:28:46 AM,-7,2,-22,9.5
2020-09-16 10:28:48 AM,-6,1,-22,9.5
2020-09-16 10:28:50 AM,-8,-1,-22,9.5
2020-09-16 10:28:52 AM,-6,4,-22,9.5
2020-09-16 10:28:54 AM,-5,4,-22,9.5
2020-09-16 10:28:56 AM,-3,1,-22,9.5
2020-09-16 10:28:58 AM,-8,4,-23,9.5
2020-09-16 10:29:00 AM,-3,1,-21,9.5
2020-09-16 10:29:02 AM,-6,3,-21,9.5
2020-09-16 10:29:04 AM,-6,3,-23,9.5
2020-09-16 10:29:06 AM,-6,3,-22,9.5
2020-09-16 10:29:08 AM,-8,0,-22,9.5
2020-09-16 10:29:10 AM,-7,3,-21,9.5
2020-09-16 10:29:12 AM,-8,1,-22,9.5
2020-09-16 10:29:14 AM,-6,3,-22,9.5
2020-09-16 10:29:16 AM,-7,1,-21,9.5
2020-09-16 10:29:18 AM,-6,3,-22,9.5
2020-09-16 10:29:20 AM,-6,2,-22,9.5
2020-09-16 10:29:22 AM,-7,0,-21,9.5
2020-09-16 10:29:24 AM,-7,4,-22,9.5
2020-09-16 10:29:26 AM,-6,2,-21,9.5
2020-09-16 10:29:28 AM,-6,2,-22,9.5
2020-09-16 10:29:30 AM,-6,4,-21,9.5
2020-09-16 10:29:32 AM,-6,1,-20,9.5
2020-09-16 10:29:34 AM,-5,-5,-25,9.5
2020-09-16 10:29:36 AM,-6,2,-23,9.5
2020-09-16 10:29:38 AM,-8,-1,-21,9.5
2020-09-16 10:29:40 AM,-8,3,-21,9.5
2020-09-16 10:29:42 AM,-7,4,-22,9.5
2020-09-16 10:29:44 AM,-8,2,-22,9.5
2020-09-16 10:29:46 AM,-6,3,-21,9.5
2020-09-16 10:29:48 AM,-6,3,-22,9.5
2020-09-16 10:29:50 AM,-4,4,-22,9.5
2020-09-16 10:29:52 AM,-4,2,-22,9.5
2020-09-16 10:29:54 AM,-4,1,-22,9.5
2020-09-16 10:29:56 AM,-10,2,-21,9.5
2020-09-16 10:29:58 AM,-7,3,-21,9.5
2020-09-16 10:30:00 AM,-6,4,-21,9.5
2020-09-16 10:30:02 AM,-6,3,-23,9.5
2020-09-16 10:30:04 AM,-8,3,-21,9.5
2020-09-16 10:30:06 AM,-3,5,-22,9.5
2020-09-16 10:30:08 AM,-9,3,-21,9.5
2020-09-16 10:30:10 AM,-6,3,-22,9.5
2020-09-16 10:30:12 AM,-6,4,-22,9.5
2020-09-16 10:30:14 AM,-4,4,-22,9.5
2020-09-16 10:30:16 AM,-7,1,-21,9.5
2020-09-16 10:30:18 AM,-5,4,-22,9.5
2020-09-16 10:30:20 AM,-6,6,-22,9.5
2020-09-16 10:30:22 AM,-8,5,-19,9.5
2020-09-16 10:30:24 AM,-5,4,-20,9.5
2020-09-16 10:30:26 AM,-8,6,-22,9.5
2020-09-16 10:30:28 AM,-9,4,-20,9.5
2020-09-16 10:30:30 AM,-10,5,-21,9.5
2020-09-16 10:30:32 AM,-7,6,-21,9.5
2020-09-16 10:30:34 AM,-7,5,-21,9.5
2020-09-16 10:30:36 AM,-6,4,-20,9.5
2020-09-16 10:30:38 AM,-9,2,-21,9.5
2020-09-16 10:30:40 AM,-5,4,-21,9.5
2020-09-16 10:30:42 AM,-6,5,-21,9.5
2020-09-16 10:30:44 AM,-6,7,-22,9.5
2020-09-16 10:30:46 AM,-4,4,-20,9.5
2020-09-16 10:30:48 AM,-7,5,-20,9.5
2020-09-16 10:30:50 AM,-5,6,-21,9.5
2020-09-16 10:30:52 AM,-8,3,-21,9.5
2020-09-16 10:30:54 AM,-5,5,-23,9.5
2020-09-16 10:30:56 AM,-7,6,-21,9.5
2020-09-16 10:30:58 AM,-12,5,-22,9.5
2020-09-16 10:31:00 AM,-8,4,-22,9.5
2020-09-16 10:31:02 AM,-8,6,-23,9.5
2020-09-16 10:31:04 AM,-6,6,-21,9.5
2020-09-16 10:31:06 AM,-7,5,-20,9.5
2020-09-16 10:31:08 AM,-8,3,-22,9.5
2020-09-16 10:31:10 AM,-6,3,-20,9.5
2020-09-16 10:31:12 AM,-6,7,-21,9.5
2020-09-16 10:31:14 AM,-5,4,-21,9.5
2020-09-16 10:31:16 AM,-5,5,-22,9.5
2020-09-16 10:31:18 AM,-5,4,-20,9.5
2020-09-16 10:31:20 AM,-5,5,-22,9.5
2020-09-16 10:31:22 AM,-6,7,-21,9.5
2020-09-16 10:31:24 AM,-8,12,-23,9.5
2020-09-16 10:31:26 AM,-5,4,-21,9.5
2020-09-16 10:31:28 AM,-4,7,-22,9.5
2020-09-16 10:31:30 AM,-5,4,-23,9.5
2020-09-16 10:31:32 AM,-5,2,-21,9.5
2020-09-16 10:31:34 AM,-8,5,-23,9.5
2020-09-16 10:31:36 AM,-6,5,-21,9.5
2020-09-16 10:31:38 AM,-6,3,-22,9.5
2020-09-16 10:31:40 AM,-5,5,-21,9.5
2020-09-16 10:31:42 AM,-5,2,-21,9.5
2020-09-16 10:31:44 AM,-5,4,-22,9.5
2020-09-16 10:31:46 AM,-2,2,-22,9.5
2020-09-16 10:31:48 AM,-5,3,-23,9.5
2020-09-16 10:31:50 AM,-5,2,-22,9.5
2020-09-16 10:31:52 AM,-3,3,-22,9.5
2020-09-16 10:31:54 AM,-6,4,-22,9.5
2020-09-16 10:31:56 AM,-8,-1,-22,9.5
2020-09-16 10:31:58 AM,-6,3,-21,9.5
2020-09-16 10:32:00 AM,-7,1,-22,9.5
2020-09-16 10:32:02 AM,-4,3,-26,9.5
2020-09-16 10:32:04 AM,-5,3,-23,9.5
2020-09-16 10:32:06 AM,-4,2,-22,9.5
2020-09-16 10:32:08 AM,-3,3,-22,9.5
2020-09-16 10:32:10 AM,-4,3,-21,9.5
2020-09-16 10:32:12 AM,-4,2,-22,9.5
2020-09-16 10:32:14 AM,-5,2,-22,9.5
2020-09-16 10:32:16 AM,-3,4,-21,9.5
2020-09-16 10:32:18 AM,-7,1,-24,9.5
2020-09-16 10:32:20 AM,-5,2,-22,9.5
2020-09-16 10:32:22 AM,-8,3,-22,9.5
2020-09-16 10:32:24 AM,-8,2,-20,9.5
2020-09-16 10:32:26 AM,-8,2,-22,9.5
2020-09-16 10:32:28 AM,-4,4,-22,9.5
2020-09-16 10:32:30 AM,-5,1,-21,9.5
2020-09-16 10:32:32 AM,-7,0,-23,9.5
2020-09-16 10:32:34 AM,-3,5,-22,9.5
2020-09-16 10:32:36 AM,-4,2,-19,9.5
2020-09-16 10:32:38 AM,-3,6,-23,9.5
2020-09-16 10:32:40 AM,-4,1,-23,9.5
2020-09-16 10:32:42 AM,-8,-1,-23,9.5
2020-09-16 10:32:44 AM,-8,4,-22,9.5
2020-09-16 10:32:46 AM,-6,0,-19,9.5
2020-09-16 10:32:48 AM,-6,2,-21,9.5
2020-09-16 10:32:50 AM,-4,3,-23,9.5
2020-09-16 10:32:52 AM,-2,0,-23,9.5
2020-09-16 10:32:54 AM,-1,4,-23,9.5
2020-09-16 10:32:56 AM,-6,3,-22,9.5
2020-09-16 10:32:58 AM,-6,0,-23,9.5
2020-09-16 10:33:00 AM,-5,3,-23,9.5
2020-09-16 10:33:02 AM,-6,2,-23,9.5
2020-09-16 10:33:04 AM,-5,2,-23,9.5
2020-09-16 10:33:06 AM,-3,2,-23,9.5
2020-09-16 10:33:08 AM,-3,2,-22,9.5
2020-09-16 10:33:10 AM,-4,4,-23,9.5
2020-09-16 10:33:12 AM,-7,2,-23,9.5
2020-09-16 10:33:14 AM,-4,3,-23,9.5
2020-09-16 10:33:16 AM,-7,0,-23,9.5
2020-09-16 10:33:18 AM,-5,2,-19,9.5
2020-09-16 10:33:20 AM,-8,-1,-22,9.5
2020-09-16 10:33:22 AM,-3,3,-23,9.0
2020-09-16 10:33:24 AM,-2,5,-23,9.0
2020-09-16 10:33:26 AM,-2,1,-23,9.0
2020-09-16 10:33:28 AM,-3,4,-24,9.0
2020-09-16 10:33:30 AM,-4,2,-23,9.0
2020-09-16 10:33:32 AM,-4,-1,-21,9.0
2020-09-16 10:33:34 AM,-4,1,-23,9.0
2020-09-16 10:33:36 AM,-5,1,-21,9.5
2020-09-16 10:33:38 AM,-7,0,-22,9.5
2020-09-16 10:33:40 AM,-6,3,-20,9.5
2020-09-16 10:33:42 AM,-5,2,-22,9.5
2020-09-16 10:33:44 AM,-4,2,-22,9.5
2020-09-16 10:33:46 AM,-4,3,-23,9.5
2020-09-16 10:33:48 AM,-3,3,-21,9.5
2020-09-16 10:33:50 AM,-6,4,-19,9.5
2020-09-16 10:33:52 AM,-1,5,-23,9.0
2020-09-16 10:33:54 AM,-4,4,-21,9.0
2020-09-16 10:33:56 AM,-3,3,-22,9.0
2020-09-16 10:33:58 AM,-5,2,-23,9.0
2020-09-16 10:34:00 AM,-5,0,-23,9.0
2020-09-16 10:34:02 AM,-3,5,-23,9.0
2020-09-16 10:34:04 AM,-4,1,-22,9.0
2020-09-16 10:34:06 AM,-3,1,-22,9.0
2020-09-16 10:34:08 AM,-5,2,-23,9.0
2020-09-16 10:34:10 AM,-5,1,-22,9.0
2020-09-16 10:34:12 AM,-5,2,-23,9.0
2020-09-16 10:34:14 AM,-3,3,-21,9.0
2020-09-16 10:34:16 AM,-1,5,-22,9.0
2020-09-16 10:34:18 AM,-2,3,-23,9.0
2020-09-16 10:34:20 AM,-2,5,-23,9.0
2020-09-16 10:34:22 AM,-7,1,-23,9.5
2020-09-16 10:34:24 AM,-6,3,-21,9.5
2020-09-16 10:34:26 AM,-8,1,-23,9.5
2020-09-16 10:34:28 AM,-5,1,-23,9.5
2020-09-16 10:34:30 AM,-4,2,-23,9.5
2020-09-16 10:34:32 AM,-6,1,-22,9.5
2020-09-16 10:34:34 AM,-6,0,-20,9.5
2020-09-16 10:34:36 AM,-3,1,-23,9.5
2020-09-16 10:34:38 AM,-4,2,-23,9.5
2020-09-16 10:34:40 AM,-5,3,-23,9.5
2020-09-16 10:34:42 AM,-4,1,-23,9.5
2020-09-16 10:34:44 AM,-2,3,-22,9.5
2020-09-16 10:34:46 AM,-7,6,-22,9.5
2020-09-16 10:34:48 AM,-2,7,-25,9.5
2020-09-16 10:34:50 AM,-6,3,-22,9.5
2020-09-16 10:34:52 AM,-8,-1,-23,9.5
2020-09-16 10:34:54 AM,-5,2,-22,9.5
2020-09-16 10:34:56 AM,-4,3,-22,9.5
2020-09-16 10:34:58 AM,-4,1,-23,9.5
2020-09-16 10:35:00 AM,-3,3,-22,9.5
2020-09-16 10:35:02 AM,-6,0,-22,9.5
2020-09-16 10:35:04 AM,-3,2,-23,9.5
2020-09-16 10:35:06 AM,-4,1,-21,9.5
2020-09-16 10:35:08 AM,-2,5,-24,9.5
2020-09-16 10:35:10 AM,-3,3,-22,9.5
2020-09-16 10:35:12 AM,-2,6,-22,9.5
2020-09-16 10:35:14 AM,-3,2,-23,9.5
2020-09-16 10:35:16 AM,-2,5,-24,9.5
2020-09-16 10:35:18 AM,-6,3,-22,9.5
2020-09-16 10:35:20 AM,-4,7,-23,9.5
2020-09-16 10:35:22 AM,-3,1,-23,9.0
2020-09-16 10:35:24 AM,-3,1,-22,9.0
2020-09-16 10:35:26 AM,-4,2,-23,9.0
2020-09-16 10:35:28 AM,-4,2,-22,9.0
2020-09-16 10:35:30 AM,-4,2,-23,9.0
2020-09-16 10:35:32 AM,-2,2,-23,9.0
2020-09-16 10:35:34 AM,-2,3,-23,9.0
2020-09-16 10:35:36 AM,-3,6,-23,9.0
2020-09-16 10:35:38 AM,-8,-1,-23,9.5
2020-09-16 10:35:40 AM,-4,1,-22,9.5
2020-09-16 10:35:42 AM,-6,1,-22,9.5
2020-09-16 10:35:44 AM,-2,5,-23,9.5
2020-09-16 10:35:46 AM,-3,2,-23,9.5
2020-09-16 10:35:48 AM,-3,2,-22,9.5
2020-09-16 10:35:50 AM,-4,3,-21,9.5
2020-09-16 10:35:52 AM,-1,6,-23,9.0
2020-09-16 10:35:54 AM,-3,2,-24,9.0
2020-09-16 10:35:56 AM,-4,1,-22,9.0
2020-09-16 10:35:58 AM,-3,1,-22,9.0
2020-09-16 10:36:00 AM,-4,0,-22,9.0
2020-09-16 10:36:02 AM,-5,2,-23,9.0
2020-09-16 10:36:04 AM,-6,0,-21,9.0
2020-09-16 10:36:06 AM,-4,0,-23,9.0
2020-09-16 10:36:08 AM,-4,1,-21,9.0
2020-09-16 10:36:10 AM,-4,3,-23,9.0
2020-09-16 10:36:12 AM,-3,3,-22,9.0
2020-09-16 10:36:14 AM,-4,3,-22,9.0
2020-09-16 10:36:16 AM,-3,5,-22,9.0
2020-09-16 10:36:18 AM,-2,6,-23,9.0
2020-09-16 10:36:20 AM,-6,1,-23,9.0
2020-09-16 10:36:22 AM,-3,3,-23,9.0
2020-09-16 10:36:24 AM,-1,5,-23,9.0
2020-09-16 10:36:26 AM,-3,3,-24,9.0
2020-09-16 10:36:28 AM,-1,3,-23,9.0
2020-09-16 10:36:30 AM,-3,1,-21,9.0
2020-09-16 10:36:32 AM,-6,-1,-23,9.0
2020-09-16 10:36:34 AM,-6,2,-22,9.0
2020-09-16 10:36:36 AM,-5,1,-20,9.0
2020-09-16 10:36:38 AM,-3,3,-22,9.0
2020-09-16 10:36:40 AM,0,5,-14,9.0
2020-09-16 10:36:42 AM,-5,1,-22,9.0
2020-09-16 10:36:44 AM,-7,2,-23,9.0
2020-09-16 10:36:46 AM,-6,0,-22,9.0
2020-09-16 10:36:48 AM,-7,3,-23,9.0
2020-09-16 10:36:50 AM,-6,0,-21,9.0
2020-09-16 10:36:52 AM,-7,0,-22,9.0
2020-09-16 10:36:54 AM,-5,0,-21,9.0
2020-09-16 10:36:56 AM,-4,0,-23,9.0
2020-09-16 10:36:58 AM,-5,1,-23,9.0
2020-09-16 10:37:00 AM,-4,2,-22,9.0
2020-09-16 10:37:02 AM,-3,2,-22,9.0
2020-09-16 10:37:04 AM,0,1,-21,9.0
2020-09-16 10:37:06 AM,-1,1,-23,9.0
2020-09-16 10:37:08 AM,-6,0,-22,9.0
2020-09-16 10:37:10 AM,-5,1,-23,9.0
2020-09-16 10:37:12 AM,0,3,-21,9.0
2020-09-16 10:37:14 AM,-3,5,-22,9.0
2020-09-16 10:37:16 AM,-3,3,-23,9.0
2020-09-16 10:37:18 AM,-6,0,-21,9.0
2020-09-16 10:37:20 AM,-5,1,-21,9.0
2020-09-16 10:37:22 AM,-8,-1,-23,9.0
2020-09-16 10:37:24 AM,-4,1,-21,9.0
2020-09-16 10:37:26 AM,-2,3,-22,9.0
2020-09-16 10:37:28 AM,-1,4,-23,9.0
2020-09-16 10:37:30 AM,-3,1,-23,9.0
2020-09-16 10:37:32 AM,-4,3,-22,9.0
2020-09-16 10:37:34 AM,-4,2,-21,9.0
2020-09-16 10:37:36 AM,-8,-1,-22,9.0
2020-09-16 10:37:38 AM,-2,3,-22,9.0
2020-09-16 10:37:40 AM,-1,6,-22,9.0
2020-09-16 10:37:42 AM,-3,0,-23,9.0
2020-09-16 10:37:44 AM,-4,2,-22,9.0
2020-09-16 10:37:46 AM,-5,2,-22,9.0
2020-09-16 10:37:48 AM,-6,0,-22,9.0
2020-09-16 10:37:50 AM,-5,1,-22,9.0
2020-09-16 10:37:52 AM,-5,-1,-23,9.0
2020-09-16 10:37:54 AM,-3,2,-23,9.0
2020-09-16 10:37:56 AM,-4,3,-23,9.0
2020-09-16 10:37:58 AM,-3,1,-21,9.0
2020-09-16 10:38:00 AM,-3,2,-23,9.0
2020-09-16 10:38:02 AM,-4,1,-22,9.0
2020-09-16 10:38:04 AM,-5,0,-21,9.0
2020-09-16 10:38:06 AM,-6,2,-22,9.0
2020-09-16 10:38:08 AM,-2,3,-22,9.0
2020-09-16 10:38:10 AM,-5,2,-21,9.0
2020-09-16 10:38:12 AM,-6,1,-22,9.0
2020-09-16 10:38:14 AM,-7,2,-22,9.0
2020-09-16 10:38:16 AM,-2,4,-22,9.0
2020-09-16 10:38:18 AM,-2,4,-21,9.0
2020-09-16 10:38:20 AM,-2,2,-22,9.0
2020-09-16 10:38:22 AM,-5,1,-22,9.0
2020-09-16 10:38:24 AM,-2,3,-23,9.0
2020-09-16 10:38:26 AM,-2,1,-23,9.0
2020-09-16 10:38:28 AM,-2,5,-26,9.0
2020-09-16 10:38:30 AM,-1,1,-22,9.0
2020-09-16 10:38:32 AM,-3,1,-23,9.0
2020-09-16 10:38:34 AM,-4,0,-23,9.0
2020-09-16 10:38:36 AM,-4,2,-22,9.0
2020-09-16 10:38:38 AM,-4,3,-24,9.0
2020-09-16 10:38:40 AM,-4,-1,-22,9.0
2020-09-16 10:38:42 AM,-6,1,-22,9.0
2020-09-16 10:38:44 AM,-4,2,-23,9.0
2020-09-16 10:38:46 AM,-2,4,-23,9.0
2020-09-16 10:38:48 AM,-6,2,-22,9.0
2020-09-16 10:38:50 AM,-7,0,-22,9.0
2020-09-16 10:38:52 AM,-4,1,-22,9.0
2020-09-16 10:38:54 AM,-6,0,-23,9.0
2020-09-16 10:38:56 AM,-3,2,-20,9.0
2020-09-16 10:38:58 AM,-7,1,-23,9.0
2020-09-16 10:39:00 AM,-5,3,-22,9.0
2020-09-16 10:39:02 AM,-7,0,-23,9.0
2020-09-16 10:39:04 AM,-5,2,-22,9.0
2020-09-16 10:39:06 AM,-5,0,-22,9.0
2020-09-16 10:39:08 AM,-4,2,-21,9.5
2020-09-16 10:39:10 AM,-5,1,-23,9.5
2020-09-16 10:39:12 AM,-2,2,-23,9.5
2020-09-16 10:39:14 AM,0,3,-22,9.5
2020-09-16 10:39:16 AM,-2,5,-23,9.5
2020-09-16 10:39:18 AM,-2,3,-22,9.5
2020-09-16 10:39:20 AM,-5,1,-22,9.5
2020-09-16 10:39:22 AM,-4,2,-22,9.5
2020-09-16 10:39:24 AM,-8,1,-22,9.0
2020-09-16 10:39:26 AM,-4,-2,-22,9.0
2020-09-16 10:39:28 AM,-3,10,-22,9.0
2020-09-16 10:39:30 AM,-9,2,-23,9.0
2020-09-16 10:39:32 AM,-5,5,-22,9.0
2020-09-16 10:39:34 AM,-5,7,-21,9.0
2020-09-16 10:39:36 AM,-7,4,-22,9.0
2020-09-16 10:39:38 AM,-3,3,-22,9.0
2020-09-16 10:39:40 AM,-8,4,-21,9.0
2020-09-16 10:39:42 AM,-8,2,-21,9.0
2020-09-16 10:39:44 AM,-6,3,-21,9.0
2020-09-16 10:39:46 AM,-9,3,-22,9.0
2020-09-16 10:39:48 AM,-6,3,-23,9.0
2020-09-16 10:39:50 AM,-7,1,-21,9.0
2020-09-16 10:39:52 AM,-7,3,-22,9.0
2020-09-16 10:39:54 AM,-3,4,-21,9.0
2020-09-16 10:39:56 AM,-6,3,-22,9.0
2020-09-16 10:39:58 AM,-7,2,-22,9.0
2020-09-16 10:40:00 AM,-4,6,-22,9.0
2020-09-16 10:40:02 AM,-5,7,-22,9.0
2020-09-16 10:40:04 AM,-5,5,-23,9.0
2020-09-16 10:40:06 AM,-6,2,-21,9.0
2020-09-16 10:40:08 AM,-5,4,-22,9.0
2020-09-16 10:40:10 AM,-1,3,-21,9.0
2020-09-16 10:40:12 AM,-6,5,-22,9.0
2020-09-16 10:40:14 AM,-5,3,-22,9.0
2020-09-16 10:40:16 AM,-7,3,-22,9.0
2020-09-16 10:40:18 AM,-6,3,-21,9.0
2020-09-16 10:40:20 AM,-4,3,-22,9.0
2020-09-16 10:40:22 AM,-4,5,-23,9.0
2020-09-16 10:40:24 AM,-4,3,-17,9.0
2020-09-16 10:40:26 AM,-3,5,-22,9.0
2020-09-16 10:40:28 AM,-1,6,-22,9.0
2020-09-16 10:40:30 AM,-3,4,-23,9.0
2020-09-16 10:40:32 AM,-1,6,-23,9.0
2020-09-16 10:40:34 AM,-3,5,-22,9.0
2020-09-16 10:40:36 AM,-3,5,-23,9.0
2020-09-16 10:40:38 AM,-6,3,-22,9.0
2020-09-16 10:40:40 AM,-3,3,-22,9.0
2020-09-16 10:40:42 AM,-4,3,-22,9.0
2020-09-16 10:40:44 AM,-4,3,-23,9.0
2020-09-16 10:40:46 AM,-6,3,-22,9.0
2020-09-16 10:40:48 AM,-7,2,-22,9.0
2020-09-16 10:40:50 AM,-4,3,-21,9.0
2020-09-16 10:40:52 AM,-3,4,-32,9.0
2020-09-16 10:40:54 AM,-4,2,-23,8.5
2020-09-16 10:40:56 AM,-6,0,-21,8.5
2020-09-16 10:40:58 AM,-6,3,-22,8.5
2020-09-16 10:41:00 AM,-8,3,-22,8.5
2020-09-16 10:41:02 AM,-2,6,-22,8.5
2020-09-16 10:41:04 AM,-3,3,-23,8.5
2020-09-16 10:41:06 AM,-3,5,-21,8.5
2020-09-16 10:41:08 AM,-3,6,-25,8.5
2020-09-16 10:41:10 AM,-5,2,-23,9.0
2020-09-16 10:41:12 AM,-5,1,-22,9.0
2020-09-16 10:41:14 AM,-7,2,-23,9.0
2020-09-16 10:41:16 AM,-4,3,-23,9.0
2020-09-16 10:41:18 AM,-6,3,-21,9.0
2020-09-16 10:41:20 AM,-5,4,-22,9.0
2020-09-16 10:41:22 AM,-4,3,-22,9.0
2020-09-16 10:41:24 AM,-4,2,-22,9.0
2020-09-16 10:41:26 AM,-4,2,-22,9.0
2020-09-16 10:41:28 AM,-3,2,-22,9.0
2020-09-16 10:41:30 AM,-2,4,-21,9.0
2020-09-16 10:41:32 AM,-2,2,-22,9.0
2020-09-16 10:41:34 AM,-8,2,-23,9.0
2020-09-16 10:41:36 AM,-4,2,-22,9.0
2020-09-16 10:41:38 AM,-3,2,-22,9.0
2020-09-16 10:41:40 AM,-5,3,-22,9.0
2020-09-16 10:41:42 AM,-8,0,-23,9.0
2020-09-16 10:41:44 AM,-7,1,-23,9.0
2020-09-16 10:41:46 AM,-4,2,-22,9.0
2020-09-16 10:41:48 AM,-3,5,-23,9.0
2020-09-16 10:41:50 AM,-4,1,-23,9.0
2020-09-16 10:41:52 AM,-3,3,-22,9.0
2020-09-16 10:41:54 AM,-3,0,-23,9.0
2020-09-16 10:41:56 AM,-5,1,-23,9.0
2020-09-16 10:41:58 AM,-4,4,-22,9.0
2020-09-16 10:42:00 AM,-2,4,-23,9.0
2020-09-16 10:42:02 AM,-2,1,-23,9.0
