GMT,X,Y,Z,Temperature
2020-07-12 23:16,14,-8,-21,17
2020-07-12 23:16,17,-3,-18,17
2020-07-12 23:16,12,-4,-19,17
2020-07-12 23:16,4,-4,-20,17
2020-07-12 23:16,12,-8,-14,17
2020-07-12 23:16,13,-1,-22,17
2020-07-12 23:16,9,-6,-21,17
2020-07-12 23:17,26,3,-24,17
2020-07-12 23:17,15,2,-25,17
2020-07-12 23:17,32,-7,-24,17
2020-07-12 23:17,6,-5,-21,17
2020-07-12 23:17,13,-7,-18,17
2020-07-12 23:17,6,-1,-20,17
2020-07-12 23:17,0,-4,-11,17
2020-07-12 23:17,11,-6,-23,17
2020-07-12 23:17,16,-6,-19,17
2020-07-12 23:17,16,-8,-21,17
2020-07-12 23:17,13,1,-25,17
2020-07-12 23:17,11,-6,-24,17
2020-07-12 23:17,9,-6,-19,17
2020-07-12 23:17,16,-3,-15,17
2020-07-12 23:17,11,-9,-29,17
2020-07-12 23:17,8,-10,-20,17
2020-07-12 23:17,21,1,-21,17
2020-07-12 23:17,19,-2,-25,17
2020-07-12 23:17,8,-8,-23,17
2020-07-12 23:17,4,-3,-24,17
2020-07-12 23:17,5,-1,-24,17
2020-07-12 23:17,0,2,-18,17
2020-07-12 23:17,19,-11,-25,17
2020-07-12 23:17,18,-2,-22,17
2020-07-12 23:17,8,3,-25,17
2020-07-12 23:17,16,-6,-15,17
2020-07-12 23:17,13,-7,-25,17
2020-07-12 23:17,16,0,-24,17
2020-07-12 23:17,19,-5,-23,17
2020-07-12 23:17,9,-3,-20,17
2020-07-12 23:18,4,-6,-22,17
2020-07-12 23:18,-1,-1,-23,17
2020-07-12 23:18,6,-1,-18,17
2020-07-12 23:18,16,-3,-18,17
2020-07-12 23:18,8,-2,-16,17
2020-07-12 23:18,9,-11,-32,17
2020-07-12 23:18,8,-7,-24,17
2020-07-12 23:18,4,1,-21,17
2020-07-12 23:18,10,-1,-25,17
2020-07-12 23:18,6,-4,-21,17
2020-07-12 23:18,5,5,-23,17
2020-07-12 23:18,20,-6,-25,17
2020-07-12 23:18,1,-5,-19,17
2020-07-12 23:18,3,-5,-22,17
2020-07-12 23:18,7,-11,-24,17
2020-07-12 23:18,10,-6,-20,17
2020-07-12 23:18,22,-5,-15,17
2020-07-12 23:18,17,5,-16,17
2020-07-12 23:18,21,-10,-20,17
2020-07-12 23:18,13,-9,-23,17
2020-07-12 23:18,12,-2,-18,17
2020-07-12 23:18,11,0,-21,17
2020-07-12 23:18,24,-3,-17,17.5
2020-07-12 23:18,16,-6,-20,17.5
2020-07-12 23:18,16,-2,-23,17.5
2020-07-12 23:18,11,-5,-22,17.5
2020-07-12 23:18,12,-8,-14,17.5
2020-07-12 23:18,26,0,-25,17.5
2020-07-12 23:18,3,-3,-22,17.5
2020-07-12 23:18,4,-4,-18,17.5
2020-07-12 23:19,13,-10,-24,17
2020-07-12 23:19,9,-5,-23,17
2020-07-12 23:19,19,-9,-21,17
2020-07-12 23:19,12,-3,-23,17
2020-07-12 23:19,23,-7,-16,17
2020-07-12 23:19,21,-6,-19,17
2020-07-12 23:19,14,-7,-24,17
2020-07-12 23:19,18,-4,-22,17
2020-07-12 23:19,6,-9,-13,17
2020-07-12 23:19,7,-1,-21,17
2020-07-12 23:19,14,-7,-21,17
2020-07-12 23:19,3,-6,-27,17
2020-07-12 23:19,16,-5,-24,17
2020-07-12 23:19,9,-12,-24,17
2020-07-12 23:19,8,-6,-22,17
2020-07-12 23:19,19,-7,-20,17
2020-07-12 23:19,17,-1,-24,17
2020-07-12 23:19,10,0,-22,17
2020-07-12 23:19,20,-10,-21,17
2020-07-12 23:19,11,1,-23,17
2020-07-12 23:19,13,-3,-19,17
2020-07-12 23:19,21,-9,-24,17
2020-07-12 23:19,13,-16,-21,17
2020-07-12 23:19,13,-3,-18,17
2020-07-12 23:19,13,1,-16,17
2020-07-12 23:19,11,-3,-24,17
2020-07-12 23:19,12,-2,-21,17
2020-07-12 23:19,19,-6,-24,17
2020-07-12 23:19,13,-9,-26,17
2020-07-12 23:19,9,-1,-16,17
2020-07-12 23:20,13,-7,-19,17
2020-07-12 23:20,13,-9,-16,17.5
2020-07-12 23:20,14,-2,-21,17.5
2020-07-12 23:20,18,-9,-25,17.5
2020-07-12 23:20,12,-10,-24,17.5
2020-07-12 23:20,12,-19,-17,17.5
2020-07-12 23:20,9,-8,-18,17.5
2020-07-12 23:20,14,-1,-20,17.5
2020-07-12 23:20,14,-3,-23,17
2020-07-12 23:20,15,-2,-25,17
2020-07-12 23:20,22,-7,-25,17
2020-07-12 23:20,8,-8,-22,17
2020-07-12 23:20,-4,-4,-13,17
2020-07-12 23:20,15,-1,-29,17
2020-07-12 23:20,0,-7,-26,17
2020-07-12 23:20,-3,-10,-23,17
2020-07-12 23:20,2,-12,-21,17
2020-07-12 23:20,-7,-4,-22,17
2020-07-12 23:20,-6,-8,-22,17
2020-07-12 23:20,0,-6,-20,17
2020-07-12 23:20,17,-5,-22,17
2020-07-12 23:20,12,-7,-25,17
2020-07-12 23:20,-5,-6,-31,17
2020-07-12 23:20,12,-10,-22,17
2020-07-12 23:20,7,-6,-17,17
2020-07-12 23:20,19,-1,-24,17
2020-07-12 23:20,12,0,-23,17
2020-07-12 23:20,9,4,-24,17
2020-07-12 23:20,19,-3,-25,17
2020-07-12 23:20,15,-5,-29,17
2020-07-12 23:21,9,-7,-17,17
2020-07-12 23:21,10,-6,-13,17.5
2020-07-12 23:21,12,-3,-19,17.5
2020-07-12 23:21,16,-9,-16,17.5
2020-07-12 23:21,10,-21,-22,17.5
2020-07-12 23:21,11,-8,-19,17.5
2020-07-12 23:21,9,-17,-21,17.5
2020-07-12 23:21,9,-14,-20,17.5
2020-07-12 23:21,8,-14,-19,17.5
2020-07-12 23:21,15,-10,-19,17
2020-07-12 23:21,7,-6,-22,17
2020-07-12 23:21,17,-3,-21,17
2020-07-12 23:21,5,-5,-16,17
2020-07-12 23:21,14,-3,-22,17
2020-07-12 23:21,7,-4,-22,17
2020-07-12 23:21,18,0,-18,17
2020-07-12 23:21,18,-7,-22,17
2020-07-12 23:21,15,-4,-22,17
2020-07-12 23:21,12,-6,-22,17
2020-07-12 23:21,5,-8,-24,17
2020-07-12 23:21,1,-7,-23,17
2020-07-12 23:21,6,-8,-23,17
2020-07-12 23:21,6,-8,-17,17
2020-07-12 23:21,12,-8,-22,17
2020-07-12 23:21,31,0,-20,17
2020-07-12 23:21,11,-11,-23,17
2020-07-12 23:21,13,-7,-21,17
2020-07-12 23:21,11,0,-27,17
2020-07-12 23:21,14,-9,-20,17
2020-07-12 23:21,15,-3,-26,17
2020-07-12 23:22,9,-12,-25,17
2020-07-12 23:22,14,-6,-20,17
2020-07-12 23:22,10,1,-28,17
2020-07-12 23:22,5,-12,-26,17
2020-07-12 23:22,15,-10,-20,17
2020-07-12 23:22,15,-7,-29,17
2020-07-12 23:22,12,-6,-20,17
2020-07-12 23:22,9,-7,-23,17
2020-07-12 23:22,5,-1,-21,17
2020-07-12 23:22,6,-9,-21,17
2020-07-12 23:22,10,-14,-26,17
2020-07-12 23:22,22,-12,-21,17
2020-07-12 23:22,19,-1,-21,17
2020-07-12 23:22,12,-9,-24,17
2020-07-12 23:22,-3,-6,-15,17
2020-07-12 23:22,7,-5,-21,17
2020-07-12 23:22,16,-7,-19,17
2020-07-12 23:22,10,-4,-21,17
2020-07-12 23:22,16,-3,-25,17
2020-07-12 23:22,8,7,-24,17
2020-07-12 23:22,-3,0,-18,17
2020-07-12 23:22,25,5,-28,17
2020-07-12 23:22,1,-12,-23,17
2020-07-12 23:22,3,-13,-25,17
2020-07-12 23:22,14,-12,-23,17
2020-07-12 23:22,17,-5,-26,17
2020-07-12 23:22,10,-17,-17,17
2020-07-12 23:22,8,-2,-27,17
2020-07-12 23:22,7,-8,-20,17
2020-07-12 23:22,8,-7,-23,17
2020-07-12 23:23,14,-6,-24,17
2020-07-12 23:23,4,-13,-15,17
2020-07-12 23:23,7,-13,-22,17
2020-07-12 23:23,6,-5,-21,17
2020-07-12 23:23,15,-7,-20,17
2020-07-12 23:23,11,-8,-23,17
2020-07-12 23:23,19,1,-23,17
2020-07-12 23:23,13,-6,-24,17
2020-07-12 23:23,27,-8,-23,17
2020-07-12 23:23,5,1,-21,17
2020-07-12 23:23,7,-5,-22,17
2020-07-12 23:23,0,-1,-14,17
2020-07-12 23:23,9,-6,-20,17
2020-07-12 23:23,29,-2,-27,17
2020-07-12 23:23,8,-12,-25,17
2020-07-12 23:23,11,-9,-20,17
2020-07-12 23:23,13,-4,-20,17
2020-07-12 23:23,9,-7,-26,17
2020-07-12 23:23,25,-8,-20,17
2020-07-12 23:23,12,-3,-18,17
2020-07-12 23:23,13,-2,-20,17
2020-07-12 23:23,-8,-7,-17,17
2020-07-12 23:23,17,-6,-19,17
2020-07-12 23:23,9,-9,-23,17
2020-07-12 23:23,6,-6,-21,17
2020-07-12 23:23,17,-9,-28,17
2020-07-12 23:23,3,-1,-23,16.5
2020-07-12 23:23,8,-1,-24,16.5
2020-07-12 23:23,3,-7,-22,16.5
2020-07-12 23:23,12,-10,-21,16.5
2020-07-12 23:24,12,-5,-19,16.5
2020-07-12 23:24,10,-12,-21,16.5
2020-07-12 23:24,6,-9,-16,16.5
2020-07-12 23:24,18,-16,-26,16.5
2020-07-12 23:24,13,-3,-23,16.5
2020-07-12 23:24,16,-7,-24,16.5
2020-07-12 23:24,4,-9,-20,16.5
2020-07-12 23:24,5,-13,-20,16.5
2020-07-12 23:24,17,-8,-24,16.5
2020-07-12 23:24,14,-5,-22,16.5
2020-07-12 23:24,12,-5,-27,16.5
2020-07-12 23:24,13,-8,-20,16.5
2020-07-12 23:24,32,-18,-18,16.5
2020-07-12 23:24,5,-4,-20,16.5
2020-07-12 23:24,20,-6,-23,16.5
2020-07-12 23:24,-1,-6,-17,16.5
2020-07-12 23:24,7,-6,-23,16.5
2020-07-12 23:24,12,-1,-27,16.5
2020-07-12 23:24,6,-5,-24,16.5
2020-07-12 23:24,4,-1,-24,16.5
2020-07-12 23:24,2,-2,-24,16.5
2020-07-12 23:24,7,-7,-25,16.5
2020-07-12 23:24,5,-6,-24,16.5
2020-07-12 23:24,15,-3,-24,16.5
2020-07-12 23:24,15,-4,-28,16.5
2020-07-12 23:24,12,-11,-23,16.5
2020-07-12 23:24,8,0,-27,16.5
2020-07-12 23:24,12,-10,-21,16.5
2020-07-12 23:24,20,-6,-27,16.5
2020-07-12 23:24,14,-3,-25,16.5
2020-07-12 23:25,10,-10,-27,16.5
2020-07-12 23:25,4,-14,-23,16.5
2020-07-12 23:25,6,-8,-21,16.5
2020-07-12 23:25,17,-10,-29,16.5
2020-07-12 23:25,17,-10,-26,17
2020-07-12 23:25,5,-7,-18,17
2020-07-12 23:25,4,-8,-22,17
2020-07-12 23:25,2,-5,-18,17
2020-07-12 23:25,7,-9,-22,17
2020-07-12 23:25,10,-6,-20,17
2020-07-12 23:25,7,-6,-22,17
2020-07-12 23:25,8,-2,-22,17
2020-07-12 23:25,14,-4,-23,17
2020-07-12 23:25,9,-1,-28,17
2020-07-12 23:25,4,-6,-20,17
2020-07-12 23:25,7,-1,-22,17
2020-07-12 23:25,16,-12,-22,17
2020-07-12 23:25,22,-13,-28,17
2020-07-12 23:25,12,-6,-23,17
2020-07-12 23:25,7,-7,-21,17.5
2020-07-12 23:25,8,-11,-25,17.5
2020-07-12 23:25,15,-7,-25,17.5
2020-07-12 23:25,12,-3,-19,17.5
2020-07-12 23:25,24,-6,-24,17.5
2020-07-12 23:25,7,-4,-22,17.5
2020-07-12 23:25,8,-3,-24,17.5
2020-07-12 23:25,8,-11,-22,17.5
2020-07-12 23:25,8,-10,-22,17.5
2020-07-12 23:25,13,-8,-24,17.5
2020-07-12 23:25,16,-9,-21,17.5
2020-07-12 23:26,-6,-5,-8,17.5
2020-07-12 23:26,-2,-3,-13,17.5
2020-07-12 23:26,11,-7,-25,17.5
2020-07-12 23:26,-2,-1,-18,17.5
2020-07-12 23:26,4,-4,-23,17.5
2020-07-12 23:26,10,-7,-26,18
2020-07-12 23:26,9,0,-20,18
2020-07-12 23:26,11,-12,-23,18
2020-07-12 23:26,8,-13,-22,18
2020-07-12 23:26,9,-7,-22,18
2020-07-12 23:26,6,-10,-23,18
2020-07-12 23:26,12,-11,-20,18
2020-07-12 23:26,9,-5,-22,17
2020-07-12 23:26,14,-3,-23,17
2020-07-12 23:26,17,-3,-23,17
2020-07-12 23:26,16,6,-24,17
2020-07-12 23:26,14,-12,-22,17
2020-07-12 23:26,16,-2,-33,17
2020-07-12 23:26,16,-12,-23,17
2020-07-12 23:26,18,-7,-24,17
2020-07-12 23:26,7,-11,-23,17
2020-07-12 23:26,2,-3,-17,17
2020-07-12 23:26,23,-5,-24,17
2020-07-12 23:26,12,-5,-22,17
2020-07-12 23:26,12,-6,-22,17
2020-07-12 23:26,9,-3,-20,17
2020-07-12 23:26,13,-5,-23,17
2020-07-12 23:26,6,-7,-34,17
2020-07-12 23:26,3,-5,-24,17
2020-07-12 23:26,41,-7,-21,17
2020-07-12 23:27,5,-3,-15,17
2020-07-12 23:27,4,-8,-24,17
2020-07-12 23:27,6,-9,-23,17
2020-07-12 23:27,8,-3,-22,17
2020-07-12 23:27,11,0,-22,17
2020-07-12 23:27,10,-4,-20,17
2020-07-12 23:27,24,-7,-23,17
2020-07-12 23:27,28,-9,-26,17
2020-07-12 23:27,10,-7,-17,17
2020-07-12 23:27,10,-6,-17,17
2020-07-12 23:27,10,-4,-26,17
2020-07-12 23:27,28,0,-19,17
2020-07-12 23:27,25,-6,-24,17
2020-07-12 23:27,8,-6,-21,17
2020-07-12 23:27,9,-1,-16,17
2020-07-12 23:27,14,-7,-24,17
2020-07-12 23:27,11,-3,-20,17
2020-07-12 23:27,10,-4,-20,17
2020-07-12 23:27,14,-4,-15,17
2020-07-12 23:27,12,-3,-22,17
2020-07-12 23:27,20,-5,-17,17
2020-07-12 23:27,3,-6,-27,17
2020-07-12 23:27,18,-4,-24,17
2020-07-12 23:27,23,-8,7,17
2020-07-12 23:27,5,-1,-25,17
2020-07-12 23:27,13,-6,-22,17
2020-07-12 23:27,6,-5,-21,17
2020-07-12 23:27,37,-9,-22,17
2020-07-12 23:27,25,-10,-25,17
2020-07-12 23:27,16,-3,-18,17
2020-07-12 23:28,-1,-8,-26,17
2020-07-12 23:28,-4,-4,-17,17
2020-07-12 23:28,9,-5,-20,17
2020-07-12 23:28,5,-1,-14,17
2020-07-12 23:28,9,1,-23,17
2020-07-12 23:28,25,-8,-24,17
2020-07-12 23:28,19,-14,-28,16.5
2020-07-12 23:28,17,-6,-20,16.5
2020-07-12 23:28,16,-2,-24,16.5
2020-07-12 23:28,9,-2,-23,16.5
2020-07-12 23:28,-3,-3,-16,16.5
2020-07-12 23:28,7,6,-18,16.5
2020-07-12 23:28,9,-10,-22,16.5
2020-07-12 23:28,4,-8,-19,16.5
2020-07-12 23:28,5,-18,-16,16.5
2020-07-12 23:28,6,-18,-23,16.5
2020-07-12 23:28,1,-4,-16,16.5
2020-07-12 23:28,16,-6,-24,16.5
2020-07-12 23:28,9,-8,-20,16.5
2020-07-12 23:28,11,-7,-16,16.5
2020-07-12 23:28,6,-10,-18,16.5
2020-07-12 23:28,11,-4,-23,16.5
2020-07-12 23:28,8,-5,-21,16.5
2020-07-12 23:28,11,-4,-23,16.5
2020-07-12 23:28,11,-4,-23,16.5
2020-07-12 23:28,7,-6,-22,16.5
2020-07-12 23:28,13,-8,-23,16.5
2020-07-12 23:28,18,-11,-26,16.5
2020-07-12 23:28,14,-9,-26,16.5
2020-07-12 23:28,12,-14,-22,16.5
2020-07-12 23:29,3,-10,-22,16.5
2020-07-12 23:29,10,-7,-23,16.5
2020-07-12 23:29,7,-5,-26,16.5
2020-07-12 23:29,19,-9,-21,16.5
2020-07-12 23:29,15,-4,-25,16.5
2020-07-12 23:29,19,-5,-28,16.5
2020-07-12 23:29,14,-5,-23,16.5
2020-07-12 23:29,23,-4,-23,16.5
2020-07-12 23:29,5,-2,-15,16.5
2020-07-12 23:29,6,-6,-20,16.5
2020-07-12 23:29,10,-7,-26,16.5
2020-07-12 23:29,25,3,-28,16.5
2020-07-12 23:29,13,-4,-22,16.5
2020-07-12 23:29,6,-10,-13,16.5
2020-07-12 23:29,15,-6,-18,16.5
2020-07-12 23:29,13,-8,-22,16.5
2020-07-12 23:29,16,-6,-25,16.5
2020-07-12 23:29,12,-4,-22,16.5
2020-07-12 23:29,6,-3,-19,16.5
2020-07-12 23:29,6,-5,-18,16.5
2020-07-12 23:29,17,0,-26,16.5
2020-07-12 23:29,23,-1,-25,16.5
2020-07-12 23:29,19,-3,-24,16.5
2020-07-12 23:29,4,-6,-22,16.5
2020-07-12 23:29,18,-7,-26,16.5
2020-07-12 23:29,16,-5,-22,16.5
2020-07-12 23:29,21,-1,-21,16.5
2020-07-12 23:29,12,-11,-20,16.5
2020-07-12 23:29,18,-7,-24,16.5
2020-07-12 23:29,19,-5,-25,16.5
2020-07-12 23:30,17,-1,-20,16.5
2020-07-12 23:30,14,-3,-19,16.5
2020-07-12 23:30,10,-8,-22,16.5
2020-07-12 23:30,8,-8,-20,16.5
2020-07-12 23:30,34,-15,-24,16.5
2020-07-12 23:30,12,-9,-23,16.5
2020-07-12 23:30,11,-7,-29,16.5
2020-07-12 23:30,14,-1,-27,16.5
2020-07-12 23:30,14,-5,-21,16.5
2020-07-12 23:30,13,-10,-22,16.5
2020-07-12 23:30,-1,-3,-14,16.5
2020-07-12 23:30,3,-6,-18,16.5
2020-07-12 23:30,14,-3,-23,16.5
2020-07-12 23:30,9,-6,-24,16.5
2020-07-12 23:30,8,-1,-20,16.5
2020-07-12 23:30,6,-4,-23,16.5
2020-07-12 23:30,13,-5,-21,16.5
2020-07-12 23:30,11,-8,-18,16.5
2020-07-12 23:30,12,-6,-23,16.5
2020-07-12 23:30,17,-14,-45,16.5
2020-07-12 23:30,4,-4,-20,16.5
2020-07-12 23:30,14,-11,-19,16.5
2020-07-12 23:30,21,1,-28,16.5
2020-07-12 23:30,10,-4,-18,16
2020-07-12 23:30,4,28,-6,16
2020-07-12 23:30,-3,34,0,16
2020-07-12 23:30,13,30,-8,16
2020-07-12 23:30,8,36,-33,16
2020-07-12 23:30,35,26,-15,16
2020-07-12 23:30,22,21,-3,16
2020-07-12 23:31,-29,1,5,16
2020-07-12 23:31,3,-5,-21,16.5
2020-07-12 23:31,5,-10,-31,16.5
2020-07-12 23:31,-3,-1,-23,16.5
2020-07-12 23:31,-7,0,-24,16.5
2020-07-12 23:31,-4,-1,-22,16.5
2020-07-12 23:31,-9,0,-23,16.5
2020-07-12 23:31,-7,0,-23,16.5
2020-07-12 23:31,-6,-1,-24,16
2020-07-12 23:31,-7,0,-23,16
2020-07-12 23:31,-6,0,-23,16
2020-07-12 23:31,-8,-1,-24,16
2020-07-12 23:31,-2,-2,-24,16
2020-07-12 23:31,-2,-4,-23,16
2020-07-12 23:31,-5,0,-24,16
2020-07-12 23:31,-5,-1,-24,16
2020-07-12 23:31,-5,-7,-26,16
2020-07-12 23:31,-4,-1,-24,16
2020-07-12 23:31,2,-4,-23,16
2020-07-12 23:31,1,0,-20,16
2020-07-12 23:31,9,0,-26,16
2020-07-12 23:31,7,-9,-26,16
2020-07-12 23:31,13,4,-7,16
2020-07-12 23:31,15,-4,-21,16
2020-07-12 23:31,14,-1,-20,16
2020-07-12 23:31,14,-2,-21,16
2020-07-12 23:31,5,0,-26,16
2020-07-12 23:31,7,-7,-20,16
2020-07-12 23:31,5,1,-24,16
2020-07-12 23:31,12,-1,-23,16
2020-07-12 23:32,13,-4,-23,16
