Product Type: Litetrack LR
Product ID: 80378
Firmware Version: V8.99.0

Start Time [GMT],Stop Time [GMT],Proximity ID,Session Time [s],Average RSSI [dBm]
2020-07-20 7:13:28 PM,2020-07-20 7:15:46 PM,30389,138,-53
2020-07-20 7:18:02 PM,2020-07-20 7:18:02 PM,30389,0,-82
2020-07-20 7:18:19 PM,2020-07-20 7:18:22 PM,30385,3,45
2020-07-20 7:19:21 PM,2020-07-20 7:19:21 PM,30389,0,-82
2020-07-20 7:19:37 PM,2020-07-20 7:19:37 PM,30385,0,-84
2020-07-20 7:21:16 PM,2020-07-20 7:21:16 PM,30385,0,-85
2020-07-20 7:24:16 PM,2020-07-20 7:24:16 PM,30385,0,-80
2020-07-20 7:34:19 PM,2020-07-20 7:34:26 PM,30389,7,19
2020-07-20 7:35:24 PM,2020-07-20 7:35:36 PM,30390,12,44
2020-07-20 7:38:08 PM,2020-07-20 7:38:32 PM,30389,24,-14
2020-07-20 7:39:46 PM,2020-07-20 7:41:23 PM,30389,97,-55
2020-07-20 7:41:23 PM,2020-07-20 7:41:23 PM,30390,0,-82
2020-07-20 7:43:03 PM,2020-07-20 7:43:12 PM,30389,9,47
2020-07-20 7:52:56 PM,2020-07-20 7:53:29 PM,30390,33,-43
2020-07-20 7:57:01 PM,2020-07-20 7:57:01 PM,30385,0,-84
2020-07-20 7:58:03 PM,2020-07-20 7:58:03 PM,30390,0,-78
2020-07-20 7:58:14 PM,2020-07-20 7:58:17 PM,30385,3,46
2020-07-20 7:59:57 PM,2020-07-20 7:59:57 PM,30385,0,-81
2020-07-20 8:02:13 PM,2020-07-20 8:02:13 PM,30390,0,-84
2020-07-20 8:03:25 PM,2020-07-20 8:04:07 PM,30389,42,-70
2020-07-20 8:07:43 PM,2020-07-20 8:07:43 PM,30389,0,-79
2020-07-20 8:32:31 PM,2020-07-20 8:32:34 PM,30389,3,46
2020-07-20 8:33:45 PM,2020-07-20 8:34:15 PM,30390,30,49
2020-07-20 8:34:26 PM,2020-07-20 8:34:41 PM,30389,15,-10
2020-07-20 8:37:37 PM,2020-07-20 8:39:59 PM,30389,142,-61
2020-07-20 8:42:59 PM,2020-07-20 8:43:11 PM,30380,12,2
2020-07-20 8:43:29 PM,2020-07-20 8:43:29 PM,30390,0,-82
2020-07-20 8:42:18 PM,2020-07-20 8:44:58 PM,30389,160,-58
2020-07-20 8:46:12 PM,2020-07-20 8:46:54 PM,30389,42,-57
2020-07-20 8:48:47 PM,2020-07-20 8:48:47 PM,30390,0,-82
2020-07-20 8:48:15 PM,2020-07-20 8:49:58 PM,30389,103,-63
2020-07-20 8:51:13 PM,2020-07-20 8:54:57 PM,30389,224,-68
2020-07-20 8:58:09 PM,2020-07-20 8:59:51 PM,30389,102,-59
2020-07-20 9:01:25 PM,2020-07-20 9:02:03 PM,30389,38,-50
2020-07-20 9:03:49 PM,2020-07-20 9:05:56 PM,30389,127,-55
2020-07-20 9:08:08 PM,2020-07-20 9:08:26 PM,30389,18,-28
2020-07-20 9:12:15 PM,2020-07-20 9:14:30 PM,30389,135,-53
2020-07-20 9:14:36 PM,2020-07-20 9:14:36 PM,30390,0,-83
2020-07-20 9:15:52 PM,2020-07-20 9:15:52 PM,30389,0,-73
2020-07-20 9:22:35 PM,2020-07-20 9:23:32 PM,30385,57,3
2020-07-20 9:27:44 PM,2020-07-20 9:28:32 PM,30390,48,-20
2020-07-20 9:29:36 PM,2020-07-20 9:30:32 PM,30390,56,-56
2020-07-20 9:32:05 PM,2020-07-20 9:32:32 PM,30385,27,-55
2020-07-20 9:35:17 PM,2020-07-20 9:35:44 PM,30389,27,-22
2020-07-20 9:37:00 PM,2020-07-20 9:37:00 PM,30385,0,-83
2020-07-20 9:37:05 PM,2020-07-20 9:40:56 PM,30389,231,-72
2020-07-20 9:43:05 PM,2020-07-20 9:43:56 PM,30390,51,-14
2020-07-20 9:42:41 PM,2020-07-20 9:44:35 PM,30389,114,-52
2020-07-20 9:46:11 PM,2020-07-20 9:46:54 PM,30389,43,-38
2020-07-20 9:48:00 PM,2020-07-20 9:48:18 PM,30389,18,-74
2020-07-20 9:56:15 PM,2020-07-20 9:56:15 PM,30385,0,-81
2020-07-20 10:03:09 PM,2020-07-20 10:03:09 PM,30385,0,-87
2020-07-20 10:00:58 PM,2020-07-20 10:04:54 PM,30389,236,-64
2020-07-20 10:05:10 PM,2020-07-20 10:05:37 PM,30385,27,4
2020-07-20 10:06:02 PM,2020-07-20 10:06:30 PM,30389,28,-45
2020-07-20 10:07:54 PM,2020-07-20 10:07:57 PM,30389,3,51
2020-07-20 10:11:23 PM,2020-07-20 10:11:38 PM,30389,15,-68
2020-07-20 10:18:17 PM,2020-07-20 10:18:59 PM,30389,42,-50
2020-07-20 10:24:58 PM,2020-07-20 10:24:58 PM,30385,0,-83
2020-07-20 10:26:46 PM,2020-07-20 10:26:46 PM,30385,0,-83
2020-07-20 10:32:39 PM,2020-07-20 10:32:39 PM,30385,0,-81
2020-07-20 10:36:39 PM,2020-07-20 10:38:21 PM,30390,102,-49
2020-07-20 10:37:25 PM,2020-07-20 10:37:25 PM,30385,0,-82
2020-07-20 10:43:24 PM,2020-07-20 10:43:24 PM,30390,0,-84
2020-07-20 10:43:43 PM,2020-07-20 10:44:10 PM,30385,27,-53
2020-07-20 10:45:25 PM,2020-07-20 10:45:38 PM,30390,13,47
2020-07-20 10:48:52 PM,2020-07-20 10:48:52 PM,30390,0,-82
2020-07-20 11:14:08 PM,2020-07-20 11:14:11 PM,30390,3,45
2020-07-20 11:15:50 PM,2020-07-20 11:15:50 PM,30390,0,-84
2020-07-21 4:17:31 AM,2020-07-21 4:17:31 AM,30385,0,-79
2020-07-21 4:20:39 AM,2020-07-21 4:21:03 AM,30385,24,45
2020-07-21 4:22:25 AM,2020-07-21 4:22:25 AM,30385,0,-77
2020-07-21 4:33:45 AM,2020-07-21 4:33:45 AM,30385,0,-84
2020-07-21 4:35:51 AM,2020-07-21 4:35:51 AM,30385,0,-82
2020-07-21 4:37:18 AM,2020-07-21 4:37:18 AM,30385,0,-84
2020-07-21 4:54:32 AM,2020-07-21 4:54:59 AM,30389,27,-23
2020-07-21 4:54:50 AM,2020-07-21 4:54:59 AM,30385,9,3
2020-07-21 4:56:34 AM,2020-07-21 4:56:34 AM,30385,0,-83
2020-07-21 4:56:09 AM,2020-07-21 4:58:51 AM,30389,162,-62
2020-07-21 5:02:13 AM,2020-07-21 5:02:19 AM,30389,6,9
2020-07-21 5:23:23 AM,2020-07-21 5:23:23 AM,30390,0,-85
2020-07-21 5:26:29 AM,2020-07-21 5:26:29 AM,30390,0,-79
2020-07-21 5:37:55 AM,2020-07-21 5:37:55 AM,30385,0,-81
2020-07-21 5:46:17 AM,2020-07-21 5:46:17 AM,30390,0,-81
2020-07-21 6:44:21 AM,2020-07-21 6:44:21 AM,30389,0,-80
2020-07-21 6:50:13 AM,2020-07-21 6:50:55 AM,30389,42,-44
2020-07-21 6:53:15 AM,2020-07-21 6:54:09 AM,30389,54,-43
2020-07-21 6:54:07 AM,2020-07-21 6:54:07 AM,30385,0,-82
2020-07-21 6:59:02 AM,2020-07-21 6:59:02 AM,30390,0,-78
2020-07-21 6:59:34 AM,2020-07-21 7:01:03 AM,30389,89,-49
2020-07-21 7:01:02 AM,2020-07-21 7:01:02 AM,30390,0,-81
2020-07-21 7:01:57 AM,2020-07-21 7:02:42 AM,30385,45,-30
2020-07-21 7:03:11 AM,2020-07-21 7:03:20 AM,30390,9,-20
2020-07-21 7:03:44 AM,2020-07-21 7:03:44 AM,30380,0,-76
2020-07-21 7:02:15 AM,2020-07-21 7:07:15 AM,30389,300,-67
2020-07-21 7:06:41 AM,2020-07-21 7:08:08 AM,30385,87,-32
2020-07-21 7:36:35 AM,2020-07-21 7:36:35 AM,30389,0,-70
2020-07-21 7:37:16 AM,2020-07-21 7:37:46 AM,30385,30,46
2020-07-21 8:47:04 AM,2020-07-21 8:50:21 AM,30385,197,-57
2020-07-21 9:47:33 AM,2020-07-21 9:47:33 AM,30385,0,-84
2020-07-21 9:50:06 AM,2020-07-21 9:51:33 AM,30385,87,-18
2020-07-21 9:50:27 AM,2020-07-21 9:52:58 AM,30389,151,-60
2020-07-21 9:52:36 AM,2020-07-21 9:52:51 AM,30385,15,45
2020-07-21 9:54:12 AM,2020-07-21 9:54:12 AM,30385,0,-83
2020-07-21 9:54:13 AM,2020-07-21 9:55:05 AM,30389,52,-27
2020-07-21 9:57:55 AM,2020-07-21 9:58:40 AM,30385,45,2
2020-07-21 9:58:14 AM,2020-07-21 9:58:14 AM,30389,0,-83
2020-07-21 10:00:24 AM,2020-07-21 10:00:27 AM,30385,3,45
2020-07-21 10:00:28 AM,2020-07-21 10:02:04 AM,30389,96,-48
2020-07-21 10:04:58 AM,2020-07-21 10:04:58 AM,30389,0,-68
2020-07-21 12:02:51 PM,2020-07-21 12:02:57 PM,30389,6,53
2020-07-21 5:06:48 PM,2020-07-21 5:07:19 PM,30389,31,-40
2020-07-21 5:09:12 PM,2020-07-21 5:09:12 PM,30389,0,-81
2020-07-21 5:12:58 PM,2020-07-21 5:13:04 PM,30390,6,49
2020-07-21 6:22:42 PM,2020-07-21 6:23:24 PM,30385,42,-30
2020-07-21 6:23:02 PM,2020-07-21 6:24:57 PM,30389,115,-56
2020-07-21 6:24:45 PM,2020-07-21 6:24:45 PM,30385,0,-80
2020-07-21 6:26:26 PM,2020-07-21 6:26:57 PM,30385,31,2
2020-07-21 6:28:24 PM,2020-07-21 6:28:36 PM,30385,12,-32
2020-07-21 6:26:26 PM,2020-07-21 6:29:04 PM,30389,158,-64
2020-07-21 6:32:48 PM,2020-07-21 6:34:20 PM,30385,92,-18
2020-07-21 6:32:18 PM,2020-07-21 6:35:44 PM,30389,206,-74
2020-07-21 6:36:54 PM,2020-07-21 6:36:54 PM,30385,0,-84
2020-07-21 6:38:24 PM,2020-07-21 6:39:00 PM,30385,36,4
2020-07-21 6:41:39 PM,2020-07-21 6:41:39 PM,30385,0,-84
2020-07-21 6:47:23 PM,2020-07-21 6:48:09 PM,30385,46,52
2020-07-21 7:00:12 PM,2020-07-21 7:00:12 PM,30385,0,-82
2020-07-21 7:10:58 PM,2020-07-21 7:11:28 PM,30385,30,6
2020-07-21 7:13:26 PM,2020-07-21 7:13:26 PM,30385,0,-82
2020-07-21 7:23:05 PM,2020-07-21 7:23:05 PM,30385,0,-81
2020-07-21 7:24:12 PM,2020-07-21 7:24:12 PM,30385,0,-75
2020-07-21 7:26:39 PM,2020-07-21 7:26:42 PM,30385,3,43
2020-07-21 7:32:29 PM,2020-07-21 7:32:29 PM,30385,0,-72
2020-07-21 7:37:19 PM,2020-07-21 7:37:19 PM,30385,0,-83
2020-07-21 8:01:17 PM,2020-07-21 8:01:17 PM,30385,0,-85
2020-07-21 8:22:12 PM,2020-07-21 8:22:18 PM,30380,6,5
2020-07-21 8:22:16 PM,2020-07-21 8:22:16 PM,30385,0,-80
2020-07-21 8:23:42 PM,2020-07-21 8:23:42 PM,30380,0,-82
2020-07-21 8:24:54 PM,2020-07-21 8:24:54 PM,30380,0,-83
2020-07-21 8:26:37 PM,2020-07-21 8:27:40 PM,30385,63,-57
2020-07-21 8:41:21 PM,2020-07-21 8:41:24 PM,30390,3,44
2020-07-21 8:52:09 PM,2020-07-21 8:52:36 PM,30389,27,-48
2020-07-21 8:53:40 PM,2020-07-21 8:53:55 PM,30389,15,-28
2020-07-21 9:04:09 PM,2020-07-21 9:04:15 PM,30389,6,52
2020-07-21 9:14:55 PM,2020-07-21 9:14:55 PM,30380,0,-84
2020-07-21 9:21:59 PM,2020-07-21 9:21:59 PM,30380,0,-84
2020-07-21 9:28:38 PM,2020-07-21 9:28:38 PM,30389,0,-83
2020-07-22 1:17:41 AM,2020-07-22 1:17:41 AM,30390,0,-84
2020-07-22 4:08:28 AM,2020-07-22 4:08:28 AM,30385,0,-80
2020-07-22 4:09:41 AM,2020-07-22 4:09:41 AM,30389,0,-83
2020-07-22 4:10:40 AM,2020-07-22 4:10:43 AM,30385,3,46
2020-07-22 4:11:44 AM,2020-07-22 4:11:44 AM,30385,0,-87
2020-07-22 4:17:06 AM,2020-07-22 4:17:06 AM,30389,0,-83
2020-07-22 4:18:31 AM,2020-07-22 4:18:31 AM,30389,0,-84
2020-07-22 4:21:11 AM,2020-07-22 4:21:11 AM,30389,0,-86
2020-07-22 4:21:37 AM,2020-07-22 4:22:28 AM,30385,51,-52
2020-07-22 4:26:24 AM,2020-07-22 4:28:51 AM,30389,147,-57
2020-07-22 4:30:05 AM,2020-07-22 4:30:41 AM,30389,36,-17
2020-07-22 5:03:39 AM,2020-07-22 5:04:18 AM,30389,39,50
2020-07-22 7:49:34 AM,2020-07-22 7:49:34 AM,30390,0,-81
2020-07-22 8:18:18 AM,2020-07-22 8:18:18 AM,30385,0,-81
2020-07-22 8:23:00 AM,2020-07-22 8:23:00 AM,30385,0,-84
2020-07-22 8:24:30 AM,2020-07-22 8:24:30 AM,30385,0,-87
2020-07-22 4:32:59 PM,2020-07-22 4:33:02 PM,30390,3,49
2020-07-22 5:47:19 PM,2020-07-22 5:48:28 PM,30389,69,-26
2020-07-22 7:18:11 PM,2020-07-22 7:19:02 PM,30389,51,-63
2020-07-22 8:59:38 PM,2020-07-22 8:59:38 PM,30390,0,-81
2020-07-22 9:01:10 PM,2020-07-22 9:01:10 PM,30390,0,-75
2020-07-22 9:08:13 PM,2020-07-22 9:08:13 PM,30390,0,-84
2020-07-22 9:13:16 PM,2020-07-22 9:13:16 PM,30390,0,-83
2020-07-23 2:25:34 AM,2020-07-23 2:25:34 AM,30385,0,-83
2020-07-23 2:39:52 AM,2020-07-23 2:40:05 AM,30385,13,45
2020-07-23 2:51:26 AM,2020-07-23 2:51:29 AM,30385,3,45
2020-07-23 2:54:35 AM,2020-07-23 2:54:47 AM,30389,12,17
2020-07-23 2:58:56 AM,2020-07-23 2:58:56 AM,30390,0,-79
2020-07-23 3:13:50 AM,2020-07-23 3:13:50 AM,30385,0,-85
2020-07-23 3:31:43 AM,2020-07-23 3:31:46 AM,30385,3,46
2020-07-23 3:42:29 AM,2020-07-23 3:42:29 AM,30385,0,-82
2020-07-23 3:52:22 AM,2020-07-23 3:55:44 AM,30385,202,-64
2020-07-23 4:03:16 AM,2020-07-23 4:03:16 AM,30389,0,-87
2020-07-23 4:04:46 AM,2020-07-23 4:04:46 AM,30389,0,-84
2020-07-23 4:06:19 AM,2020-07-23 4:07:47 AM,30389,88,-39
2020-07-23 4:20:50 AM,2020-07-23 4:22:03 AM,30385,73,-44
2020-07-23 4:26:17 AM,2020-07-23 4:29:35 AM,30385,198,-70
2020-07-23 4:35:41 AM,2020-07-23 4:35:47 AM,30385,6,45
2020-07-23 4:37:35 AM,2020-07-23 4:38:14 AM,30385,39,2
2020-07-23 4:41:16 AM,2020-07-23 4:41:16 AM,30380,0,-82
2020-07-23 5:44:05 AM,2020-07-23 5:44:16 AM,30380,11,45
2020-07-23 6:03:01 AM,2020-07-23 6:03:26 AM,30380,25,-19
2020-07-23 6:05:32 AM,2020-07-23 6:05:35 AM,30380,3,47
2020-07-23 6:09:16 AM,2020-07-23 6:09:16 AM,30380,0,-83
2020-07-23 6:14:46 AM,2020-07-23 6:14:49 AM,30380,3,45
2020-07-23 6:27:48 AM,2020-07-23 6:27:56 AM,30380,8,44
2020-07-23 6:29:40 AM,2020-07-23 6:29:43 AM,30380,3,46
2020-07-23 6:31:46 AM,2020-07-23 6:31:46 AM,30390,0,-83
2020-07-23 7:09:04 AM,2020-07-23 7:09:10 AM,30390,6,4
2020-07-23 12:12:37 PM,2020-07-23 12:12:37 PM,30385,0,-84
2020-07-23 2:26:41 PM,2020-07-23 2:26:41 PM,30390,0,-83
2020-07-23 5:40:20 PM,2020-07-23 5:40:20 PM,30380,0,-85
2020-07-23 9:21:32 PM,2020-07-23 9:21:44 PM,30389,12,12
2020-07-23 9:28:48 PM,2020-07-23 9:28:48 PM,30389,0,-83
2020-07-23 9:38:21 PM,2020-07-23 9:38:27 PM,30385,6,3
2020-07-23 9:39:48 PM,2020-07-23 9:39:51 PM,30385,3,44
2020-07-23 9:46:31 PM,2020-07-23 9:46:31 PM,30385,0,-85
2020-07-23 9:48:06 PM,2020-07-23 9:48:06 PM,30380,0,-79
2020-07-23 9:49:15 PM,2020-07-23 9:49:18 PM,30390,3,46
2020-07-23 9:49:39 PM,2020-07-23 9:49:39 PM,30385,0,-82
2020-07-23 9:50:51 PM,2020-07-23 9:52:09 PM,30390,78,-55
2020-07-23 9:52:22 PM,2020-07-23 9:52:22 PM,30385,0,-80
2020-07-23 9:53:43 PM,2020-07-23 9:53:43 PM,30390,0,-84
2020-07-23 9:59:44 PM,2020-07-23 9:59:44 PM,30385,0,-84
2020-07-23 9:57:23 PM,2020-07-23 10:02:45 PM,30390,322,-68
2020-07-23 10:04:55 PM,2020-07-23 10:04:55 PM,30385,0,-83
2020-07-23 10:05:33 PM,2020-07-23 10:06:03 PM,30390,30,51
2020-07-23 10:07:32 PM,2020-07-23 10:07:32 PM,30385,0,-84
2020-07-23 10:09:19 PM,2020-07-23 10:09:19 PM,30390,0,-83
2020-07-23 10:11:26 PM,2020-07-23 10:12:02 PM,30385,36,45
2020-07-23 10:11:48 PM,2020-07-23 10:12:12 PM,30390,24,-39
2020-07-23 10:14:12 PM,2020-07-23 10:14:21 PM,30390,9,47
2020-07-23 10:15:35 PM,2020-07-23 10:15:56 PM,30390,21,3
2020-07-23 10:16:59 PM,2020-07-23 10:17:05 PM,30385,6,4
2020-07-23 10:17:59 PM,2020-07-23 10:22:33 PM,30390,274,-64
2020-07-23 10:21:17 PM,2020-07-23 10:22:05 PM,30385,48,1
2020-07-23 10:24:18 PM,2020-07-23 10:24:30 PM,30390,12,2
2020-07-23 10:27:57 PM,2020-07-23 10:29:46 PM,30390,109,-51
2020-07-23 10:33:37 PM,2020-07-23 10:33:37 PM,30390,0,-85
2020-07-23 10:36:20 PM,2020-07-23 10:36:20 PM,30385,0,-84
2020-07-23 10:35:36 PM,2020-07-23 10:37:45 PM,30390,129,-61
2020-07-23 10:37:59 PM,2020-07-23 10:37:59 PM,30385,0,-79
2020-07-23 10:39:03 PM,2020-07-23 10:40:30 PM,30390,87,-59
2020-07-23 10:41:34 PM,2020-07-23 10:42:19 PM,30390,45,4
2020-07-23 10:42:17 PM,2020-07-23 10:42:17 PM,30385,0,-80
2020-07-23 10:46:14 PM,2020-07-23 10:49:08 PM,30385,174,-63
2020-07-23 10:44:04 PM,2020-07-23 10:52:34 PM,30390,510,-76
2020-07-23 10:53:37 PM,2020-07-23 10:53:43 PM,30390,6,44
2020-07-23 10:55:46 PM,2020-07-23 10:58:20 PM,30390,154,-64
2020-07-23 10:57:14 PM,2020-07-23 10:59:54 PM,30385,160,-69
2020-07-23 10:59:56 PM,2020-07-23 10:59:56 PM,30390,0,-82
2020-07-23 11:03:31 PM,2020-07-23 11:04:28 PM,30390,57,-31
2020-07-23 11:04:39 PM,2020-07-23 11:04:42 PM,30385,3,43
2020-07-23 11:06:51 PM,2020-07-23 11:07:48 PM,30390,57,-47
2020-07-23 11:07:30 PM,2020-07-23 11:07:57 PM,30385,27,-41
2020-07-23 11:09:03 PM,2020-07-23 11:09:28 PM,30390,25,2
2020-07-23 11:09:33 PM,2020-07-23 11:09:33 PM,30385,0,-83
2020-07-23 11:11:09 PM,2020-07-23 11:12:33 PM,30390,84,-54
2020-07-23 11:12:48 PM,2020-07-23 11:13:24 PM,30385,36,-46
2020-07-23 11:14:57 PM,2020-07-23 11:14:57 PM,30385,0,-80
2020-07-23 11:27:16 PM,2020-07-23 11:27:52 PM,30389,36,-24
2020-07-23 11:28:58 PM,2020-07-23 11:29:22 PM,30389,24,1
2020-07-23 11:27:17 PM,2020-07-23 11:29:53 PM,30385,156,-64
2020-07-23 11:28:00 PM,2020-07-23 11:30:42 PM,30390,162,-58
2020-07-23 11:31:59 PM,2020-07-23 11:34:53 PM,30385,174,-72
2020-07-23 11:36:23 PM,2020-07-23 11:37:18 PM,30385,55,-41
2020-07-24 12:40:42 AM,2020-07-24 12:40:45 AM,30390,3,48
2020-07-24 12:41:57 AM,2020-07-24 12:41:57 AM,30390,0,-85
2020-07-24 12:43:45 AM,2020-07-24 12:43:48 AM,30390,3,49
2020-07-24 12:56:04 AM,2020-07-24 12:56:04 AM,30390,0,-84
2020-07-24 12:57:41 AM,2020-07-24 12:57:50 AM,30390,9,3
2020-07-24 1:03:36 AM,2020-07-24 1:03:39 AM,30390,3,44
2020-07-24 1:09:04 AM,2020-07-24 1:09:10 AM,30390,6,2
2020-07-24 1:34:47 AM,2020-07-24 1:34:53 AM,30390,6,3
2020-07-24 1:55:21 AM,2020-07-24 1:55:21 AM,30380,0,-79
2020-07-24 2:13:02 AM,2020-07-24 2:13:02 AM,30385,0,-82
2020-07-24 3:52:34 AM,2020-07-24 3:52:40 AM,30385,6,43
2020-07-24 3:54:04 AM,2020-07-24 3:54:04 AM,30385,0,-83
2020-07-24 4:03:24 AM,2020-07-24 4:03:24 AM,30390,0,-84
2020-07-24 4:05:56 AM,2020-07-24 4:06:00 AM,30389,4,60
2020-07-24 4:11:39 AM,2020-07-24 4:12:15 AM,30390,36,-27
2020-07-24 4:12:20 AM,2020-07-24 4:12:29 AM,30385,9,48
2020-07-24 4:13:56 AM,2020-07-24 4:13:56 AM,30385,0,-79
2020-07-24 4:21:33 AM,2020-07-24 4:22:03 AM,30389,30,-55
2020-07-24 4:22:16 AM,2020-07-24 4:23:02 AM,30385,46,-19
2020-07-24 4:39:50 AM,2020-07-24 4:39:50 AM,30380,0,-79
2020-07-24 4:42:29 AM,2020-07-24 4:42:32 AM,30385,3,43
2020-07-24 4:43:32 AM,2020-07-24 4:44:14 AM,30385,42,-19
2020-07-24 4:51:23 AM,2020-07-24 4:51:38 AM,30389,15,-24
2020-07-24 5:01:57 AM,2020-07-24 5:02:36 AM,30389,39,-57
2020-07-24 5:03:46 AM,2020-07-24 5:04:58 AM,30389,72,-62
2020-07-24 5:05:02 AM,2020-07-24 5:05:05 AM,30380,3,45
2020-07-24 5:08:58 AM,2020-07-24 5:08:58 AM,30380,0,-84
2020-07-24 5:09:44 AM,2020-07-24 5:09:59 AM,30389,15,47
2020-07-24 5:16:29 AM,2020-07-24 5:16:29 AM,30385,0,-81
2020-07-24 5:16:29 AM,2020-07-24 5:16:35 AM,30389,6,60
2020-07-24 5:18:17 AM,2020-07-24 5:18:23 AM,30389,6,48
2020-07-24 5:18:22 AM,2020-07-24 5:18:22 AM,30385,0,-75
2020-07-24 5:23:32 AM,2020-07-24 5:23:32 AM,30385,0,-86
2020-07-24 5:28:21 AM,2020-07-24 5:28:21 AM,30385,0,-84
2020-07-24 5:32:13 AM,2020-07-24 5:34:15 AM,30385,122,-66
2020-07-24 5:36:29 AM,2020-07-24 5:36:29 AM,30385,0,-82
2020-07-24 5:40:07 AM,2020-07-24 5:40:07 AM,30389,0,-85
2020-07-24 5:41:14 AM,2020-07-24 5:41:14 AM,30389,0,-84
2020-07-24 5:48:02 AM,2020-07-24 5:48:02 AM,30385,0,-84
2020-07-24 5:52:24 AM,2020-07-24 5:54:58 AM,30385,154,-68
2020-07-24 5:57:53 AM,2020-07-24 5:58:44 AM,30385,51,-57
2020-07-24 6:01:23 AM,2020-07-24 6:04:44 AM,30385,201,-74
2020-07-24 6:06:13 AM,2020-07-24 6:06:13 AM,30385,0,-82
2020-07-24 6:08:48 AM,2020-07-24 6:09:27 AM,30385,39,-40
2020-07-24 6:11:19 AM,2020-07-24 6:14:48 AM,30385,209,-58
2020-07-24 6:18:47 AM,2020-07-24 6:18:47 AM,30385,0,-81
2020-07-24 6:19:47 AM,2020-07-24 6:19:47 AM,30385,0,-83
2020-07-24 6:22:17 AM,2020-07-24 6:23:38 AM,30385,81,-55
2020-07-24 6:26:17 AM,2020-07-24 6:26:26 AM,30385,9,1
2020-07-24 6:27:34 AM,2020-07-24 6:29:46 AM,30385,132,-69
2020-07-24 6:33:07 AM,2020-07-24 6:33:07 AM,30380,0,-79
2020-07-24 1:31:56 PM,2020-07-24 1:32:02 PM,30389,6,45
2020-07-24 3:02:38 PM,2020-07-24 3:02:38 PM,30390,0,-75
2020-07-24 3:06:03 PM,2020-07-24 3:06:27 PM,30390,24,48
2020-07-24 3:08:24 PM,2020-07-24 3:08:24 PM,30390,0,-85
2020-07-24 3:27:15 PM,2020-07-24 3:28:52 PM,30385,97,-19
2020-07-24 3:31:36 PM,2020-07-24 3:32:27 PM,30389,51,-47
2020-07-24 3:49:27 PM,2020-07-24 3:49:27 PM,30385,0,-81
2020-07-24 4:57:31 PM,2020-07-24 4:57:31 PM,30385,0,-77
2020-07-24 5:01:57 PM,2020-07-24 5:01:57 PM,30385,0,-84
2020-07-24 6:02:11 PM,2020-07-24 6:02:40 PM,30390,29,2
2020-07-24 6:23:32 PM,2020-07-24 6:23:32 PM,30390,0,-83
2020-07-24 8:43:18 PM,2020-07-24 8:43:18 PM,30390,0,-82
2020-07-24 8:44:21 PM,2020-07-24 8:44:21 PM,30390,0,-84
2020-07-24 9:01:20 PM,2020-07-24 9:01:20 PM,30390,0,-83
2020-07-24 9:06:36 PM,2020-07-24 9:06:36 PM,30390,0,-82
2020-07-24 9:24:03 PM,2020-07-24 9:24:03 PM,30390,0,-82
2020-07-24 9:25:32 PM,2020-07-24 9:25:47 PM,30390,15,-39
2020-07-24 9:30:54 PM,2020-07-24 9:31:27 PM,30390,33,-48
2020-07-24 9:33:11 PM,2020-07-24 9:33:56 PM,30390,45,2
2020-07-24 9:37:16 PM,2020-07-24 9:37:19 PM,30390,3,48
2020-07-24 9:40:55 PM,2020-07-24 9:41:13 PM,30390,18,42
2020-07-24 9:47:54 PM,2020-07-24 9:48:48 PM,30390,54,-40
2020-07-24 9:50:39 PM,2020-07-24 9:50:39 PM,30390,0,-84
2020-07-24 9:54:58 PM,2020-07-24 9:54:58 PM,30390,0,-82
2020-07-24 10:00:18 PM,2020-07-24 10:00:18 PM,30390,0,-84
2020-07-24 10:01:24 PM,2020-07-24 10:02:00 PM,30390,36,-15
2020-07-24 10:03:08 PM,2020-07-24 10:03:08 PM,30390,0,-83
2020-07-24 10:16:59 PM,2020-07-24 10:16:59 PM,30390,0,-84
2020-07-24 10:44:11 PM,2020-07-24 10:44:11 PM,30390,0,-80
2020-07-24 10:56:53 PM,2020-07-24 10:57:29 PM,30385,36,3
2020-07-24 10:59:05 PM,2020-07-24 10:59:29 PM,30390,24,48
2020-07-24 11:02:58 PM,2020-07-24 11:03:07 PM,30385,9,5
2020-07-24 11:04:13 PM,2020-07-24 11:04:50 PM,30385,37,6
2020-07-24 11:29:00 PM,2020-07-24 11:29:00 PM,30385,0,-83
2020-07-24 11:32:48 PM,2020-07-24 11:33:00 PM,30385,12,-25
2020-07-24 11:40:09 PM,2020-07-24 11:40:42 PM,30385,33,-34
2020-07-24 11:44:04 PM,2020-07-24 11:44:04 PM,30390,0,-79
2020-07-24 11:57:24 PM,2020-07-24 11:58:00 PM,30389,36,-54
2020-07-24 11:57:24 PM,2020-07-24 11:57:30 PM,30385,6,5
2020-07-24 11:57:59 PM,2020-07-24 11:58:02 PM,30390,3,45
2020-07-25 12:09:31 AM,2020-07-25 12:10:28 AM,30380,57,-56
2020-07-25 12:34:14 AM,2020-07-25 12:34:14 AM,30380,0,-79
2020-07-25 1:30:31 AM,2020-07-25 1:30:31 AM,30380,0,-82
2020-07-25 1:31:18 AM,2020-07-25 1:31:18 AM,30385,0,-86
2020-07-25 1:35:50 AM,2020-07-25 1:35:50 AM,30385,0,-78
2020-07-25 1:41:39 AM,2020-07-25 1:42:40 AM,30385,61,-20
