Product Type: Litetrack LR
Product ID: 80378
Firmware Version: V8.99.0

Start Time [GMT],Stop Time [GMT],Proximity ID,Session Time [s],Average RSSI [dBm]
2020-08-06 12:49:29 AM,2020-08-06 12:49:29 AM,30389,0,-84
2020-08-06 12:54:08 AM,2020-08-06 12:54:20 AM,30385,12,46
2020-08-06 12:54:47 AM,2020-08-06 12:54:47 AM,30389,0,-83
2020-08-06 12:54:51 AM,2020-08-06 12:54:51 AM,30390,0,-79
2020-08-06 12:56:26 AM,2020-08-06 12:56:35 AM,30385,9,1
2020-08-06 12:59:53 AM,2020-08-06 12:59:56 AM,30385,3,45
2020-08-06 1:01:14 AM,2020-08-06 1:01:20 AM,30385,6,47
2020-08-06 1:03:01 AM,2020-08-06 1:03:01 AM,30385,0,-84
2020-08-06 1:03:12 AM,2020-08-06 1:04:33 AM,30390,81,-59
2020-08-06 1:06:15 AM,2020-08-06 1:06:21 AM,30385,6,44
2020-08-06 1:06:18 AM,2020-08-06 1:06:18 AM,30389,0,-82
2020-08-06 1:08:56 AM,2020-08-06 1:09:15 AM,30385,19,-40
2020-08-06 1:11:22 AM,2020-08-06 1:13:41 AM,30385,139,-69
2020-08-06 1:14:10 AM,2020-08-06 1:14:37 AM,30389,27,-33
2020-08-06 1:15:25 AM,2020-08-06 1:15:25 AM,30390,0,-80
2020-08-06 1:17:38 AM,2020-08-06 1:17:38 AM,30385,0,-80
2020-08-06 1:18:38 AM,2020-08-06 1:18:38 AM,30385,0,-82
2020-08-06 1:19:20 AM,2020-08-06 1:19:20 AM,30390,0,-84
2020-08-06 1:22:19 AM,2020-08-06 1:23:01 AM,30390,42,4
2020-08-06 1:23:11 AM,2020-08-06 1:24:38 AM,30385,87,-62
2020-08-06 1:26:05 AM,2020-08-06 1:26:58 AM,30390,53,43
2020-08-06 1:29:04 AM,2020-08-06 1:29:52 AM,30385,48,-57
2020-08-06 1:29:41 AM,2020-08-06 1:29:41 AM,30389,0,-84
2020-08-06 1:31:23 AM,2020-08-06 1:32:42 AM,30385,79,-64
2020-08-06 1:32:25 AM,2020-08-06 1:32:25 AM,30389,0,-86
2020-08-06 1:29:49 AM,2020-08-06 1:33:20 AM,30390,211,-60
2020-08-06 1:34:07 AM,2020-08-06 1:34:10 AM,30389,3,45
2020-08-06 2:02:29 AM,2020-08-06 2:02:29 AM,30390,0,-83
2020-08-06 2:03:41 AM,2020-08-06 2:03:47 AM,30390,6,42
2020-08-06 2:16:50 AM,2020-08-06 2:16:56 AM,30390,6,4
2020-08-06 2:17:15 AM,2020-08-06 2:17:18 AM,30389,3,44
2020-08-06 3:50:51 AM,2020-08-06 3:50:51 AM,30390,0,-83
2020-08-06 3:09:55 PM,2020-08-06 3:09:55 PM,30385,0,-83
2020-08-06 3:11:32 PM,2020-08-06 3:11:32 PM,30385,0,-83
2020-08-06 3:13:53 PM,2020-08-06 3:13:53 PM,30385,0,-85
2020-08-06 3:23:24 PM,2020-08-06 3:24:30 PM,30385,66,-40
2020-08-06 3:27:47 PM,2020-08-06 3:27:47 PM,30385,0,-79
2020-08-06 3:29:38 PM,2020-08-06 3:29:38 PM,30385,0,-84
2020-08-06 3:32:17 PM,2020-08-06 3:32:17 PM,30389,0,-77
2020-08-06 3:33:33 PM,2020-08-06 3:33:33 PM,30389,0,-79
2020-08-06 3:36:50 PM,2020-08-06 3:36:50 PM,30385,0,-84
2020-08-06 3:54:06 PM,2020-08-06 3:54:06 PM,30389,0,-83
2020-08-06 3:55:07 PM,2020-08-06 3:56:38 PM,30389,91,-65
2020-08-06 3:54:36 PM,2020-08-06 3:58:15 PM,30385,219,-69
2020-08-06 3:59:24 PM,2020-08-06 3:59:24 PM,30380,0,-83
2020-08-06 4:17:24 PM,2020-08-06 4:17:42 PM,30390,18,5
2020-08-06 4:30:25 PM,2020-08-06 4:30:25 PM,30389,0,-84
2020-08-06 4:41:55 PM,2020-08-06 4:43:47 PM,30390,112,-30
2020-08-06 4:47:31 PM,2020-08-06 4:47:31 PM,30390,0,-81
2020-08-06 4:59:46 PM,2020-08-06 4:59:46 PM,30390,0,-83
2020-08-06 5:16:18 PM,2020-08-06 5:16:18 PM,30390,0,-84
2020-08-06 5:18:20 PM,2020-08-06 5:18:26 PM,30380,6,45
2020-08-06 5:26:28 PM,2020-08-06 5:28:38 PM,30390,130,-64
2020-08-06 5:31:02 PM,2020-08-06 5:31:08 PM,30390,6,2
2020-08-06 5:32:34 PM,2020-08-06 5:32:34 PM,30390,0,-82
2020-08-06 5:33:44 PM,2020-08-06 5:33:44 PM,30380,0,-83
2020-08-06 5:33:46 PM,2020-08-06 5:33:46 PM,30390,0,-79
2020-08-06 5:34:50 PM,2020-08-06 5:35:52 PM,30390,62,-19
2020-08-06 5:38:49 PM,2020-08-06 5:38:49 PM,30390,0,-82
2020-08-07 1:41:03 AM,2020-08-07 1:41:09 AM,30390,6,45
2020-08-07 4:39:18 AM,2020-08-07 4:39:42 AM,30385,24,44
2020-08-07 4:45:19 AM,2020-08-07 4:45:19 AM,30385,0,-84
2020-08-07 4:48:01 AM,2020-08-07 4:48:01 AM,30385,0,-79
2020-08-07 4:54:26 AM,2020-08-07 4:54:26 AM,30385,0,-82
2020-08-07 6:34:11 AM,2020-08-07 6:34:11 AM,30385,0,-80
2020-08-07 6:40:14 AM,2020-08-07 6:40:32 AM,30385,18,-18
2020-08-07 7:14:10 AM,2020-08-07 7:14:10 AM,30389,0,-84
2020-08-07 8:29:00 AM,2020-08-07 8:29:57 AM,30390,57,44
2020-08-07 2:03:03 PM,2020-08-07 2:03:03 PM,30389,0,-83
2020-08-07 2:04:02 PM,2020-08-07 2:04:11 PM,30380,9,5
2020-08-07 7:52:54 PM,2020-08-07 7:52:54 PM,30390,0,-84
2020-08-07 8:00:27 PM,2020-08-07 8:00:27 PM,30390,0,-86
2020-08-07 8:21:11 PM,2020-08-07 8:21:11 PM,30390,0,-85
2020-08-07 8:54:15 PM,2020-08-07 8:54:24 PM,30390,9,0
2020-08-07 8:55:54 PM,2020-08-07 9:24:37 PM,30390,1723,-81
2020-08-07 9:25:43 PM,2020-08-07 9:29:39 PM,30390,236,-74
2020-08-07 9:36:00 PM,2020-08-07 9:36:30 PM,30390,30,43
2020-08-07 9:47:42 PM,2020-08-07 10:03:34 PM,30390,952,-78
2020-08-07 10:06:08 PM,2020-08-07 10:06:08 PM,30390,0,-86
2020-08-07 10:21:00 PM,2020-08-07 10:21:00 PM,30390,0,-85
2020-08-07 10:54:00 PM,2020-08-07 10:54:18 PM,30390,18,-25
2020-08-08 6:29:48 AM,2020-08-08 6:31:23 AM,30385,95,-61
2020-08-08 1:55:45 PM,2020-08-08 1:56:48 PM,30385,63,-22
2020-08-09 3:22:16 AM,2020-08-09 3:22:16 AM,30390,0,-81
2020-08-09 4:11:13 AM,2020-08-09 4:11:13 AM,30390,0,-85
2020-08-09 5:15:38 AM,2020-08-09 5:15:44 AM,30389,6,8
2020-08-09 5:15:44 AM,2020-08-09 5:16:32 AM,30390,48,-56
2020-08-09 5:16:45 AM,2020-08-09 5:17:24 AM,30389,39,48
2020-08-09 5:17:00 AM,2020-08-09 5:17:00 AM,30385,0,-85
2020-08-09 6:22:05 AM,2020-08-09 6:22:05 AM,30385,0,-80
2020-08-09 6:51:39 AM,2020-08-09 6:51:39 AM,30385,0,-84
2020-08-09 8:27:30 AM,2020-08-09 8:27:30 AM,30385,0,-72
2020-08-09 8:28:40 AM,2020-08-09 8:29:25 AM,30389,45,1
2020-08-09 8:30:29 AM,2020-08-09 8:31:47 AM,30385,78,-41
2020-08-09 8:38:14 AM,2020-08-09 8:38:23 AM,30385,9,43
2020-08-09 8:44:15 AM,2020-08-09 8:46:46 AM,30385,151,-71
2020-08-09 8:51:46 AM,2020-08-09 8:51:46 AM,30385,0,-85
2020-08-09 8:52:57 AM,2020-08-09 8:54:37 AM,30385,100,-65
2020-08-09 10:16:34 AM,2020-08-09 10:16:34 AM,30385,0,-85
2020-08-09 12:57:45 PM,2020-08-09 12:57:45 PM,30385,0,-85
2020-08-09 5:18:02 PM,2020-08-09 5:18:02 PM,30385,0,-82
2020-08-09 6:14:09 PM,2020-08-09 6:14:09 PM,30380,0,-80
2020-08-09 6:22:44 PM,2020-08-09 6:22:44 PM,30385,0,-83
2020-08-09 6:27:41 PM,2020-08-09 6:28:21 PM,30380,40,-49
2020-08-09 6:42:18 PM,2020-08-09 6:44:53 PM,30390,155,-67
2020-08-09 7:04:16 PM,2020-08-09 7:04:55 PM,30385,39,-48
2020-08-09 7:13:00 PM,2020-08-09 7:13:00 PM,30380,0,-81
2020-08-09 7:22:09 PM,2020-08-09 7:24:27 PM,30385,138,-68
2020-08-09 7:29:51 PM,2020-08-09 7:29:51 PM,30385,0,-86
2020-08-09 8:09:47 PM,2020-08-09 8:09:56 PM,30389,9,-17
2020-08-09 8:09:56 PM,2020-08-09 8:09:56 PM,30385,0,-82
2020-08-09 8:12:17 PM,2020-08-09 8:12:44 PM,30389,27,2
2020-08-10 3:11:49 AM,2020-08-10 3:11:49 AM,30390,0,-83
2020-08-10 3:27:31 AM,2020-08-10 3:27:31 AM,30390,0,-84
2020-08-10 5:50:26 AM,2020-08-10 5:50:47 AM,30385,21,52
2020-08-10 5:52:08 AM,2020-08-10 5:52:59 AM,30385,51,49
2020-08-10 5:57:05 AM,2020-08-10 5:57:05 AM,30385,0,-78
2020-08-10 5:59:02 AM,2020-08-10 5:59:02 AM,30385,0,-76
2020-08-10 6:56:43 AM,2020-08-10 6:56:58 AM,30390,15,4
2020-08-10 7:00:48 AM,2020-08-10 7:00:48 AM,30385,0,-81
2020-08-10 7:00:49 AM,2020-08-10 7:00:49 AM,30390,0,-83
2020-08-10 7:02:31 AM,2020-08-10 7:02:31 AM,30385,0,-82
2020-08-10 7:03:49 AM,2020-08-10 7:03:49 AM,30385,0,-84
2020-08-10 7:05:58 AM,2020-08-10 7:06:46 AM,30385,48,-18
2020-08-10 7:09:06 AM,2020-08-10 7:09:06 AM,30390,0,-81
2020-08-10 7:20:33 AM,2020-08-10 7:20:33 AM,30389,0,-83
2020-08-10 7:21:07 AM,2020-08-10 7:21:10 AM,30385,3,51
2020-08-10 7:25:16 AM,2020-08-10 7:25:16 AM,30385,0,-83
2020-08-10 7:28:59 AM,2020-08-10 7:28:59 AM,30385,0,-77
2020-08-10 7:29:01 AM,2020-08-10 7:29:01 AM,30389,0,-82
2020-08-10 7:37:42 AM,2020-08-10 7:37:54 AM,30390,12,43
2020-08-10 7:47:38 AM,2020-08-10 7:47:38 AM,30385,0,-83
2020-08-10 7:47:51 AM,2020-08-10 7:47:51 AM,30390,0,-75
2020-08-10 12:44:10 PM,2020-08-10 12:44:10 PM,30390,0,-83
2020-08-10 2:07:14 PM,2020-08-10 2:07:14 PM,30390,0,-82
2020-08-10 2:08:26 PM,2020-08-10 2:08:26 PM,30390,0,-81
2020-08-10 2:49:46 PM,2020-08-10 2:49:46 PM,30390,0,-83
2020-08-10 2:56:12 PM,2020-08-10 2:56:12 PM,30389,0,-78
2020-08-10 2:58:10 PM,2020-08-10 2:58:10 PM,30390,0,-81
2020-08-10 2:59:43 PM,2020-08-10 2:59:52 PM,30385,9,2
2020-08-10 3:01:28 PM,2020-08-10 3:01:28 PM,30385,0,-84
2020-08-10 3:06:17 PM,2020-08-10 3:06:52 PM,30385,35,-42
2020-08-10 3:08:36 PM,2020-08-10 3:08:36 PM,30385,0,-86
2020-08-10 3:16:25 PM,2020-08-10 3:16:25 PM,30389,0,-82
2020-08-10 3:28:56 PM,2020-08-10 3:29:08 PM,30385,12,-29
2020-08-10 9:27:40 PM,2020-08-10 9:28:20 PM,30380,40,46
2020-08-10 9:39:33 PM,2020-08-10 9:39:33 PM,30385,0,-81
2020-08-11 1:18:37 AM,2020-08-11 1:18:53 AM,30390,16,-32
2020-08-11 4:16:42 PM,2020-08-11 4:18:08 PM,30385,86,-51
2020-08-11 5:32:02 PM,2020-08-11 5:32:02 PM,30385,0,-84
2020-08-11 5:34:12 PM,2020-08-11 5:34:12 PM,30385,0,-83
2020-08-11 5:50:48 PM,2020-08-11 5:50:48 PM,30389,0,-87
2020-08-12 1:01:31 AM,2020-08-12 1:01:49 AM,30390,18,-31
2020-08-12 1:03:05 AM,2020-08-12 1:03:05 AM,30390,0,-83
2020-08-12 1:13:39 AM,2020-08-12 1:14:27 AM,30390,48,43
2020-08-12 3:32:04 AM,2020-08-12 3:34:57 AM,30389,173,-64
2020-08-12 3:49:38 AM,2020-08-12 3:49:56 AM,30385,18,-44
2020-08-12 4:41:55 AM,2020-08-12 4:42:04 AM,30390,9,44
2020-08-12 4:42:39 AM,2020-08-12 4:42:39 AM,30389,0,-82
2020-08-12 4:45:11 AM,2020-08-12 4:45:11 AM,30389,0,-82
2020-08-12 6:16:14 AM,2020-08-12 6:16:14 AM,30389,0,-72
2020-08-12 6:58:20 AM,2020-08-12 6:59:50 AM,30380,90,-60
2020-08-12 7:02:39 AM,2020-08-12 7:05:04 AM,30380,145,-63
2020-08-12 7:07:39 AM,2020-08-12 7:10:14 AM,30380,155,-59
2020-08-12 7:13:58 AM,2020-08-12 7:13:58 AM,30380,0,-78
2020-08-12 7:20:50 AM,2020-08-12 7:20:50 AM,30389,0,-68
2020-08-12 7:52:21 AM,2020-08-12 7:52:21 AM,30390,0,-84
2020-08-12 9:26:07 AM,2020-08-12 9:32:47 AM,30389,400,-67
2020-08-12 9:36:31 AM,2020-08-12 9:37:23 AM,30389,52,6
2020-08-12 9:44:30 AM,2020-08-12 9:44:33 AM,30389,3,44
2020-08-12 9:44:33 AM,2020-08-12 9:44:42 AM,30385,9,44
2020-08-12 9:45:39 AM,2020-08-12 9:45:39 AM,30389,0,-78
2020-08-12 12:51:38 PM,2020-08-12 12:51:38 PM,30380,0,-74
2020-08-12 12:52:51 PM,2020-08-12 12:54:59 PM,30380,128,-61
2020-08-12 12:57:24 PM,2020-08-12 12:57:24 PM,30389,0,-82
2020-08-12 12:57:39 PM,2020-08-12 12:59:57 PM,30380,138,-64
2020-08-12 1:02:39 PM,2020-08-12 1:04:59 PM,30380,140,-64
2020-08-12 1:07:39 PM,2020-08-12 1:09:57 PM,30380,138,-60
2020-08-12 1:08:38 PM,2020-08-12 1:09:53 PM,30385,75,-66
2020-08-12 1:11:17 PM,2020-08-12 1:11:26 PM,30385,9,-14
2020-08-12 1:12:39 PM,2020-08-12 1:14:52 PM,30380,133,-61
2020-08-12 1:17:39 PM,2020-08-12 1:19:57 PM,30380,138,-67
2020-08-12 1:23:43 PM,2020-08-12 1:24:57 PM,30380,74,-50
2020-08-12 1:30:51 PM,2020-08-12 1:31:18 PM,30390,27,-33
2020-08-12 2:29:31 PM,2020-08-12 2:29:31 PM,30385,0,-78
2020-08-12 2:28:58 PM,2020-08-12 2:30:21 PM,30389,83,-74
2020-08-12 2:30:57 PM,2020-08-12 2:30:57 PM,30385,0,-82
2020-08-12 2:39:29 PM,2020-08-12 2:40:05 PM,30380,36,-47
2020-08-12 2:43:15 PM,2020-08-12 2:43:48 PM,30385,33,-53
2020-08-12 2:43:10 PM,2020-08-12 2:46:16 PM,30389,186,-68
2020-08-12 2:47:56 PM,2020-08-12 2:48:21 PM,30389,25,-37
2020-08-12 2:49:20 PM,2020-08-12 2:49:26 PM,30385,6,45
2020-08-12 2:51:41 PM,2020-08-12 2:53:09 PM,30389,88,-63
2020-08-12 2:53:59 PM,2020-08-12 2:54:38 PM,30385,39,5
2020-08-12 3:47:57 PM,2020-08-12 3:49:01 PM,30389,64,-54
2020-08-12 3:52:14 PM,2020-08-12 3:52:14 PM,30385,0,-84
2020-08-12 3:58:35 PM,2020-08-12 3:58:35 PM,30385,0,-84
2020-08-12 3:56:13 PM,2020-08-12 3:59:49 PM,30389,216,-69
2020-08-12 3:59:53 PM,2020-08-12 3:59:56 PM,30385,3,49
2020-08-12 4:01:22 PM,2020-08-12 4:01:22 PM,30385,0,-82
2020-08-12 4:37:03 PM,2020-08-12 4:38:30 PM,30389,87,-57
2020-08-12 4:36:57 PM,2020-08-12 4:39:45 PM,30385,168,-64
2020-08-12 4:41:51 PM,2020-08-12 4:41:51 PM,30385,0,-83
2020-08-12 4:43:33 PM,2020-08-12 4:44:09 PM,30385,36,2
2020-08-12 4:45:15 PM,2020-08-12 4:49:24 PM,30385,249,-77
2020-08-12 5:38:32 PM,2020-08-12 5:38:32 PM,30385,0,-83
2020-08-12 5:49:51 PM,2020-08-12 5:49:51 PM,30385,0,-76
2020-08-12 5:51:41 PM,2020-08-12 5:52:05 PM,30385,24,-19
2020-08-12 6:24:19 PM,2020-08-12 6:24:37 PM,30390,18,43
2020-08-13 3:11:51 AM,2020-08-13 3:11:51 AM,30390,0,-85
2020-08-13 3:27:45 PM,2020-08-13 3:30:16 PM,30380,151,-58
2020-08-13 3:38:34 PM,2020-08-13 3:38:34 PM,30385,0,-85
2020-08-13 3:39:27 PM,2020-08-13 3:39:36 PM,30390,9,44
2020-08-13 3:50:21 PM,2020-08-13 3:51:37 PM,30389,76,-37
2020-08-13 3:52:21 PM,2020-08-13 3:52:21 PM,30390,0,-87
2020-08-13 3:52:47 PM,2020-08-13 3:53:59 PM,30389,72,-25
2020-08-13 3:53:54 PM,2020-08-13 3:53:54 PM,30390,0,-80
2020-08-13 3:55:04 PM,2020-08-13 3:55:04 PM,30389,0,-81
2020-08-13 3:56:23 PM,2020-08-13 3:56:23 PM,30390,0,-82
2020-08-13 3:57:15 PM,2020-08-13 3:58:10 PM,30389,55,-41
2020-08-13 3:57:36 PM,2020-08-13 3:57:36 PM,30390,0,-79
2020-08-13 4:00:26 PM,2020-08-13 4:02:02 PM,30389,96,-71
2020-08-13 4:03:36 PM,2020-08-13 4:04:18 PM,30389,42,-47
2020-08-13 4:06:31 PM,2020-08-13 4:09:44 PM,30389,193,-65
2020-08-13 4:09:21 PM,2020-08-13 4:09:21 PM,30390,0,-82
2020-08-13 4:13:11 PM,2020-08-13 4:13:11 PM,30390,0,-81
2020-08-13 4:12:48 PM,2020-08-13 4:14:34 PM,30389,106,-61
2020-08-13 4:14:40 PM,2020-08-13 4:14:43 PM,30390,3,48
2020-08-13 4:16:27 PM,2020-08-13 4:16:43 PM,30389,16,16
2020-08-13 4:18:33 PM,2020-08-13 4:18:33 PM,30389,0,-83
2020-08-13 4:21:19 PM,2020-08-13 4:22:41 PM,30389,82,-57
2020-08-13 4:26:36 PM,2020-08-13 4:26:36 PM,30390,0,-87
2020-08-13 4:31:51 PM,2020-08-13 4:32:00 PM,30390,9,44
2020-08-13 4:39:33 PM,2020-08-13 4:39:33 PM,30389,0,-84
2020-08-13 4:43:00 PM,2020-08-13 4:43:30 PM,30389,30,-33
2020-08-13 4:44:45 PM,2020-08-13 4:45:28 PM,30389,43,-36
2020-08-13 5:27:42 PM,2020-08-13 5:27:42 PM,30390,0,-83
2020-08-13 5:33:01 PM,2020-08-13 5:33:46 PM,30390,45,43
2020-08-13 5:31:16 PM,2020-08-13 5:34:53 PM,30389,217,-65
2020-08-13 5:38:05 PM,2020-08-13 5:38:05 PM,30390,0,-84
2020-08-13 5:36:14 PM,2020-08-13 5:39:58 PM,30389,224,-66
2020-08-13 5:46:10 PM,2020-08-13 5:46:19 PM,30385,9,45
2020-08-13 5:41:12 PM,2020-08-13 5:49:55 PM,30389,523,-73
2020-08-13 5:54:21 PM,2020-08-13 5:54:33 PM,30385,12,46
2020-08-13 5:56:40 PM,2020-08-13 5:57:41 PM,30385,61,-19
2020-08-13 5:51:30 PM,2020-08-13 6:00:30 PM,30389,540,-72
2020-08-13 5:58:53 PM,2020-08-13 6:00:14 PM,30385,81,-18
2020-08-13 6:02:01 PM,2020-08-13 6:07:43 PM,30389,342,-73
2020-08-13 6:11:48 PM,2020-08-13 6:11:51 PM,30389,3,44
2020-08-13 6:14:54 PM,2020-08-13 6:14:57 PM,30389,3,46
2020-08-13 6:22:10 PM,2020-08-13 6:24:19 PM,30389,129,-62
2020-08-13 6:26:28 PM,2020-08-13 6:26:28 PM,30389,0,-83
2020-08-13 6:28:02 PM,2020-08-13 6:29:56 PM,30389,114,-57
2020-08-13 6:30:31 PM,2020-08-13 6:30:40 PM,30385,9,1
2020-08-13 6:31:31 PM,2020-08-13 6:32:31 PM,30389,60,-58
2020-08-13 7:07:27 PM,2020-08-13 7:08:01 PM,30389,34,-41
2020-08-13 7:09:01 PM,2020-08-13 7:10:13 PM,30389,72,-32
2020-08-13 7:11:40 PM,2020-08-13 7:16:23 PM,30389,283,-64
2020-08-13 7:18:38 PM,2020-08-13 7:19:42 PM,30389,64,-57
2020-08-13 7:21:51 PM,2020-08-13 7:21:51 PM,30389,0,-84
2020-08-13 7:27:25 PM,2020-08-13 7:30:29 PM,30389,184,-64
2020-08-13 7:31:47 PM,2020-08-13 7:32:35 PM,30389,48,-31
2020-08-13 7:47:21 PM,2020-08-13 7:51:57 PM,30389,276,-69
2020-08-13 7:58:45 PM,2020-08-13 8:11:46 PM,30389,781,-72
2020-08-13 8:13:33 PM,2020-08-13 8:14:03 PM,30389,30,-40
2020-08-13 8:16:12 PM,2020-08-13 8:19:55 PM,30389,223,-68
2020-08-13 8:21:12 PM,2020-08-13 8:24:56 PM,30389,224,-68
2020-08-13 8:26:40 PM,2020-08-13 8:27:19 PM,30389,39,-14
2020-08-13 8:28:25 PM,2020-08-13 8:28:31 PM,30389,6,61
2020-08-13 8:29:52 PM,2020-08-13 8:29:52 PM,30389,0,-78
2020-08-13 8:31:40 PM,2020-08-13 8:34:57 PM,30389,197,-67
2020-08-13 8:34:51 PM,2020-08-13 8:34:57 PM,30390,6,45
2020-08-13 8:36:19 PM,2020-08-13 8:36:55 PM,30385,36,1
2020-08-13 8:37:51 PM,2020-08-13 8:37:51 PM,30390,0,-84
2020-08-13 8:36:13 PM,2020-08-13 8:38:53 PM,30389,160,-68
2020-08-13 8:39:01 PM,2020-08-13 8:39:01 PM,30385,0,-83
2020-08-13 8:39:54 PM,2020-08-13 8:39:57 PM,30389,3,47
2020-08-13 8:41:13 PM,2020-08-13 8:41:53 PM,30389,40,-54
2020-08-13 8:42:59 PM,2020-08-13 8:44:57 PM,30389,118,-63
2020-08-13 8:46:12 PM,2020-08-13 8:46:43 PM,30389,31,-45
2020-08-13 8:46:46 PM,2020-08-13 8:46:46 PM,30385,0,-84
2020-08-13 8:47:52 PM,2020-08-13 8:49:44 PM,30389,112,-66
2020-08-13 8:53:08 PM,2020-08-13 8:53:08 PM,30385,0,-86
2020-08-13 8:51:12 PM,2020-08-13 8:54:56 PM,30389,224,-68
2020-08-13 8:56:19 PM,2020-08-13 8:56:34 PM,30389,15,-18
2020-08-13 8:57:21 PM,2020-08-13 8:57:21 PM,30385,0,-84
2020-08-13 8:57:40 PM,2020-08-13 8:59:58 PM,30389,138,-64
2020-08-13 9:02:28 PM,2020-08-13 9:02:28 PM,30390,0,-78
2020-08-13 9:02:52 PM,2020-08-13 9:02:52 PM,30385,0,-84
2020-08-13 9:01:21 PM,2020-08-13 9:04:55 PM,30389,214,-68
2020-08-13 9:06:23 PM,2020-08-13 9:06:23 PM,30390,0,-78
2020-08-13 9:06:13 PM,2020-08-13 9:08:23 PM,30389,130,-64
2020-08-13 9:07:33 PM,2020-08-13 9:07:33 PM,30390,0,-83
2020-08-13 9:09:41 PM,2020-08-13 9:09:56 PM,30389,15,-28
2020-08-13 9:11:18 PM,2020-08-13 9:14:58 PM,30389,220,-70
2020-08-13 9:16:13 PM,2020-08-13 9:17:10 PM,30389,57,-35
2020-08-13 9:24:49 PM,2020-08-13 9:24:49 PM,30385,0,-83
2020-08-13 9:18:41 PM,2020-08-13 9:26:34 PM,30389,473,-71
2020-08-13 9:27:52 PM,2020-08-13 9:27:52 PM,30389,0,-82
2020-08-13 9:33:25 PM,2020-08-13 9:34:28 PM,30385,63,1
2020-08-13 9:34:28 PM,2020-08-13 9:37:07 PM,30389,159,-62
2020-08-13 9:36:56 PM,2020-08-13 9:37:25 PM,30385,29,2
2020-08-13 9:38:19 PM,2020-08-13 9:39:04 PM,30389,45,-57
2020-08-13 9:39:21 PM,2020-08-13 9:39:21 PM,30385,0,-86
2020-08-13 9:41:43 PM,2020-08-13 9:42:01 PM,30385,18,44
2020-08-13 9:44:34 PM,2020-08-13 9:45:55 PM,30389,81,-49
2020-08-13 9:47:08 PM,2020-08-13 9:49:06 PM,30389,118,-64
2020-08-13 9:49:43 PM,2020-08-13 9:49:58 PM,30385,15,45
2020-08-13 9:51:17 PM,2020-08-13 9:52:16 PM,30385,59,-38
2020-08-13 9:51:31 PM,2020-08-13 9:52:39 PM,30389,68,-54
2020-08-13 9:54:22 PM,2020-08-13 9:54:31 PM,30389,9,-16
2020-08-13 9:57:21 PM,2020-08-13 9:58:07 PM,30385,46,-61
2020-08-13 9:59:50 PM,2020-08-13 9:59:59 PM,30385,9,2
2020-08-13 9:55:42 PM,2020-08-13 10:09:50 PM,30389,848,-75
2020-08-13 10:08:59 PM,2020-08-13 10:09:51 PM,30385,52,-33
2020-08-13 10:12:38 PM,2020-08-13 10:13:23 PM,30385,45,-51
2020-08-13 10:11:13 PM,2020-08-13 10:14:59 PM,30389,226,-69
2020-08-13 10:14:25 PM,2020-08-13 10:14:25 PM,30385,0,-84
2020-08-13 10:17:07 PM,2020-08-13 10:17:07 PM,30390,0,-84
2020-08-13 10:16:13 PM,2020-08-13 10:19:59 PM,30389,226,-66
2020-08-13 10:23:18 PM,2020-08-13 10:23:21 PM,30385,3,49
2020-08-13 10:21:19 PM,2020-08-13 10:24:59 PM,30389,220,-68
2020-08-13 10:26:29 PM,2020-08-13 10:26:58 PM,30385,29,46
2020-08-13 10:26:26 PM,2020-08-13 10:27:24 PM,30390,58,-18
2020-08-13 10:28:22 PM,2020-08-13 10:28:37 PM,30385,15,-31
2020-08-13 10:29:56 PM,2020-08-13 10:29:56 PM,30385,0,-83
2020-08-13 10:26:05 PM,2020-08-13 10:31:28 PM,30389,323,-73
2020-08-13 10:31:28 PM,2020-08-13 10:31:28 PM,30385,0,-85
2020-08-13 10:36:19 PM,2020-08-13 10:36:19 PM,30385,0,-81
2020-08-13 10:36:12 PM,2020-08-13 10:37:42 PM,30389,90,-54
2020-08-13 10:38:07 PM,2020-08-13 10:39:40 PM,30385,93,-51
2020-08-13 10:38:58 PM,2020-08-13 10:39:55 PM,30389,57,-56
2020-08-13 10:41:20 PM,2020-08-13 10:42:17 PM,30385,57,2
2020-08-13 10:42:04 PM,2020-08-13 10:43:07 PM,30389,63,-47
2020-08-13 10:43:22 PM,2020-08-13 10:44:20 PM,30385,58,1
2020-08-13 10:44:17 PM,2020-08-13 10:44:56 PM,30389,39,-40
2020-08-13 10:46:59 PM,2020-08-13 10:47:20 PM,30385,21,3
2020-08-13 10:46:30 PM,2020-08-13 10:48:27 PM,30389,117,-60
2020-08-13 10:49:02 PM,2020-08-13 10:49:02 PM,30385,0,-84
2020-08-13 10:52:45 PM,2020-08-13 10:53:36 PM,30385,51,-47
2020-08-13 10:54:31 PM,2020-08-13 10:56:46 PM,30389,135,-58
2020-08-13 10:56:20 PM,2020-08-13 10:57:50 PM,30385,90,-65
2020-08-13 11:01:32 PM,2020-08-13 11:01:59 PM,30385,27,-31
2020-08-13 10:57:49 PM,2020-08-13 11:02:37 PM,30389,288,-69
2020-08-13 11:02:59 PM,2020-08-13 11:03:05 PM,30385,6,46
2020-08-13 11:12:18 PM,2020-08-13 11:12:18 PM,30385,0,-84
2020-08-13 11:11:41 PM,2020-08-13 11:13:59 PM,30389,138,-57
2020-08-13 11:17:08 PM,2020-08-13 11:17:08 PM,30385,0,-83
2020-08-13 11:22:41 PM,2020-08-13 11:22:41 PM,30385,0,-83
