Product Type: Litetrack LR
Product ID: 80390
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-06-18 10:46:10 PM,0.0000000,0.0000000,0.00,70,14.5,0,0,GPS Schedule
2020-06-18 10:51:06 PM,51.4056074,-114.3260375,-0.18,70,14.5,4,3,GPS Schedule
2020-06-18 10:56:10 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-18 11:01:10 PM,0.0000000,0.0000000,0.00,70,15.0,0,0,GPS Schedule
2020-06-18 11:06:10 PM,51.4153046,-114.3407460,-0.10,70,15.0,3.6,3,GPS Schedule
2020-06-18 11:11:05 PM,51.4140707,-114.3275164,1141.83,65,15.5,2.8,5,GPS Schedule
2020-06-18 11:15:00 PM,51.4140521,-114.3278953,1174.19,0,16.0,2.8,5,GPS Schedule
2020-06-18 11:17:18 PM,51.4138783,-114.3271373,1134.60,3,16.5,7.2,4,Proximity GPS Schedule
2020-06-18 11:20:34 PM,51.4137697,-114.3272041,1126.34,34,17.0,1.4,7,GPS Schedule
2020-06-18 11:25:11 PM,51.4138862,-114.3263819,1127.51,11,17.5,1.4,7,GPS Schedule
2020-06-18 11:30:13 PM,51.4138690,-114.3264343,1127.76,13,18.0,1.4,7,GPS Schedule
2020-06-18 11:35:00 PM,51.4135491,-114.3263886,1117.78,1,18.0,1.4,7,GPS Schedule
2020-06-18 11:40:01 PM,51.4136878,-114.3263857,1110.59,1,18.5,1.4,7,GPS Schedule
2020-06-18 11:45:01 PM,51.4138123,-114.3264085,1137.90,1,18.5,1.4,7,GPS Schedule
2020-06-18 11:50:00 PM,51.4138050,-114.3264228,1141.12,1,18.5,1.4,7,GPS Schedule
2020-06-18 11:55:02 PM,51.4136921,-114.3263692,1119.16,2,19.0,1.4,7,GPS Schedule
2020-06-19 12:00:01 AM,51.4137069,-114.3266987,1125.52,1,19.0,1.2,7,GPS Schedule
2020-06-19 12:05:01 AM,51.4137837,-114.3267283,1128.93,1,19.0,1.6,6,GPS Schedule
2020-06-19 12:10:01 AM,51.4136989,-114.3266810,1128.79,1,19.5,1.4,6,GPS Schedule
2020-06-19 12:15:00 AM,51.4138616,-114.3264964,1138.65,0,19.5,1.6,5,GPS Schedule
2020-06-19 12:20:00 AM,51.4138196,-114.3266831,1133.42,0,19.0,2,5,GPS Schedule
2020-06-19 12:25:00 AM,51.4136282,-114.3267852,1159.37,0,19.0,1.2,6,GPS Schedule
2020-06-19 12:30:00 AM,51.4136474,-114.3267967,1139.76,0,18.5,2,6,GPS Schedule
2020-06-19 12:35:00 AM,51.4137686,-114.3266510,1126.44,0,18.5,1.2,7,GPS Schedule
2020-06-19 12:40:00 AM,51.4137690,-114.3267570,1135.36,0,18.5,2.2,6,GPS Schedule
2020-06-19 12:45:01 AM,51.4138088,-114.3266370,1147.18,1,18.0,2.8,5,GPS Schedule
2020-06-19 12:50:04 AM,51.4137759,-114.3267258,1120.67,4,17.5,1.2,7,GPS Schedule
2020-06-19 12:55:00 AM,51.4139116,-114.3268378,1147.00,0,17.0,3.6,5,GPS Schedule
2020-06-19 1:00:01 AM,51.4137268,-114.3271698,1132.70,1,17.5,4.2,5,GPS Schedule
2020-06-19 1:05:00 AM,51.4138041,-114.3270993,1125.85,0,17.0,1.8,6,GPS Schedule
2020-06-19 1:10:01 AM,51.4138377,-114.3272992,1131.82,1,17.5,1.8,6,GPS Schedule
2020-06-19 1:15:00 AM,51.4137954,-114.3273384,1127.90,0,17.5,3.4,5,GPS Schedule
2020-06-19 1:20:00 AM,51.4137550,-114.3273849,1126.37,0,17.5,3,5,GPS Schedule
2020-06-19 1:26:06 AM,51.4137196,-114.3267997,1121.83,66,19.0,2,7,GPS Schedule
2020-06-19 1:30:00 AM,51.4138494,-114.3272620,1119.26,0,18.5,2,6,GPS Schedule
2020-06-19 1:35:00 AM,51.4136120,-114.3264465,1108.36,0,18.5,2,7,GPS Schedule
2020-06-19 1:40:00 AM,51.4135836,-114.3270155,1131.35,0,18.5,2.4,5,GPS Schedule
2020-06-19 1:45:00 AM,51.4138391,-114.3273372,1130.41,1,18.5,2,4,GPS Schedule
