Product Type: Litetrack LR
Product ID: 80388
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-06-18 9:51:03 PM,51.4138684,-114.3276642,1131.64,64,15.0,1.2,6,GPS Schedule
2020-06-18 9:54:23 PM,51.4139479,-114.3271965,1129.70,15,15.5,1.2,6,Proximity GPS Schedule
2020-06-18 9:55:13 PM,51.4139401,-114.3273524,1132.95,14,15.5,1.2,6,GPS Schedule
2020-06-18 10:00:00 PM,51.4136645,-114.3275436,1144.63,1,16.0,1.8,5,GPS Schedule
2020-06-18 10:05:00 PM,51.4136198,-114.3274005,1115.34,1,16.5,1.4,5,GPS Schedule
2020-06-18 10:10:01 PM,51.4138234,-114.3271863,1138.20,2,16.5,1.2,6,GPS Schedule
2020-06-18 10:15:00 PM,51.4137678,-114.3265560,1130.34,1,17.0,1,6,GPS Schedule
2020-06-18 10:20:00 PM,51.4137414,-114.3265678,1123.73,1,17.5,1,6,GPS Schedule
2020-06-18 10:25:00 PM,51.4139388,-114.3268256,1134.35,1,18.0,1.2,5,GPS Schedule
2020-06-18 10:30:01 PM,51.4139387,-114.3269147,1131.80,2,18.0,2.2,5,GPS Schedule
2020-06-18 10:35:01 PM,51.4138928,-114.3268720,1132.04,2,18.5,1,6,GPS Schedule
2020-06-18 10:40:00 PM,51.4139406,-114.3268527,1120.12,1,18.5,1,6,GPS Schedule
2020-06-18 10:45:02 PM,51.4139089,-114.3269291,1131.89,3,18.5,1,6,GPS Schedule
2020-06-18 10:50:00 PM,51.4139899,-114.3274032,1119.58,1,18.5,8.6,4,GPS Schedule
2020-06-18 10:55:36 PM,51.4136113,-114.3264207,1126.33,37,19.0,2,5,GPS Schedule
2020-06-18 11:00:01 PM,51.4136203,-114.3264245,1138.32,2,19.0,1.8,5,GPS Schedule
2020-06-18 11:05:01 PM,51.4136881,-114.3263873,1133.58,2,19.0,2,4,GPS Schedule
2020-06-18 11:10:33 PM,51.4137045,-114.3264811,1128.29,34,19.0,0.8,9,GPS Schedule
2020-06-18 11:15:11 PM,51.4137232,-114.3264883,1133.02,12,19.0,0.8,9,GPS Schedule
2020-06-18 11:20:11 PM,51.4136981,-114.3264752,1128.86,12,19.0,0.8,8,GPS Schedule
2020-06-18 11:25:13 PM,51.4138825,-114.3263891,1129.12,14,19.0,0.8,8,GPS Schedule
2020-06-18 11:29:59 PM,51.4138123,-114.3264499,1127.67,0,19.0,1,7,GPS Schedule
2020-06-18 11:34:59 PM,51.4135989,-114.3263439,1089.05,1,19.0,1.4,6,GPS Schedule
2020-06-18 11:39:59 PM,51.4135662,-114.3264254,1114.98,0,19.0,1,8,GPS Schedule
2020-06-18 11:44:59 PM,51.4138888,-114.3262844,1124.72,0,19.5,1.4,7,GPS Schedule
2020-06-18 11:49:59 PM,51.4138517,-114.3264237,1131.85,1,19.5,1,8,GPS Schedule
2020-06-18 11:54:59 PM,51.4137325,-114.3262750,1113.01,0,19.0,1.6,6,GPS Schedule
2020-06-18 11:59:59 PM,51.4136028,-114.3266688,1098.94,0,19.0,1,7,GPS Schedule
2020-06-19 12:04:59 AM,51.4137751,-114.3268369,1143.77,0,19.0,2,6,GPS Schedule
2020-06-19 12:09:59 AM,51.4137974,-114.3266569,1129.00,0,18.5,1.6,7,GPS Schedule
2020-06-19 12:14:59 AM,51.4137901,-114.3266928,1138.59,0,18.5,1.6,7,GPS Schedule
2020-06-19 12:19:59 AM,51.4138210,-114.3265628,1120.50,0,18.5,2.4,5,GPS Schedule
2020-06-19 12:24:59 AM,51.4137537,-114.3271397,1178.93,0,18.0,1.4,7,GPS Schedule
2020-06-19 12:29:59 AM,51.4138422,-114.3268216,1164.67,0,18.0,1.8,6,GPS Schedule
2020-06-19 12:34:59 AM,51.4136485,-114.3266333,1114.07,0,18.5,1.6,6,GPS Schedule
2020-06-19 12:39:59 AM,51.4136856,-114.3266711,1172.19,0,18.0,3,5,GPS Schedule
2020-06-19 12:44:59 AM,51.4139720,-114.3267899,1073.83,0,18.0,3,5,GPS Schedule
2020-06-19 12:49:59 AM,51.4136371,-114.3267827,1153.46,0,17.5,2.6,6,GPS Schedule
2020-06-19 12:54:59 AM,51.4136973,-114.3266214,1123.81,0,17.5,1.8,6,GPS Schedule
2020-06-19 12:59:59 AM,51.4140318,-114.3270581,1113.30,0,17.5,1.8,7,GPS Schedule
2020-06-19 1:04:59 AM,51.4137355,-114.3272952,1161.36,0,17.5,1.8,6,GPS Schedule
2020-06-19 1:10:00 AM,51.4136706,-114.3271960,1126.18,1,17.5,6,4,GPS Schedule
2020-06-19 1:16:00 AM,51.4129228,-114.3280670,845.88,70,18.5,5.2,3,GPS Schedule
2020-06-19 1:20:33 AM,51.4138458,-114.3271034,1161.79,34,18.0,8.4,5,GPS Schedule
2020-06-19 1:25:11 AM,51.4137715,-114.3275354,1099.31,12,18.0,7.6,5,GPS Schedule
2020-06-19 1:30:13 AM,51.4138376,-114.3270778,1124.15,14,18.0,2.8,5,GPS Schedule
2020-06-19 1:34:59 AM,51.4135365,-114.3267377,1084.36,0,18.0,5.6,5,GPS Schedule
2020-06-19 1:39:59 AM,51.4133901,-114.3276508,1044.90,0,18.0,4.8,5,GPS Schedule
2020-06-19 1:44:59 AM,51.4137210,-114.3274310,1106.36,0,18.5,4.4,5,GPS Schedule
2020-06-19 1:50:00 AM,51.4136362,-114.3271838,1104.93,1,18.5,3,4,GPS Schedule
2020-06-19 1:55:35 AM,51.4135976,-114.3270916,1130.10,35,19.0,1.4,7,GPS Schedule
2020-06-19 1:59:59 AM,51.4137977,-114.3264462,1114.89,0,18.0,1.4,7,GPS Schedule
2020-06-19 2:04:59 AM,51.4137459,-114.3273722,1143.81,0,18.5,1.6,6,GPS Schedule
2020-06-19 2:09:59 AM,51.4137174,-114.3265560,1123.31,0,18.5,1.4,7,GPS Schedule
2020-06-19 2:14:59 AM,51.4136945,-114.3267100,1156.04,0,18.5,4.2,5,GPS Schedule
2020-06-19 2:20:00 AM,51.4137104,-114.3267178,1125.21,1,18.5,2.2,6,GPS Schedule
2020-06-19 2:25:00 AM,51.4138982,-114.3267938,1148.19,1,19.0,3.4,5,GPS Schedule
2020-06-19 2:29:59 AM,51.4138491,-114.3266735,1128.24,0,19.0,1.4,7,GPS Schedule
2020-06-19 2:35:00 AM,51.4137258,-114.3267212,1118.73,1,19.0,1.4,7,GPS Schedule
2020-06-19 2:40:00 AM,51.4139211,-114.3269503,1120.57,1,19.0,1.6,6,GPS Schedule
2020-06-19 2:44:59 AM,51.4139368,-114.3270722,1158.83,0,19.0,1.8,6,GPS Schedule
2020-06-19 2:49:59 AM,51.4143269,-114.3263859,1016.74,0,19.0,1.8,6,GPS Schedule
2020-06-19 2:54:59 AM,51.4136333,-114.3271617,1133.33,1,19.0,1.4,7,GPS Schedule
2020-06-19 2:59:59 AM,51.4136817,-114.3273266,1114.96,0,18.5,1.4,7,GPS Schedule
2020-06-19 3:04:59 AM,51.4139958,-114.3271987,1124.17,0,18.5,1.4,7,GPS Schedule
2020-06-19 3:09:59 AM,51.4136455,-114.3275122,1180.86,0,18.5,1.6,6,GPS Schedule
2020-06-19 3:14:59 AM,51.4138017,-114.3272814,1131.18,0,18.5,1.4,7,GPS Schedule
2020-06-19 3:19:59 AM,51.4136768,-114.3272407,1162.73,0,18.0,1.4,7,GPS Schedule
2020-06-19 3:24:59 AM,51.4139915,-114.3268695,1138.63,0,17.0,1.8,5,GPS Schedule
2020-06-19 3:30:06 AM,51.4137410,-114.3267156,1141.68,7,17.0,1.4,7,GPS Schedule
2020-06-19 3:34:59 AM,51.4137381,-114.3267224,1124.03,0,17.0,2,5,GPS Schedule
2020-06-19 3:39:59 AM,51.4137268,-114.3268179,1137.82,0,17.0,1.6,6,GPS Schedule
2020-06-19 3:44:59 AM,51.4136050,-114.3265732,1138.41,0,17.0,1.6,5,GPS Schedule
2020-06-19 3:49:59 AM,51.4137627,-114.3265728,1141.03,0,17.0,1.6,5,GPS Schedule
2020-06-19 3:55:04 AM,51.4137477,-114.3267169,1146.20,5,17.0,1.6,6,GPS Schedule
2020-06-19 4:00:35 AM,51.4137032,-114.3267059,1127.13,36,17.0,1.6,6,GPS Schedule
2020-06-19 4:04:59 AM,51.4134304,-114.3269318,1146.23,0,17.5,1.6,6,GPS Schedule
2020-06-19 4:09:59 AM,51.4136442,-114.3273662,1131.09,0,16.5,1.8,5,GPS Schedule
