Product Type: Litetrack LR
Product ID: 80382
Firmware Version: V8.99.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
2020-06-18 7:21:10 PM,51.4130497,-114.3277480,1109.67,70,11.5,19.4,4,GPS Schedule
2020-06-18 7:26:10 PM,51.4140589,-114.3265014,1052.05,70,12.5,3.2,5,GPS Schedule
2020-06-18 7:30:33 PM,51.4140078,-114.3276043,1126.94,34,13.0,6.2,5,GPS Schedule
2020-06-18 7:35:16 PM,51.4141436,-114.3278621,1128.96,17,13.5,6.2,4,GPS Schedule
2020-06-18 7:40:33 PM,51.4136522,-114.3273363,1120.14,34,14.0,2.6,5,GPS Schedule
2020-06-18 7:41:11 PM,51.4136003,-114.3275458,1123.47,10,14.0,2.8,5,Proximity GPS Schedule
2020-06-18 7:45:01 PM,51.4138933,-114.3266351,1116.64,1,14.0,3,5,GPS Schedule
2020-06-18 7:50:03 PM,51.4138956,-114.3264377,1122.84,4,14.5,3.2,5,GPS Schedule
2020-06-18 7:55:01 PM,51.4139171,-114.3264103,1120.93,2,15.0,3.4,5,GPS Schedule
2020-06-18 8:00:01 PM,51.4136774,-114.3264609,1121.74,1,15.0,3.6,5,GPS Schedule
2020-06-18 8:05:02 PM,51.4136020,-114.3264819,1152.74,3,15.0,4.2,4,GPS Schedule
2020-06-18 8:10:36 PM,51.4136829,-114.3263979,1126.36,36,15.5,1.2,7,GPS Schedule
2020-06-18 8:14:59 PM,51.4136987,-114.3265488,1118.57,0,15.5,1.2,6,GPS Schedule
2020-06-18 8:19:59 PM,51.4139571,-114.3264162,1125.05,0,15.5,1.8,6,GPS Schedule
2020-06-18 8:24:59 PM,51.4138069,-114.3263823,1135.83,0,15.0,1.2,7,GPS Schedule
2020-06-18 8:29:59 PM,51.4138283,-114.3264503,1149.28,0,15.5,1.2,6,GPS Schedule
2020-06-18 8:34:59 PM,51.4141602,-114.3265911,1156.91,0,15.5,1.4,6,GPS Schedule
2020-06-18 8:40:02 PM,51.4141720,-114.3266107,1122.60,3,15.5,1.2,7,GPS Schedule
2020-06-18 8:45:00 PM,51.4143676,-114.3265308,1142.33,1,15.5,5.8,4,GPS Schedule
2020-06-18 8:51:06 PM,51.4141491,-114.3269521,1120.79,66,16.5,5.6,5,GPS Schedule
2020-06-18 8:54:59 PM,51.4140121,-114.3270649,1093.30,0,16.0,4.2,5,GPS Schedule
2020-06-18 9:00:00 PM,51.4141447,-114.3268516,1090.48,1,16.0,3,4,GPS Schedule
2020-06-18 9:05:58 PM,51.4142205,-114.3268925,1125.98,59,16.5,3.2,5,GPS Schedule
2020-06-18 9:10:00 PM,51.4142935,-114.3268186,1127.16,1,16.0,8.4,4,GPS Schedule
2020-06-18 9:16:04 PM,51.4142070,-114.3265380,1122.05,65,16.5,3.4,5,GPS Schedule
2020-06-18 9:20:01 PM,51.4142310,-114.3263500,1121.20,1,16.0,3.4,5,GPS Schedule
2020-06-18 9:25:06 PM,51.4142626,-114.3266796,1129.91,7,16.0,3.2,5,GPS Schedule
2020-06-18 9:30:03 PM,51.4141638,-114.3265084,1123.33,3,16.0,2.8,5,GPS Schedule
2020-06-18 9:35:29 PM,51.4142503,-114.3271887,1131.00,30,16.0,2.6,5,GPS Schedule
2020-06-18 9:40:01 PM,51.4141460,-114.3266394,1127.47,1,16.0,2.4,5,GPS Schedule
2020-06-18 9:45:07 PM,51.4141540,-114.3266571,1124.20,8,16.0,6.6,4,GPS Schedule
2020-06-18 9:51:05 PM,51.4141777,-114.3263217,1124.65,65,16.0,2.4,5,GPS Schedule
2020-06-18 9:55:01 PM,51.4141276,-114.3262756,1132.94,2,16.5,2.6,5,GPS Schedule
2020-06-18 9:59:59 PM,51.4140342,-114.3260955,1156.58,0,16.0,2.8,5,GPS Schedule
2020-06-18 10:05:03 PM,51.4141904,-114.3268286,1141.44,4,16.0,3.2,5,GPS Schedule
