GMT,MST,Date,Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Fix
2020-06-18 19:41,2020-06-18 13:41,2020-06-18,13:41:10,0,0,0,70,14,0,0,GPS Schedule
2020-06-18 19:43,2020-06-18 13:43,2020-06-18,13:43:51,51.4140234,-114.327388,1135.8,50,14.5,3,5,Proximity GPS Schedule
2020-06-18 19:45,2020-06-18 13:45,2020-06-18,13:45:11,51.4138749,-114.3265188,1131.07,12,14.5,3,5,GPS Schedule
2020-06-18 19:50,2020-06-18 13:50,2020-06-18,13:50:13,51.4139153,-114.3264246,1124.92,14,15,2.8,5,GPS Schedule
2020-06-18 19:55,2020-06-18 13:55,2020-06-18,13:55:13,51.4139359,-114.326439,1132.05,14,15.5,2.6,5,GPS Schedule
2020-06-18 20:00,2020-06-18 14:00,2020-06-18,14:00:00,51.4137158,-114.3263857,1114.49,1,16,2.6,5,GPS Schedule
2020-06-18 20:05,2020-06-18 14:05,2020-06-18,14:05:02,51.4136425,-114.3262922,1131.23,3,16,2.4,5,GPS Schedule
2020-06-18 20:10,2020-06-18 14:10,2020-06-18,14:10:04,51.4137036,-114.3263645,1125.81,5,16.5,2.4,5,GPS Schedule
2020-06-18 20:15,2020-06-18 14:15,2020-06-18,14:15:04,51.4137172,-114.3263823,1123.32,5,16.5,2.4,5,GPS Schedule
2020-06-18 20:20,2020-06-18 14:20,2020-06-18,14:20:02,51.4137321,-114.3263751,1123.28,3,17,2.4,5,GPS Schedule
2020-06-18 20:25,2020-06-18 14:25,2020-06-18,14:25:00,51.413673,-114.3261794,1143.88,1,17,2.4,5,GPS Schedule
2020-06-18 20:30,2020-06-18 14:30,2020-06-18,14:30:00,51.4137343,-114.3264191,1120.52,1,17,2.4,5,GPS Schedule
2020-06-18 20:35,2020-06-18 14:35,2020-06-18,14:35:01,51.414022,-114.3265857,1103.94,1,17.5,2.4,5,GPS Schedule
2020-06-18 20:40,2020-06-18 14:40,2020-06-18,14:40:02,51.4141843,-114.3264535,1116.39,3,17.5,2.8,4,GPS Schedule
2020-06-18 20:46,2020-06-18 14:46,2020-06-18,14:46:03,51.4142173,-114.326669,1130.1,64,18,1.6,6,GPS Schedule
2020-06-18 20:49,2020-06-18 14:49,2020-06-18,14:49:59,51.4141843,-114.3266119,1127.9,0,17,1.6,6,GPS Schedule
2020-06-18 20:55,2020-06-18 14:55,2020-06-18,14:55:03,51.414158,-114.3268451,1128.96,5,17,1.4,6,GPS Schedule
2020-06-18 20:59,2020-06-18 14:59,2020-06-18,14:59:59,51.4143069,-114.3270624,1127.25,0,17,1.6,5,GPS Schedule
2020-06-18 21:05,2020-06-18 15:05,2020-06-18,15:05:07,51.4141905,-114.326933,1127.36,8,17,1.2,6,GPS Schedule
2020-06-18 21:10,2020-06-18 15:10,2020-06-18,15:10:04,51.414157,-114.3267547,1127.77,5,17,1.2,6,GPS Schedule
2020-06-18 21:15,2020-06-18 15:15,2020-06-18,15:15:03,51.4142109,-114.3268629,1131.94,4,17,1.2,6,GPS Schedule
2020-06-18 21:20,2020-06-18 15:20,2020-06-18,15:20:00,51.4142145,-114.3263454,1123.94,1,17,1.8,5,GPS Schedule
2020-06-18 21:25,2020-06-18 15:25,2020-06-18,15:25:04,51.4142072,-114.3264227,1123.31,5,17,1,6,GPS Schedule
2020-06-18 21:30,2020-06-18 15:30,2020-06-18,15:30:00,51.4141774,-114.326437,1123.4,1,17,4.8,4,GPS Schedule
2020-06-18 21:35,2020-06-18 15:35,2020-06-18,15:35:36,51.4142249,-114.326939,1130.7,37,18,1.4,5,GPS Schedule
2020-06-18 21:40,2020-06-18 15:40,2020-06-18,15:40:04,51.4142267,-114.3270353,1130.54,5,18,1.4,5,GPS Schedule
2020-06-18 21:45,2020-06-18 15:45,2020-06-18,15:45:09,51.4141962,-114.326996,1124.29,10,18,1.4,5,GPS Schedule
2020-06-18 21:50,2020-06-18 15:50,2020-06-18,15:50:06,51.4142295,-114.3266487,1129.01,7,17.5,1.4,5,GPS Schedule
2020-06-18 21:54,2020-06-18 15:54,2020-06-18,15:54:59,51.4142275,-114.3265308,1122.79,0,17.5,1.4,5,GPS Schedule
2020-06-18 22:00,2020-06-18 16:00,2020-06-18,16:00:00,51.414204,-114.3265988,1129.99,1,17.5,3.4,4,GPS Schedule
2020-06-18 22:06,2020-06-18 16:06,2020-06-18,16:06:03,51.4142448,-114.3268997,1131.49,64,18,2.2,5,GPS Schedule
2020-06-18 22:10,2020-06-18 16:10,2020-06-18,16:10:35,51.4141668,-114.3269165,1132.02,36,17.5,1.8,6,GPS Schedule
2020-06-18 22:15,2020-06-18 16:15,2020-06-18,16:15:06,51.4141393,-114.3270855,1133.18,7,17.5,2,5,GPS Schedule
2020-06-18 22:20,2020-06-18 16:20,2020-06-18,16:20:08,51.4141998,-114.3265262,1123.97,9,17,2,5,GPS Schedule
2020-06-18 22:24,2020-06-18 16:24,2020-06-18,16:24:59,51.4142131,-114.3262659,1135.58,0,17,2,5,GPS Schedule
2020-06-18 22:30,2020-06-18 16:30,2020-06-18,16:30:02,51.4141216,-114.3265278,1136.03,3,17.5,2,5,GPS Schedule
2020-06-18 22:35,2020-06-18 16:35,2020-06-18,16:35:05,51.4142067,-114.3268118,1132.31,6,17,2.8,4,GPS Schedule
2020-06-18 22:40,2020-06-18 16:40,2020-06-18,16:40:33,51.4141843,-114.3268118,1129.18,34,17.5,1,8,GPS Schedule
2020-06-18 22:45,2020-06-18 16:45,2020-06-18,16:45:13,51.4142244,-114.3268177,1133.3,14,18,1,8,GPS Schedule
2020-06-18 22:49,2020-06-18 16:49,2020-06-18,16:49:59,51.4141107,-114.3269165,1124.2,0,19,1.8,6,GPS Schedule
2020-06-18 22:54,2020-06-18 16:54,2020-06-18,16:54:59,51.413995,-114.3268408,1130.64,1,20,1.2,7,GPS Schedule
2020-06-18 23:00,2020-06-18 17:00,2020-06-18,17:00:00,51.4142234,-114.3267902,1128.27,1,21,1,8,GPS Schedule
2020-06-18 23:04,2020-06-18 17:04,2020-06-18,17:04:59,51.4141791,-114.3267179,1136.04,0,21.5,1.2,8,GPS Schedule
2020-06-18 23:09,2020-06-18 17:09,2020-06-18,17:09:59,51.4141523,-114.3268299,1139.7,0,22,1.2,8,GPS Schedule
2020-06-18 23:14,2020-06-18 17:14,2020-06-18,17:14:59,51.4142249,-114.3267868,1137.1,0,22.5,1.2,8,GPS Schedule
2020-06-18 23:19,2020-06-18 17:19,2020-06-18,17:19:59,51.4142853,-114.3267163,1127.89,0,23.5,1.2,7,GPS Schedule
2020-06-18 23:24,2020-06-18 17:24,2020-06-18,17:24:59,51.4141769,-114.3268261,1132.4,0,23.5,1.2,7,GPS Schedule
2020-06-18 23:29,2020-06-18 17:29,2020-06-18,17:29:59,51.414079,-114.3267653,1110.39,1,24,1.6,6,GPS Schedule
2020-06-18 23:34,2020-06-18 17:34,2020-06-18,17:34:59,51.4141359,-114.3268405,1130.92,0,23.5,1.2,7,GPS Schedule
2020-06-18 23:39,2020-06-18 17:39,2020-06-18,17:39:59,51.4141428,-114.3268507,1106,0,23.5,1.4,5,GPS Schedule
2020-06-18 23:44,2020-06-18 17:44,2020-06-18,17:44:59,51.4139354,-114.3263466,1088.6,0,23,1.4,6,GPS Schedule
