GMT,MST,Date,Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Fix
2020-07-13 19:21,2020-07-13 13:21,2020-07-13,13:21:10,0,0,0,70,18,0,0,GPS Schedule
2020-07-13 19:26,2020-07-13 13:26,2020-07-13,13:26:10,51.4137177,-114.3275957,1006.86,70,17,1.4,5,GPS Schedule
2020-07-13 19:30,2020-07-13 13:30,2020-07-13,13:30:58,51.4135131,-114.327433,1119.69,57,16.5,1.8,5,GPS Schedule
2020-07-13 19:35,2020-07-13 13:35,2020-07-13,13:35:12,51.4135655,-114.3274401,1129.12,11,15.5,1.8,6,GPS Schedule
2020-07-13 19:40,2020-07-13 13:40,2020-07-13,13:40:02,51.4136617,-114.3274613,1129.53,1,15.5,2,5,GPS Schedule
2020-07-13 19:45,2020-07-13 13:45,2020-07-13,13:45:02,51.4137314,-114.3274791,1134.86,1,15.5,2,6,GPS Schedule
2020-07-13 19:50,2020-07-13 13:50,2020-07-13,13:50:06,51.4135647,-114.3275449,1134.3,4,16,2.8,5,GPS Schedule
2020-07-13 19:55,2020-07-13 13:55,2020-07-13,13:55:01,51.4137142,-114.3274837,1127.43,0,16,3,5,GPS Schedule
2020-07-13 19:55,2020-07-13 13:55,2020-07-13,13:55:53,51.4137685,-114.3274981,1139.24,3,16,2,6,Proximity GPS Schedule
2020-07-13 20:00,2020-07-13 14:00,2020-07-13,14:00:06,51.4135004,-114.3277191,1090.12,5,16.5,5.4,4,GPS Schedule
2020-07-13 20:05,2020-07-13 14:05,2020-07-13,14:05:57,51.4136569,-114.3276256,1138.91,70,17,4.4,4,GPS Schedule
2020-07-13 20:11,2020-07-13 14:11,2020-07-13,14:11:03,51.4139287,-114.3275785,1133.97,62,17.5,1.6,5,GPS Schedule
2020-07-13 20:15,2020-07-13 14:15,2020-07-13,14:15:01,51.4140474,-114.3271522,1127.26,0,17,1.6,5,GPS Schedule
2020-07-13 20:20,2020-07-13 14:20,2020-07-13,14:20:01,51.4140708,-114.3263741,1112.39,0,17.5,1.6,5,GPS Schedule
2020-07-13 20:25,2020-07-13 14:25,2020-07-13,14:25:01,51.4140411,-114.3262993,1115.03,0,18,1.6,5,GPS Schedule
2020-07-13 20:30,2020-07-13 14:30,2020-07-13,14:30:02,51.4141189,-114.326404,1131.16,1,17.5,9.2,4,GPS Schedule
2020-07-13 20:35,2020-07-13 14:35,2020-07-13,14:35:35,51.4139365,-114.3263604,1128.16,34,18,2,5,GPS Schedule
2020-07-13 20:40,2020-07-13 14:40,2020-07-13,14:40:05,51.413958,-114.326333,1126.25,4,17.5,2,5,GPS Schedule
2020-07-13 20:45,2020-07-13 14:45,2020-07-13,14:45:01,51.4141843,-114.3264535,1116.39,0,17.5,2,5,GPS Schedule
2020-07-13 20:50,2020-07-13 14:50,2020-07-13,14:50:06,51.4139812,-114.3263389,1128.03,5,17.5,1.8,5,GPS Schedule
2020-07-13 20:55,2020-07-13 14:55,2020-07-13,14:55:02,51.4140508,-114.3264458,1130.81,1,17.5,6.2,4,GPS Schedule
2020-07-13 21:00,2020-07-13 15:00,2020-07-13,15:00:52,51.4141516,-114.3268329,1111.62,51,18,1.4,6,GPS Schedule
2020-07-13 21:05,2020-07-13 15:05,2020-07-13,15:05:01,51.4141248,-114.3273508,1135.75,0,17.5,2,5,GPS Schedule
2020-07-13 21:10,2020-07-13 15:10,2020-07-13,15:10:02,51.4141459,-114.3272174,1124.92,1,16.5,2,5,GPS Schedule
2020-07-13 21:15,2020-07-13 15:15,2020-07-13,15:15:01,51.4142042,-114.3270012,1085.2,0,15.5,1.2,6,GPS Schedule
2020-07-13 21:20,2020-07-13 15:20,2020-07-13,15:20:01,51.4135977,-114.3274498,1142.89,0,14.5,1.2,5,GPS Schedule
2020-07-13 21:25,2020-07-13 15:25,2020-07-13,15:25:03,51.4136543,-114.3274757,1132.74,2,14,1.4,5,GPS Schedule
2020-07-13 21:30,2020-07-13 15:30,2020-07-13,15:30:04,51.4137032,-114.3274638,1142.48,3,13.5,4.2,4,GPS Schedule
2020-07-13 21:35,2020-07-13 15:35,2020-07-13,15:35:51,51.4137446,-114.3275015,1127.28,50,13,1.4,5,GPS Schedule
2020-07-13 21:40,2020-07-13 15:40,2020-07-13,15:40:13,51.4140357,-114.3274307,1130.87,12,13,1.4,5,GPS Schedule
2020-07-13 21:45,2020-07-13 15:45,2020-07-13,15:45:02,51.4137591,-114.3274837,1133.68,1,13,1.4,5,GPS Schedule
2020-07-13 21:50,2020-07-13 15:50,2020-07-13,15:50:04,51.4135869,-114.3274604,1134.89,3,14.5,4,4,GPS Schedule
2020-07-13 21:55,2020-07-13 15:55,2020-07-13,15:55:53,51.4138555,-114.3274787,1132.8,52,15,1.8,5,GPS Schedule
2020-07-13 22:00,2020-07-13 16:00,2020-07-13,16:00:03,51.4140149,-114.3275117,1139.11,2,14.5,2,5,GPS Schedule
2020-07-13 22:05,2020-07-13 16:05,2020-07-13,16:05:01,51.4143035,-114.3268021,1136.51,0,14,2,5,GPS Schedule
2020-07-13 22:10,2020-07-13 16:10,2020-07-13,16:10:02,51.4141336,-114.326775,1127.29,1,14.5,2.4,4,GPS Schedule
2020-07-13 22:15,2020-07-13 16:15,2020-07-13,16:15:35,51.4141344,-114.3267809,1125.94,34,15.5,1,10,GPS Schedule
2020-07-13 22:20,2020-07-13 16:20,2020-07-13,16:20:01,51.4140187,-114.3266989,1114.47,0,15.5,1.4,6,GPS Schedule
2020-07-13 22:25,2020-07-13 16:25,2020-07-13,16:25:01,51.4139272,-114.3267735,1149.46,0,16,1,9,GPS Schedule
2020-07-13 22:30,2020-07-13 16:30,2020-07-13,16:30:01,51.4138851,-114.3266912,1128.88,0,16.5,1.2,7,GPS Schedule
2020-07-13 22:35,2020-07-13 16:35,2020-07-13,16:35:01,51.4140207,-114.3267276,1123.24,0,17,1,8,GPS Schedule
2020-07-13 22:40,2020-07-13 16:40,2020-07-13,16:40:01,51.4138994,-114.3266457,1110.98,0,18,1,9,GPS Schedule
2020-07-13 22:45,2020-07-13 16:45,2020-07-13,16:45:01,51.4139735,-114.3266747,1149.18,0,20.5,0.8,9,GPS Schedule
2020-07-13 22:50,2020-07-13 16:50,2020-07-13,16:50:01,51.4139425,-114.3266663,1139.14,0,21.5,1.2,7,GPS Schedule
2020-07-13 22:55,2020-07-13 16:55,2020-07-13,16:55:01,51.4139088,-114.3267077,1124.22,0,21.5,0.8,9,GPS Schedule
2020-07-13 23:00,2020-07-13 17:00,2020-07-13,17:00:01,51.4139693,-114.3267065,1129.08,1,20.5,1,8,GPS Schedule
2020-07-13 23:05,2020-07-13 17:05,2020-07-13,17:05:01,51.4139245,-114.3267065,1122.83,0,20,1,8,GPS Schedule
2020-07-13 23:10,2020-07-13 17:10,2020-07-13,17:10:01,51.4140329,-114.3266722,1150.3,0,20,1,8,GPS Schedule
2020-07-13 23:15,2020-07-13 17:15,2020-07-13,17:15:01,51.4140239,-114.3267099,1128.07,0,19.5,1,7,GPS Schedule
2020-07-13 23:20,2020-07-13 17:20,2020-07-13,17:20:01,51.4139986,-114.326723,1125.2,1,19.5,1,8,GPS Schedule
2020-07-13 23:25,2020-07-13 17:25,2020-07-13,17:25:01,51.4139928,-114.3267492,1125.71,0,19.5,1,8,GPS Schedule
2020-07-13 23:30,2020-07-13 17:30,2020-07-13,17:30:01,51.4139186,-114.3266282,1137.42,0,20,2,7,GPS Schedule
2020-07-13 23:35,2020-07-13 17:35,2020-07-13,17:35:01,51.4140177,-114.326684,1145.25,0,19.5,1.8,6,GPS Schedule
2020-07-13 23:40,2020-07-13 17:40,2020-07-13,17:40:01,51.4141543,-114.3266776,1200.93,0,20,7.8,5,GPS Schedule
2020-07-13 23:44,2020-07-13 17:44,2020-07-13,17:44:41,51.4138545,-114.3268769,1195.57,0,20,5.6,6,Proximity GPS Schedule
2020-07-13 23:45,2020-07-13 17:45,2020-07-13,17:45:01,51.4135649,-114.3270084,1126.61,0,20,1.8,7,GPS Schedule
2020-07-13 23:50,2020-07-13 17:50,2020-07-13,17:50:01,51.4142678,-114.3269154,1216.44,0,20,14.2,5,GPS Schedule
2020-07-13 23:55,2020-07-13 17:55,2020-07-13,17:55:01,51.413534,-114.3276839,1122.95,0,20,3.6,5,GPS Schedule
2020-07-14 0:00,2020-07-13 18:00,2020-07-13,18:00:01,51.4137852,-114.326994,1153.1,0,20.5,3,6,GPS Schedule
2020-07-14 0:05,2020-07-13 18:05,2020-07-13,18:05:01,51.4130435,-114.3267933,1064.16,0,20.5,3,5,GPS Schedule
2020-07-14 0:10,2020-07-13 18:10,2020-07-13,18:10:02,51.4147049,-114.3259148,1065.05,1,20.5,5.8,4,GPS Schedule
2020-07-14 0:15,2020-07-13 18:15,2020-07-13,18:15:33,51.4137039,-114.326449,1128.34,31,22,1,8,GPS Schedule
2020-07-14 0:20,2020-07-13 18:20,2020-07-13,18:20:17,51.4137524,-114.326594,1126.59,16,21.5,1.6,6,GPS Schedule
2020-07-14 0:25,2020-07-13 18:25,2020-07-13,18:25:13,51.4139179,-114.326968,1115.74,12,21,1,7,GPS Schedule
2020-07-14 0:30,2020-07-13 18:30,2020-07-13,18:30:01,51.4141384,-114.3267502,1075.69,0,22,2.8,5,GPS Schedule
2020-07-14 0:35,2020-07-13 18:35,2020-07-13,18:35:01,51.4139253,-114.3269537,1112.53,0,22.5,2.4,5,GPS Schedule
2020-07-14 0:40,2020-07-13 18:40,2020-07-13,18:40:01,51.4140672,-114.327402,1126.79,0,22.5,1.2,6,GPS Schedule
2020-07-14 0:45,2020-07-13 18:45,2020-07-13,18:45:01,51.4140095,-114.3272857,1135.75,0,21.5,1,7,GPS Schedule
2020-07-14 0:50,2020-07-13 18:50,2020-07-13,18:50:01,51.413598,-114.3271875,1238.81,0,21,5.6,5,GPS Schedule
2020-07-14 0:55,2020-07-13 18:55,2020-07-13,18:55:01,51.4139525,-114.3269603,1153.61,0,20.5,3.6,5,GPS Schedule
2020-07-14 1:00,2020-07-13 19:00,2020-07-13,19:00:01,51.4135556,-114.3272028,1092.9,0,20.5,3.6,5,GPS Schedule
2020-07-14 1:05,2020-07-13 19:05,2020-07-13,19:05:01,51.4139812,-114.3273029,1162.57,0,20,2,5,GPS Schedule
2020-07-14 1:10,2020-07-13 19:10,2020-07-13,19:10:01,51.4140926,-114.3270999,1130.93,0,19.5,1.4,6,GPS Schedule
2020-07-14 1:15,2020-07-13 19:15,2020-07-13,19:15:01,51.4141709,-114.326451,1107.35,0,19.5,1.2,7,GPS Schedule
2020-07-14 1:20,2020-07-13 19:20,2020-07-13,19:20:01,51.4141206,-114.3262375,1133.56,0,19,1.2,7,GPS Schedule
2020-07-14 1:25,2020-07-13 19:25,2020-07-13,19:25:01,51.4143507,-114.3270423,1076.03,0,18.5,3,6,GPS Schedule
2020-07-14 1:30,2020-07-13 19:30,2020-07-13,19:30:01,51.4141663,-114.3266936,1101.36,0,19,3.2,6,GPS Schedule
2020-07-14 1:35,2020-07-13 19:35,2020-07-13,19:35:01,51.4140911,-114.3265992,1133.62,0,19.5,1.8,5,GPS Schedule
2020-07-14 1:40,2020-07-13 19:40,2020-07-13,19:40:01,51.4140207,-114.3263694,1110.45,0,19.5,1.6,6,GPS Schedule
2020-07-14 1:45,2020-07-13 19:45,2020-07-13,19:45:01,51.4142456,-114.3266932,1093.04,0,19.5,4.6,5,GPS Schedule
2020-07-14 1:50,2020-07-13 19:50,2020-07-13,19:50:01,51.4139775,-114.3265459,1130.92,0,19.5,1.2,7,GPS Schedule
2020-07-14 1:55,2020-07-13 19:55,2020-07-13,19:55:01,51.4141248,-114.3265866,1102.49,0,19,1.6,6,GPS Schedule
2020-07-14 2:00,2020-07-13 20:00,2020-07-13,20:00:01,51.4140298,-114.3267818,1095.57,0,19,1.6,6,GPS Schedule
2020-07-14 2:05,2020-07-13 20:05,2020-07-13,20:05:02,51.4139903,-114.3270681,1136.17,1,19,1.8,5,GPS Schedule
2020-07-14 2:10,2020-07-13 20:10,2020-07-13,20:10:01,51.4139675,-114.3271619,1125.41,1,19.5,2.6,4,GPS Schedule
2020-07-14 2:15,2020-07-13 20:15,2020-07-13,20:15:33,51.4140753,-114.3271784,1132.47,33,20,2.2,6,GPS Schedule
2020-07-14 2:20,2020-07-13 20:20,2020-07-13,20:20:13,51.4140634,-114.3273462,1132.24,12,20,2,6,GPS Schedule
2020-07-14 2:25,2020-07-13 20:25,2020-07-13,20:25:01,51.4142241,-114.327285,1126.93,1,19,2.2,4,GPS Schedule
2020-07-14 2:30,2020-07-13 20:30,2020-07-13,20:30:33,51.4141433,-114.3272258,1130.27,33,19,1.8,5,GPS Schedule
2020-07-14 2:35,2020-07-13 20:35,2020-07-13,20:35:13,51.4141054,-114.3273115,1131.07,12,18.5,1.8,5,GPS Schedule
2020-07-14 2:40,2020-07-13 20:40,2020-07-13,20:40:02,51.4141635,-114.3272233,1125.92,1,18,1.8,5,GPS Schedule
2020-07-14 2:45,2020-07-13 20:45,2020-07-13,20:45:01,51.414163,-114.3272479,1104.21,0,18,1.6,5,GPS Schedule
2020-07-14 2:50,2020-07-13 20:50,2020-07-13,20:50:01,51.4136338,-114.3271723,1126.89,1,18,3.2,4,GPS Schedule
2020-07-14 2:55,2020-07-13 20:55,2020-07-13,20:55:55,51.4137297,-114.3264465,1124.77,54,18.5,2.8,5,GPS Schedule
2020-07-14 3:00,2020-07-13 21:00,2020-07-13,21:00:14,51.4139857,-114.326613,1158.33,13,18,2.4,5,GPS Schedule
2020-07-14 3:05,2020-07-13 21:05,2020-07-13,21:05:09,51.4135419,-114.3268871,1126.09,8,18,2.2,5,GPS Schedule
2020-07-14 3:10,2020-07-13 21:10,2020-07-13,21:10:01,51.4136692,-114.3273164,1139.1,1,18,2,5,GPS Schedule
2020-07-14 3:15,2020-07-13 21:15,2020-07-13,21:15:02,51.4136572,-114.3274626,1132.49,1,17.5,1.8,5,GPS Schedule
2020-07-14 3:20,2020-07-13 21:20,2020-07-13,21:20:07,51.4139623,-114.3272679,1133.54,6,17.5,1.6,5,GPS Schedule
2020-07-14 3:25,2020-07-13 21:25,2020-07-13,21:25:07,51.4139556,-114.3273774,1132.86,6,17.5,1.6,5,GPS Schedule
2020-07-14 3:30,2020-07-13 21:30,2020-07-13,21:30:01,51.4139297,-114.3273169,1140.27,1,17.5,3.2,4,GPS Schedule
2020-07-14 3:35,2020-07-13 21:35,2020-07-13,21:35:35,51.4139709,-114.3273178,1130.22,34,17.5,1,7,GPS Schedule
2020-07-14 3:40,2020-07-13 21:40,2020-07-13,21:40:01,51.4140148,-114.326951,1172.38,0,17,2.6,5,GPS Schedule
2020-07-14 3:45,2020-07-13 21:45,2020-07-13,21:45:01,51.4139942,-114.3271869,1126.87,0,17,1.2,6,GPS Schedule
2020-07-14 3:50,2020-07-13 21:50,2020-07-13,21:50:02,51.4140573,-114.3271772,1126.39,1,16.5,1.2,6,GPS Schedule
2020-07-14 3:55,2020-07-13 21:55,2020-07-13,21:55:05,51.4140964,-114.3271557,1125.47,4,16,1,7,GPS Schedule
