GMT,MST,Date,Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Fix
2020-07-13 22:20,2020-07-13 16:20,2020-07-13,16:20:41,0,0,0,70,17,0,0,Proximity GPS Schedule
2020-07-13 22:26,2020-07-13 16:26,2020-07-13,16:26:10,0,0,0,70,17,0,0,GPS Schedule
2020-07-13 22:31,2020-07-13 16:31,2020-07-13,16:31:10,0,0,0,70,17,0,0,GPS Schedule
2020-07-13 22:35,2020-07-13 16:35,2020-07-13,16:35:36,51.4051343,-114.3279879,250.38,70,17,4.8,4,GPS Schedule
2020-08-04 6:46,2020-08-04 0:46,2020-08-04,0:46:10,0,0,0,70,13.5,0,0,GPS Schedule
2020-08-04 19:32,2020-08-04 13:32,2020-08-04,13:32:20,0,0,0,70,14.5,0,0,Proximity GPS Schedule
2020-08-05 0:08,2020-08-04 18:08,2020-08-04,18:08:26,0,0,0,70,19,0,0,Proximity GPS Schedule
2020-08-05 1:57,2020-08-04 19:57,2020-08-04,19:57:25,0,0,0,70,19.5,0,0,Proximity GPS Schedule
2020-08-05 8:41,2020-08-05 2:41,2020-08-05,2:41:01,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 8:46,2020-08-05 2:46,2020-08-05,2:46:10,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-05 8:51,2020-08-05 2:51,2020-08-05,2:51:10,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-05 8:56,2020-08-05 2:56,2020-08-05,2:56:10,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-05 9:01,2020-08-05 3:01,2020-08-05,3:01:10,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-05 9:06,2020-08-05 3:06,2020-08-05,3:06:10,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-05 15:43,2020-08-05 9:43,2020-08-05,9:43:50,0,0,0,70,13.5,0,0,Proximity GPS Schedule
2020-08-05 16:22,2020-08-05 10:22,2020-08-05,10:22:37,0,0,0,70,14,0,0,Proximity GPS Schedule
2020-08-05 16:33,2020-08-05 10:33,2020-08-05,10:33:29,0,0,0,70,14.5,0,0,Proximity GPS Schedule
2020-08-05 16:38,2020-08-05 10:38,2020-08-05,10:38:07,0,0,0,70,14.5,0,0,Proximity GPS Schedule
2020-08-05 16:39,2020-08-05 10:39,2020-08-05,10:39:35,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 16:41,2020-08-05 10:41,2020-08-05,10:41:10,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-05 16:52,2020-08-05 10:52,2020-08-05,10:52:41,0,0,0,70,15,0,0,Proximity GPS Schedule
2020-08-05 17:22,2020-08-05 11:22,2020-08-05,11:22:28,0,0,0,70,15,0,0,Proximity GPS Schedule
2020-08-05 17:28,2020-08-05 11:28,2020-08-05,11:28:37,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 17:31,2020-08-05 11:31,2020-08-05,11:31:10,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-05 17:55,2020-08-05 11:55,2020-08-05,11:55:53,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-05 18:14,2020-08-05 12:14,2020-08-05,12:14:14,0,0,0,70,16,0,0,Proximity GPS Schedule
2020-08-05 18:16,2020-08-05 12:16,2020-08-05,12:16:10,0,0,0,70,16.5,0,0,GPS Schedule
2020-08-05 19:03,2020-08-05 13:03,2020-08-05,13:03:17,0,0,0,70,16.5,0,0,Proximity GPS Schedule
2020-08-05 19:29,2020-08-05 13:29,2020-08-05,13:29:26,0,0,0,70,17,0,0,Proximity GPS Schedule
2020-08-06 0:17,2020-08-05 18:17,2020-08-05,18:17:34,0,0,0,70,21,0,0,Proximity GPS Schedule
2020-08-06 0:37,2020-08-05 18:37,2020-08-05,18:37:25,0,0,0,70,21,0,0,Proximity GPS Schedule
2020-08-06 0:41,2020-08-05 18:41,2020-08-05,18:41:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 0:46,2020-08-05 18:46,2020-08-05,18:46:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 0:51,2020-08-05 18:51,2020-08-05,18:51:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 1:32,2020-08-05 19:32,2020-08-05,19:32:19,0,0,0,70,21.5,0,0,Proximity GPS Schedule
2020-08-06 1:36,2020-08-05 19:36,2020-08-05,19:36:10,0,0,0,70,22,0,0,GPS Schedule
2020-08-06 1:41,2020-08-05 19:41,2020-08-05,19:41:10,0,0,0,70,22,0,0,GPS Schedule
2020-08-06 2:51,2020-08-05 20:51,2020-08-05,20:51:02,0,0,0,70,21.5,0,0,Proximity GPS Schedule
2020-08-06 2:56,2020-08-05 20:56,2020-08-05,20:56:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 3:01,2020-08-05 21:01,2020-08-05,21:01:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 3:06,2020-08-05 21:06,2020-08-05,21:06:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 3:45,2020-08-05 21:45,2020-08-05,21:45:26,0,0,0,70,21.5,0,0,Proximity GPS Schedule
2020-08-06 3:51,2020-08-05 21:51,2020-08-05,21:51:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 3:56,2020-08-05 21:56,2020-08-05,21:56:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 4:01,2020-08-05 22:01,2020-08-05,22:01:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-08-06 10:24,2020-08-06 4:24,2020-08-06,4:24:40,0,0,0,70,16.5,0,0,Proximity GPS Schedule
2020-08-06 10:26,2020-08-06 4:26,2020-08-06,4:26:10,0,0,0,70,17,0,0,GPS Schedule
2020-08-06 10:27,2020-08-06 4:27,2020-08-06,4:27:58,0,0,0,70,17.5,0,0,Proximity GPS Schedule
2020-08-06 11:27,2020-08-06 5:27,2020-08-06,5:27:18,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 11:31,2020-08-06 5:31,2020-08-06,5:31:10,0,0,0,70,16,0,0,GPS Schedule
2020-08-06 11:36,2020-08-06 5:36,2020-08-06,5:36:10,0,0,0,70,16,0,0,GPS Schedule
2020-08-06 11:41,2020-08-06 5:41,2020-08-06,5:41:10,0,0,0,70,16,0,0,GPS Schedule
2020-08-06 13:19,2020-08-06 7:19,2020-08-06,7:19:17,0,0,0,70,15,0,0,Proximity GPS Schedule
2020-08-06 13:33,2020-08-06 7:33,2020-08-06,7:33:44,0,0,0,70,15,0,0,Proximity GPS Schedule
2020-08-06 13:41,2020-08-06 7:41,2020-08-06,7:41:10,0,0,0,70,15,0,0,GPS Schedule
2020-08-06 13:42,2020-08-06 7:42,2020-08-06,7:42:25,0,0,0,70,16,0,0,Proximity GPS Schedule
2020-08-06 13:51,2020-08-06 7:51,2020-08-06,7:51:05,0,0,0,70,15,0,0,Proximity GPS Schedule
2020-08-06 14:07,2020-08-06 8:07,2020-08-06,8:07:22,0,0,0,70,15,0,0,Proximity GPS Schedule
2020-08-06 14:12,2020-08-06 8:12,2020-08-06,8:12:22,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 14:18,2020-08-06 8:18,2020-08-06,8:18:37,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 14:21,2020-08-06 8:21,2020-08-06,8:21:11,0,0,0,70,15.5,0,0,GPS Schedule
2020-08-06 14:32,2020-08-06 8:32,2020-08-06,8:32:22,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 14:36,2020-08-06 8:36,2020-08-06,8:36:02,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 14:49,2020-08-06 8:49,2020-08-06,8:49:17,0,0,0,70,15.5,0,0,Proximity GPS Schedule
2020-08-06 14:51,2020-08-06 8:51,2020-08-06,8:51:10,0,0,0,70,16,0,0,GPS Schedule
2020-08-06 16:14,2020-08-06 10:14,2020-08-06,10:14:07,0,0,0,70,16,0,0,Proximity GPS Schedule
2020-08-06 16:16,2020-08-06 10:16,2020-08-06,10:16:10,0,0,0,70,17,0,0,GPS Schedule
2020-08-06 16:42,2020-08-06 10:42,2020-08-06,10:42:22,0,0,0,70,16.5,0,0,Proximity GPS Schedule
2020-08-06 17:31,2020-08-06 11:31,2020-08-06,11:31:10,0,0,0,70,17.5,0,0,GPS Schedule
2020-08-06 18:26,2020-08-06 12:26,2020-08-06,12:26:10,0,0,0,70,18.5,0,0,GPS Schedule
2020-08-06 18:51,2020-08-06 12:51,2020-08-06,12:51:10,0,0,0,70,19,0,0,GPS Schedule
2020-08-06 18:56,2020-08-06 12:56,2020-08-06,12:56:03,0,0,0,70,19.5,0,0,Proximity GPS Schedule
2020-08-06 19:07,2020-08-06 13:07,2020-08-06,13:07:22,0,0,0,70,19.5,0,0,Proximity GPS Schedule
2020-08-06 19:11,2020-08-06 13:11,2020-08-06,13:11:10,0,0,0,70,20,0,0,GPS Schedule
2020-08-06 19:16,2020-08-06 13:16,2020-08-06,13:16:10,0,0,0,70,20,0,0,GPS Schedule
2020-08-06 19:21,2020-08-06 13:21,2020-08-06,13:21:10,0,0,0,70,20,0,0,GPS Schedule
