GMT,MST,Date,Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Fix
2020-07-13 21:12,2020-07-13 15:12,2020-07-13,15:12:14,0,0,0,3,15,0,0,GPS Schedule
2020-07-13 21:16,2020-07-13 15:16,2020-07-13,15:16:40,0,0,0,5,14.5,0,0,Proximity GPS Schedule
2020-07-13 21:21,2020-07-13 15:21,2020-07-13,15:21:10,0,0,0,70,16,0,0,GPS Schedule
2020-07-13 21:26,2020-07-13 15:26,2020-07-13,15:26:10,0,0,0,70,16,0,0,GPS Schedule
2020-07-13 21:31,2020-07-13 15:31,2020-07-13,15:31:10,0,0,0,70,16,0,0,GPS Schedule
2020-07-13 21:38,2020-07-13 15:38,2020-07-13,15:38:21,0,0,0,201,15.5,0,0,GPS Schedule
2020-07-13 21:41,2020-07-13 15:41,2020-07-13,15:41:10,0,0,0,70,16.5,0,0,GPS Schedule
2020-07-13 21:46,2020-07-13 15:46,2020-07-13,15:46:10,0,0,0,70,17,0,0,GPS Schedule
2020-07-13 21:51,2020-07-13 15:51,2020-07-13,15:51:10,0,0,0,70,18,0,0,GPS Schedule
2020-07-13 21:56,2020-07-13 15:56,2020-07-13,15:56:10,0,0,0,70,18,0,0,GPS Schedule
2020-07-13 22:01,2020-07-13 16:01,2020-07-13,16:01:10,0,0,0,70,18,0,0,GPS Schedule
2020-07-13 22:06,2020-07-13 16:06,2020-07-13,16:06:10,0,0,0,70,18,0,0,GPS Schedule
2020-07-13 22:11,2020-07-13 16:11,2020-07-13,16:11:10,0,0,0,70,17.5,0,0,GPS Schedule
2020-07-13 22:16,2020-07-13 16:16,2020-07-13,16:16:10,0,0,0,70,17,0,0,GPS Schedule
2020-07-13 22:21,2020-07-13 16:21,2020-07-13,16:21:10,0,0,0,70,17,0,0,GPS Schedule
2020-07-13 22:26,2020-07-13 16:26,2020-07-13,16:26:10,0,0,0,70,18,0,0,GPS Schedule
2020-07-13 22:31,2020-07-13 16:31,2020-07-13,16:31:10,0,0,0,70,18.5,0,0,GPS Schedule
2020-07-13 22:36,2020-07-13 16:36,2020-07-13,16:36:10,0,0,0,70,19,0,0,GPS Schedule
2020-07-13 22:41,2020-07-13 16:41,2020-07-13,16:41:10,0,0,0,70,20,0,0,GPS Schedule
2020-07-13 22:46,2020-07-13 16:46,2020-07-13,16:46:10,0,0,0,70,22.5,0,0,GPS Schedule
2020-07-13 22:51,2020-07-13 16:51,2020-07-13,16:51:10,0,0,0,70,24,0,0,GPS Schedule
2020-07-13 22:56,2020-07-13 16:56,2020-07-13,16:56:10,0,0,0,70,23.5,0,0,GPS Schedule
2020-07-13 23:01,2020-07-13 17:01,2020-07-13,17:01:10,0,0,0,70,22.5,0,0,GPS Schedule
2020-07-13 23:06,2020-07-13 17:06,2020-07-13,17:06:10,0,0,0,70,22,0,0,GPS Schedule
2020-07-13 23:11,2020-07-13 17:11,2020-07-13,17:11:10,0,0,0,70,22,0,0,GPS Schedule
2020-07-13 23:16,2020-07-13 17:16,2020-07-13,17:16:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-07-13 23:21,2020-07-13 17:21,2020-07-13,17:21:10,0,0,0,70,21,0,0,GPS Schedule
2020-07-13 23:26,2020-07-13 17:26,2020-07-13,17:26:10,0,0,0,70,20.5,0,0,GPS Schedule
2020-07-13 23:31,2020-07-13 17:31,2020-07-13,17:31:10,0,0,0,70,20.5,0,0,GPS Schedule
2020-07-13 23:36,2020-07-13 17:36,2020-07-13,17:36:10,0,0,0,70,21.5,0,0,GPS Schedule
2020-07-13 23:41,2020-07-13 17:41,2020-07-13,17:41:10,0,0,0,70,22.5,0,0,GPS Schedule
2020-07-13 23:46,2020-07-13 17:46,2020-07-13,17:46:10,0,0,0,70,23,0,0,GPS Schedule
2020-07-13 23:51,2020-07-13 17:51,2020-07-13,17:51:10,0,0,0,70,23,0,0,GPS Schedule
2020-07-13 23:56,2020-07-13 17:56,2020-07-13,17:56:10,0,0,0,70,22.5,0,0,GPS Schedule
2020-07-14 0:01,2020-07-13 18:01,2020-07-13,18:01:10,0,0,0,70,22,0,0,GPS Schedule
2020-07-14 0:06,2020-07-13 18:06,2020-07-13,18:06:10,0,0,0,70,22,0,0,GPS Schedule
