GMT,MST,Date,Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Fix
2020-07-13 4:06,2020-07-12 22:06,2020-07-12,22:06:10,0,0,0,70,19,0,0,GPS Schedule
2020-07-13 19:49,2020-07-13 13:49,2020-07-13,13:49:42,51.4140194,-114.3281869,0.12,70,14,4.2,3,GPS Schedule
2020-07-13 19:56,2020-07-13 13:56,2020-07-13,13:56:10,0,0,0,70,13.5,0,0,GPS Schedule
2020-07-13 20:01,2020-07-13 14:01,2020-07-13,14:01:10,0,0,0,70,13.5,0,0,GPS Schedule
2020-07-13 20:06,2020-07-13 14:06,2020-07-13,14:06:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:11,2020-07-13 14:11,2020-07-13,14:11:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:13,2020-07-13 14:13,2020-07-13,14:13:28,0,0,0,70,13.5,0,0,Proximity GPS Schedule
2020-07-13 20:16,2020-07-13 14:16,2020-07-13,14:16:10,0,0,0,70,13.5,0,0,GPS Schedule
2020-07-13 20:21,2020-07-13 14:21,2020-07-13,14:21:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:26,2020-07-13 14:26,2020-07-13,14:26:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:31,2020-07-13 14:31,2020-07-13,14:31:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:36,2020-07-13 14:36,2020-07-13,14:36:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:41,2020-07-13 14:41,2020-07-13,14:41:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:46,2020-07-13 14:46,2020-07-13,14:46:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 20:51,2020-07-13 14:51,2020-07-13,14:51:10,0,0,0,70,13.5,0,0,GPS Schedule
2020-07-13 20:56,2020-07-13 14:56,2020-07-13,14:56:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:01,2020-07-13 15:01,2020-07-13,15:01:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:06,2020-07-13 15:06,2020-07-13,15:06:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:11,2020-07-13 15:11,2020-07-13,15:11:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:16,2020-07-13 15:16,2020-07-13,15:16:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:21,2020-07-13 15:21,2020-07-13,15:21:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:22,2020-07-13 15:22,2020-07-13,15:22:22,0,0,0,70,14,0,0,Proximity GPS Schedule
2020-07-13 21:26,2020-07-13 15:26,2020-07-13,15:26:10,0,0,0,70,13.5,0,0,GPS Schedule
2020-07-13 21:31,2020-07-13 15:31,2020-07-13,15:31:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:36,2020-07-13 15:36,2020-07-13,15:36:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:41,2020-07-13 15:41,2020-07-13,15:41:10,0,0,0,70,13,0,0,GPS Schedule
2020-07-13 21:46,2020-07-13 15:46,2020-07-13,15:46:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 21:51,2020-07-13 15:51,2020-07-13,15:51:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 21:56,2020-07-13 15:56,2020-07-13,15:56:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 22:01,2020-07-13 16:01,2020-07-13,16:01:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 22:06,2020-07-13 16:06,2020-07-13,16:06:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 22:11,2020-07-13 16:11,2020-07-13,16:11:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 22:16,2020-07-13 16:16,2020-07-13,16:16:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 22:21,2020-07-13 16:21,2020-07-13,16:21:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 22:26,2020-07-13 16:26,2020-07-13,16:26:10,0,0,0,70,12.5,0,0,GPS Schedule
2020-07-13 22:30,2020-07-13 16:30,2020-07-13,16:30:46,0,0,0,70,12,0,0,Proximity GPS Schedule
2020-07-13 22:35,2020-07-13 16:35,2020-07-13,16:35:58,51.4136247,-114.327499,1103.39,58,12.5,7.8,5,GPS Schedule
2020-07-13 22:40,2020-07-13 16:40,2020-07-13,16:40:12,51.4139657,-114.3273761,1130.68,11,13,6.6,5,GPS Schedule
2020-07-13 22:45,2020-07-13 16:45,2020-07-13,16:45:09,51.4141182,-114.327219,1144.01,8,14,5.4,5,GPS Schedule
2020-07-13 22:50,2020-07-13 16:50,2020-07-13,16:50:07,51.4139423,-114.3271965,1128.92,6,15,4.4,5,GPS Schedule
2020-07-13 22:55,2020-07-13 16:55,2020-07-13,16:55:02,51.4138383,-114.3271729,1120.25,2,15.5,4.4,4,GPS Schedule
2020-07-13 23:00,2020-07-13 17:00,2020-07-13,17:00:36,51.413906,-114.3271835,1123.19,35,16,1.2,7,GPS Schedule
2020-07-13 23:05,2020-07-13 17:05,2020-07-13,17:05:01,51.413957,-114.3272984,1109.71,0,15.5,2.2,5,GPS Schedule
