GMT,MST,Date,Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Fix
2020-07-13 17:41,2020-07-13 11:41,2020-07-13,11:41:09,51.4111185,-114.3251895,0.51,70,16.5,2.6,3,GPS Schedule
2020-07-13 17:46,2020-07-13 11:46,2020-07-13,11:46:04,51.4138895,-114.3271662,1090.11,64,17,3,5,GPS Schedule
2020-07-13 17:50,2020-07-13 11:50,2020-07-13,11:50:01,51.4143524,-114.3272529,1144.96,0,17,3,5,GPS Schedule
2020-07-13 17:55,2020-07-13 11:55,2020-07-13,11:55:01,51.4139444,-114.327219,1119.78,0,17.5,3,6,GPS Schedule
2020-07-13 17:59,2020-07-13 11:59,2020-07-13,11:59:59,51.4138718,-114.3263997,1121.11,1,18,3,5,Proximity GPS Schedule
2020-07-13 18:05,2020-07-13 12:05,2020-07-13,12:05:01,51.4139635,-114.3262286,1141.11,0,18.5,2.8,5,GPS Schedule
2020-07-13 18:10,2020-07-13 12:10,2020-07-13,12:10:02,51.414124,-114.3263457,1130.7,2,18.5,2.8,5,GPS Schedule
2020-07-13 18:15,2020-07-13 12:15,2020-07-13,12:15:02,51.4141929,-114.3263161,1147.61,1,18.5,2.4,6,GPS Schedule
2020-07-13 18:20,2020-07-13 12:20,2020-07-13,12:20:01,51.414052,-114.3261229,1163.96,0,18.5,2.4,5,GPS Schedule
2020-07-13 18:25,2020-07-13 12:25,2020-07-13,12:25:01,51.4143809,-114.3265721,1188.49,0,18.5,3.8,5,GPS Schedule
2020-07-13 18:30,2020-07-13 12:30,2020-07-13,12:30:06,51.4140891,-114.3263706,1123.57,6,18.5,3.4,5,GPS Schedule
2020-07-13 18:35,2020-07-13 12:35,2020-07-13,12:35:00,51.4139825,-114.3263077,1112.56,0,18.5,3,5,GPS Schedule
2020-07-13 18:40,2020-07-13 12:40,2020-07-13,12:40:04,51.4140547,-114.3263233,1130.46,3,18.5,2.4,5,GPS Schedule
2020-07-13 18:45,2020-07-13 12:45,2020-07-13,12:45:00,51.4140875,-114.3263651,1144.18,0,18.5,2.4,5,GPS Schedule
2020-07-13 18:50,2020-07-13 12:50,2020-07-13,12:50:01,51.4140577,-114.3263732,1126.35,1,18.5,1.4,6,GPS Schedule
2020-07-13 18:55,2020-07-13 12:55,2020-07-13,12:55:00,51.4140511,-114.3266699,1091.12,0,18.5,2.4,5,GPS Schedule
2020-07-13 19:00,2020-07-13 13:00,2020-07-13,13:00:04,51.4140494,-114.3263601,1124.53,3,18.5,1.8,5,GPS Schedule
2020-07-13 19:05,2020-07-13 13:05,2020-07-13,13:05:06,51.4139922,-114.3264065,1120.66,6,19,1.6,5,GPS Schedule
2020-07-13 19:10,2020-07-13 13:10,2020-07-13,13:10:04,51.4141013,-114.3263504,1122.48,4,19,1.6,5,GPS Schedule
2020-07-13 19:15,2020-07-13 13:15,2020-07-13,13:15:02,51.414028,-114.3263046,1146.9,0,18.5,1.6,5,GPS Schedule
2020-07-13 19:20,2020-07-13 13:20,2020-07-13,13:20:08,51.414074,-114.326404,1124.91,7,19,1.4,5,GPS Schedule
2020-07-13 19:25,2020-07-13 13:25,2020-07-13,13:25:05,51.4140672,-114.3263398,1124.23,4,17.5,1.4,5,GPS Schedule
2020-07-13 19:30,2020-07-13 13:30,2020-07-13,13:30:02,51.4142264,-114.3264404,1121.61,0,17,1.4,5,GPS Schedule
2020-07-13 19:35,2020-07-13 13:35,2020-07-13,13:35:01,51.4140594,-114.3264065,1130.04,1,17,1.6,4,GPS Schedule
2020-07-13 19:41,2020-07-13 13:41,2020-07-13,13:41:06,51.4140632,-114.3275332,821.39,70,18,1.8,4,GPS Schedule
2020-07-13 19:46,2020-07-13 13:46,2020-07-13,13:46:05,51.4140444,-114.3271915,1128.82,61,18,1,8,GPS Schedule
2020-07-13 19:49,2020-07-13 13:49,2020-07-13,13:49:59,51.413719,-114.3273132,1100.13,0,17.5,3,5,GPS Schedule
2020-07-13 19:54,2020-07-13 13:54,2020-07-13,13:54:59,51.4140818,-114.3270475,1126.77,0,17.5,2.2,5,GPS Schedule
2020-07-13 19:59,2020-07-13 13:59,2020-07-13,13:59:59,51.4141324,-114.3270627,1122.28,0,17.5,1.4,5,GPS Schedule
2020-07-13 20:05,2020-07-13 14:05,2020-07-13,14:05:01,51.4140433,-114.3272595,1139.14,1,18,1,6,GPS Schedule
2020-07-13 20:10,2020-07-13 14:10,2020-07-13,14:10:00,51.4138657,-114.327499,1137,1,18,3,4,GPS Schedule
2020-07-13 20:15,2020-07-13 14:15,2020-07-13,14:15:57,51.4137833,-114.3274217,1125.13,58,19,2.4,5,GPS Schedule
2020-07-13 20:19,2020-07-13 14:19,2020-07-13,14:19:59,51.4138211,-114.3272667,1110.26,0,18.5,2.4,5,GPS Schedule
2020-07-13 20:25,2020-07-13 14:25,2020-07-13,14:25:00,51.4136628,-114.3276976,1106.41,1,18.5,2.8,4,GPS Schedule
2020-07-13 20:31,2020-07-13 14:31,2020-07-13,14:31:10,51.4178574,-114.3196935,-0.27,70,19.5,3.2,3,GPS Schedule
2020-07-13 20:36,2020-07-13 14:36,2020-07-13,14:36:05,51.4138078,-114.3276025,1130.63,65,19.5,2,5,GPS Schedule
2020-07-13 20:40,2020-07-13 14:40,2020-07-13,14:40:00,51.4135704,-114.327697,1128.68,1,18.5,2.6,4,GPS Schedule
2020-07-13 20:45,2020-07-13 14:45,2020-07-13,14:45:33,51.4135658,-114.3276353,1135.49,34,18.5,1.6,5,GPS Schedule
2020-07-13 20:51,2020-07-13 14:51,2020-07-13,14:51:05,51.4135542,-114.3277354,1144.19,65,19,3,4,GPS Schedule
2020-07-13 20:55,2020-07-13 14:55,2020-07-13,14:55:04,51.4135548,-114.3277261,1154.37,5,18.5,3.2,4,GPS Schedule
2020-07-13 21:01,2020-07-13 15:01,2020-07-13,15:01:03,51.4135145,-114.3276771,1137.48,64,18.5,2.2,5,GPS Schedule
2020-07-13 21:05,2020-07-13 15:05,2020-07-13,15:05:04,51.4138256,-114.3275822,1130.33,5,18,2.2,5,GPS Schedule
2020-07-13 21:10,2020-07-13 15:10,2020-07-13,15:10:09,51.4136845,-114.3275673,1141.58,10,16,2.2,5,GPS Schedule
2020-07-13 21:15,2020-07-13 15:15,2020-07-13,15:15:00,51.4139077,-114.3275058,1125.6,1,15,3,4,GPS Schedule
2020-07-13 21:20,2020-07-13 15:20,2020-07-13,15:20:54,51.4136639,-114.3274638,1137.01,54,14.5,3.8,5,GPS Schedule
2020-07-13 21:25,2020-07-13 15:25,2020-07-13,15:25:07,51.4136269,-114.3277076,1130.06,8,14,3.8,5,GPS Schedule
2020-07-13 21:30,2020-07-13 15:30,2020-07-13,15:30:05,51.413866,-114.3274881,1124.18,5,13.5,3.8,5,GPS Schedule
2020-07-13 21:35,2020-07-13 15:35,2020-07-13,15:35:01,51.413992,-114.3270322,1125.79,1,13.5,3.6,5,GPS Schedule
2020-07-13 21:40,2020-07-13 15:40,2020-07-13,15:40:00,51.4139952,-114.3262628,1133.18,1,13.5,3.6,4,GPS Schedule
2020-07-13 21:46,2020-07-13 15:46,2020-07-13,15:46:05,51.4139156,-114.3275236,1122.34,64,15,2,6,GPS Schedule
2020-07-13 21:50,2020-07-13 15:50,2020-07-13,15:50:03,51.4134603,-114.3278212,1137.18,4,15,2,6,GPS Schedule
2020-07-13 21:55,2020-07-13 15:55,2020-07-13,15:55:01,51.4136235,-114.3275103,1135.48,1,15,2.2,5,GPS Schedule
2020-07-13 22:00,2020-07-13 16:00,2020-07-13,16:00:06,51.4135915,-114.3276742,1121.69,7,14.5,2,6,GPS Schedule
2020-07-13 22:05,2020-07-13 16:05,2020-07-13,16:05:02,51.413545,-114.3274473,1128.38,3,14.5,2.2,5,GPS Schedule
2020-07-13 22:10,2020-07-13 16:10,2020-07-13,16:10:02,51.4137688,-114.3273765,1122.58,3,15,3.6,5,GPS Schedule
2020-07-13 22:14,2020-07-13 16:14,2020-07-13,16:14:59,51.413863,-114.3270799,1115.49,0,15,2,5,GPS Schedule
2020-07-13 22:20,2020-07-13 16:20,2020-07-13,16:20:06,51.4140714,-114.3271641,1127.69,6,15,2,6,GPS Schedule
2020-07-13 22:25,2020-07-13 16:25,2020-07-13,16:25:00,51.4138944,-114.3272421,1142.13,1,15,2.4,4,GPS Schedule
2020-07-13 22:30,2020-07-13 16:30,2020-07-13,16:30:33,51.4140134,-114.3269004,1137.96,34,15.5,1.2,8,GPS Schedule
2020-07-13 22:35,2020-07-13 16:35,2020-07-13,16:35:10,51.4141287,-114.3263245,1144.36,11,16,1.4,7,GPS Schedule
2020-07-13 22:40,2020-07-13 16:40,2020-07-13,16:40:11,51.4141072,-114.3263934,1136.03,12,16.5,1.4,8,GPS Schedule
2020-07-13 22:45,2020-07-13 16:45,2020-07-13,16:45:00,51.4141779,-114.3262478,1115.68,0,17,1.4,7,GPS Schedule
2020-07-13 22:49,2020-07-13 16:49,2020-07-13,16:49:59,51.4138788,-114.3262731,1091.07,0,18,1.6,6,GPS Schedule
2020-07-13 22:55,2020-07-13 16:55,2020-07-13,16:55:00,51.4140939,-114.3263999,1097.55,0,18.5,1.6,7,GPS Schedule
2020-07-13 23:00,2020-07-13 17:00,2020-07-13,17:00:00,51.4140931,-114.3263588,1127.05,0,18.5,1.6,7,GPS Schedule
2020-07-13 23:04,2020-07-13 17:04,2020-07-13,17:04:59,51.4142078,-114.3264736,1176.99,0,18.5,3,5,GPS Schedule
2020-07-13 23:09,2020-07-13 17:09,2020-07-13,17:09:59,51.4140595,-114.3263174,1132.59,0,19,1.6,7,GPS Schedule
2020-07-13 23:14,2020-07-13 17:14,2020-07-13,17:14:59,51.4143008,-114.3264019,1168.74,0,18.5,4.4,5,GPS Schedule
2020-07-13 23:19,2020-07-13 17:19,2020-07-13,17:19:59,51.4139158,-114.3262354,1117.21,0,18.5,2.8,6,GPS Schedule
2020-07-13 23:25,2020-07-13 17:25,2020-07-13,17:25:01,51.4140426,-114.3264065,1127.69,1,18,2.8,6,GPS Schedule
2020-07-13 23:30,2020-07-13 17:30,2020-07-13,17:30:01,51.4138688,-114.326502,1118.82,2,18,1.6,7,GPS Schedule
2020-07-13 23:35,2020-07-13 17:35,2020-07-13,17:35:01,51.4139081,-114.3265649,1120.44,2,18.5,2.4,6,GPS Schedule
2020-07-13 23:40,2020-07-13 17:40,2020-07-13,17:40:00,51.4143474,-114.3265107,1210.65,1,19.5,3.6,4,GPS Schedule
2020-07-13 23:46,2020-07-13 17:46,2020-07-13,17:46:01,51.4138049,-114.3268928,1087.39,61,20.5,2.4,5,GPS Schedule
2020-07-13 23:50,2020-07-13 17:50,2020-07-13,17:50:01,51.4135645,-114.3269501,1125.37,2,20,2.6,5,GPS Schedule
2020-07-13 23:54,2020-07-13 17:54,2020-07-13,17:54:59,51.4138464,-114.3266792,1180.94,0,19.5,2.6,5,GPS Schedule
2020-07-13 23:59,2020-07-13 17:59,2020-07-13,17:59:59,51.4136535,-114.3265371,1189.11,0,19.5,3,5,GPS Schedule
2020-07-14 0:04,2020-07-13 18:04,2020-07-13,18:04:59,51.4138309,-114.3263816,1100.43,0,20,3.2,5,GPS Schedule
2020-07-14 0:10,2020-07-13 18:10,2020-07-13,18:10:01,51.4135848,-114.3269214,1119.73,2,20.5,3.6,5,GPS Schedule
2020-07-14 0:15,2020-07-13 18:15,2020-07-13,18:15:01,51.4136985,-114.3269269,1114.75,1,21,4.2,5,GPS Schedule
2020-07-14 0:19,2020-07-13 18:19,2020-07-13,18:19:59,51.4138067,-114.3260917,1114.1,0,20.5,4.6,5,GPS Schedule
2020-07-14 0:24,2020-07-13 18:24,2020-07-13,18:24:59,51.4141093,-114.3262035,1089.79,0,20.5,5,5,GPS Schedule
2020-07-14 0:29,2020-07-13 18:29,2020-07-13,18:29:59,51.4137863,-114.3264724,1114.63,0,20,5.2,5,GPS Schedule
2020-07-14 0:34,2020-07-13 18:34,2020-07-13,18:34:59,51.413754,-114.3264474,1112.38,0,21,5.2,5,GPS Schedule
2020-07-14 0:40,2020-07-13 18:40,2020-07-13,18:40:01,51.4135563,-114.3265588,1127.37,1,21.5,4.8,5,GPS Schedule
2020-07-14 0:45,2020-07-13 18:45,2020-07-13,18:45:01,51.4138603,-114.3263152,1117.01,1,21,4.6,5,GPS Schedule
2020-07-14 0:50,2020-07-13 18:50,2020-07-13,18:50:00,51.4137141,-114.3263046,1103.13,1,20.5,7.6,4,GPS Schedule
2020-07-14 0:55,2020-07-13 18:55,2020-07-13,18:55:35,51.4136541,-114.3269438,1119.97,35,20.5,1.4,7,GPS Schedule
2020-07-14 0:59,2020-07-13 18:59,2020-07-13,18:59:59,51.4139779,-114.3271497,1110.41,0,20,1.4,7,GPS Schedule
2020-07-14 1:04,2020-07-13 19:04,2020-07-13,19:04:59,51.4136413,-114.3265925,1162.05,0,19.5,2.4,6,GPS Schedule
2020-07-14 1:09,2020-07-13 19:09,2020-07-13,19:09:59,51.4137861,-114.3262357,1118.49,0,19,1.8,6,GPS Schedule
2020-07-14 1:14,2020-07-13 19:14,2020-07-13,19:14:59,51.4138789,-114.3264655,1144.79,0,19,1.4,6,GPS Schedule
2020-07-14 1:19,2020-07-13 19:19,2020-07-13,19:19:59,51.4139334,-114.3256581,1032.49,0,19,5.6,5,GPS Schedule
2020-07-14 1:24,2020-07-13 19:24,2020-07-13,19:24:59,51.4138435,-114.3270191,1104.43,0,18.5,1.8,5,GPS Schedule
2020-07-14 1:29,2020-07-13 19:29,2020-07-13,19:29:59,51.4139742,-114.3272461,1109.46,0,18.5,1.4,6,GPS Schedule
