Start,Stop,Proximity,Session,RSSI
2020-06-18 19:44,2020-06-18 19:44,30383,0,-78
2020-06-18 19:47,2020-06-18 19:47,30383,0,-76
2020-06-18 19:48,2020-06-18 19:48,30383,6,46
2020-06-18 19:55,2020-06-18 19:55,30382,0,-82
2020-06-18 19:59,2020-06-18 19:59,30383,9,4
2020-06-18 20:02,2020-06-18 20:03,30382,57,-54
2020-06-18 20:35,2020-06-18 20:35,30379,0,-82
2020-06-18 20:37,2020-06-18 20:37,30383,9,44
2020-06-18 20:38,2020-06-18 20:38,30382,6,44
2020-06-18 20:52,2020-06-18 20:52,30382,0,-84
2020-06-18 21:13,2020-06-18 21:13,30379,0,-84
2020-06-18 21:14,2020-06-18 21:14,30379,3,44
2020-06-18 21:28,2020-06-18 21:29,30382,45,-31
2020-06-18 21:32,2020-06-18 21:32,30379,0,-83
2020-06-18 21:37,2020-06-18 21:38,30382,51,-57
2020-06-18 21:43,2020-06-18 21:43,30382,26,-17
2020-06-18 21:43,2020-06-18 21:43,30383,0,-84
2020-06-18 21:52,2020-06-18 21:52,30383,0,-76
2020-06-18 21:52,2020-06-18 21:52,30379,21,-30
2020-06-18 21:52,2020-06-18 21:52,30382,3,50
2020-06-18 21:55,2020-06-18 21:55,30382,9,43
2020-06-18 22:33,2020-06-18 22:33,30379,0,-85
2020-06-18 22:35,2020-06-18 22:37,30379,102,-53
2020-06-18 22:38,2020-06-18 22:38,30383,0,-87
2020-06-18 22:39,2020-06-18 22:40,30379,73,0
2020-06-18 22:41,2020-06-18 22:41,30379,0,-85
2020-06-18 22:49,2020-06-18 22:51,30379,120,-64
2020-06-18 22:09,2020-06-18 22:53,30382,2595,-76
2020-06-18 22:59,2020-06-18 23:00,30379,53,-60
2020-06-18 23:01,2020-06-18 23:05,30379,227,-77
2020-06-18 23:06,2020-06-18 23:06,30383,0,-85
2020-06-18 23:42,2020-06-18 23:42,30382,0,-82
2020-06-18 23:42,2020-06-18 23:43,30379,25,4
2020-06-18 23:43,2020-06-18 23:43,30383,9,-14
2020-06-18 23:43,2020-06-18 23:43,30382,0,-82
2020-06-18 23:48,2020-06-18 23:48,30380,0,-87
2020-06-18 23:50,2020-06-18 23:51,30382,56,1
2020-06-18 23:51,2020-06-18 23:51,30379,6,47
2020-06-18 23:51,2020-06-18 23:51,30383,0,-83
2020-06-18 23:53,2020-06-18 23:54,30382,49,-54
2020-06-18 23:59,2020-06-18 23:59,30382,3,46
2020-06-19 0:05,2020-06-19 0:06,30383,36,-17
2020-06-19 0:08,2020-06-19 0:08,30379,6,46
2020-06-19 0:11,2020-06-19 0:13,30379,122,-64
2020-06-19 0:12,2020-06-19 0:13,30380,57,1
2020-06-19 0:11,2020-06-19 0:15,30382,260,-70
2020-06-19 0:12,2020-06-19 0:14,30383,153,-60
2020-06-19 0:22,2020-06-19 0:23,30383,27,-31
2020-06-19 0:24,2020-06-19 0:24,30383,30,-55
2020-06-19 0:25,2020-06-19 0:25,30379,0,-85
2020-06-19 0:26,2020-06-19 0:26,30382,21,44
2020-06-19 0:26,2020-06-19 0:27,30379,51,-31
2020-06-19 0:27,2020-06-19 0:27,30383,30,2
2020-06-19 0:28,2020-06-19 0:29,30382,24,1
2020-06-19 0:28,2020-06-19 0:29,30383,66,-18
2020-06-19 0:36,2020-06-19 0:36,30385,49,-29
2020-06-19 0:36,2020-06-19 0:37,30383,44,-20
2020-06-19 0:37,2020-06-19 0:39,30391,71,5
2020-06-19 0:47,2020-06-19 0:47,30383,0,-83
2020-06-19 1:07,2020-06-19 1:07,30383,0,-79
2020-06-19 1:08,2020-06-19 1:11,30379,187,-67
2020-06-19 1:12,2020-06-19 1:12,30379,21,-20
2020-06-19 1:20,2020-06-19 1:21,30379,28,-31
2020-06-19 1:21,2020-06-19 1:21,30383,18,-16
2020-06-19 1:23,2020-06-19 1:24,30383,57,44
2020-06-19 1:23,2020-06-19 1:24,30379,57,-64
2020-06-19 1:29,2020-06-19 1:29,30382,0,-86
2020-06-19 1:34,2020-06-19 1:34,30382,6,1
2020-06-19 1:35,2020-06-19 1:35,30382,0,-83
2020-06-19 1:37,2020-06-19 1:37,30383,21,-45
2020-06-19 1:31,2020-06-19 1:39,30379,519,-75
2020-06-19 1:39,2020-06-19 1:42,30383,168,-66
2020-06-19 1:46,2020-06-19 1:48,30391,84,-64
2020-06-19 1:47,2020-06-19 1:47,30383,31,-31
2020-06-19 1:47,2020-06-19 1:48,30382,49,-56
2020-06-19 1:49,2020-06-19 1:49,30379,0,-78
2020-06-19 1:50,2020-06-19 1:50,30380,0,-81
2020-06-19 1:50,2020-06-19 1:51,30383,55,-62
2020-06-19 1:53,2020-06-19 1:55,30383,84,-61
2020-06-19 1:52,2020-06-19 1:56,30382,228,-69
2020-06-19 1:57,2020-06-19 1:57,30383,0,-86
