Start,Stop,Proximity ID,Session,RSSI
2020-06-19 0:47,2020-06-19 0:47,30385,0,-81
2020-06-19 0:50,2020-06-19 0:51,30382,45,-54
2020-06-19 0:51,2020-06-19 0:51,30385,18,-39
2020-06-19 0:51,2020-06-19 0:53,30383,124,-46
2020-06-19 0:54,2020-06-19 0:54,30379,18,-37
2020-06-19 0:54,2020-06-19 0:55,30386,86,-55
2020-06-19 0:56,2020-06-19 0:57,30388,49,-16
2020-06-19 0:57,2020-06-19 0:58,30383,24,-31
2020-06-19 0:59,2020-06-19 0:59,30385,36,3
2020-06-19 1:01,2020-06-19 1:01,30385,45,-58
2020-06-19 0:58,2020-06-19 1:03,30388,244,-73
2020-06-19 1:00,2020-06-19 1:02,30386,159,-64
2020-06-19 1:03,2020-06-19 1:04,30389,100,-65
2020-06-19 1:03,2020-06-19 1:04,30385,72,-61
2020-06-19 1:06,2020-06-19 1:06,30389,0,-85
2020-06-19 1:07,2020-06-19 1:07,30390,12,3
2020-06-19 1:04,2020-06-19 1:08,30388,244,-70
2020-06-19 1:07,2020-06-19 1:08,30386,60,-32
2020-06-19 1:08,2020-06-19 1:09,30385,27,-45
2020-06-19 1:08,2020-06-19 1:09,30391,69,-63
2020-06-19 1:09,2020-06-19 1:11,30388,117,-68
2020-06-19 1:11,2020-06-19 1:11,30386,3,45
2020-06-19 1:11,2020-06-19 1:12,30390,15,-31
2020-06-19 1:13,2020-06-19 1:14,30388,85,-50
2020-06-19 1:15,2020-06-19 1:15,30390,9,46
2020-06-19 1:15,2020-06-19 1:16,30384,30,4
2020-06-19 1:16,2020-06-19 1:18,30391,105,-63
2020-06-19 1:17,2020-06-19 1:18,30385,75,-31
2020-06-19 1:16,2020-06-19 1:19,30388,203,-69
2020-06-19 1:16,2020-06-19 1:19,30386,178,-65
2020-06-19 1:19,2020-06-19 1:19,30391,11,45
2020-06-19 1:19,2020-06-19 1:19,30385,3,45
2020-06-19 1:21,2020-06-19 1:21,30388,0,-83
2020-06-19 1:21,2020-06-19 1:21,30385,0,-82
2020-06-19 1:20,2020-06-19 1:22,30391,112,-48
2020-06-19 1:26,2020-06-19 1:26,30386,0,-82
2020-06-19 1:26,2020-06-19 1:29,30385,193,-68
2020-06-19 1:28,2020-06-19 1:29,30391,81,-61
2020-06-19 1:29,2020-06-19 1:29,30389,3,43
2020-06-19 1:31,2020-06-19 1:32,30391,54,1
2020-06-19 1:33,2020-06-19 1:33,30386,0,-83
2020-06-19 1:34,2020-06-19 1:34,30388,0,-84
2020-06-19 1:34,2020-06-19 1:34,30390,3,46
2020-06-19 1:36,2020-06-19 1:39,30385,211,-66
2020-06-19 1:36,2020-06-19 1:41,30391,302,-73
2020-06-19 1:41,2020-06-19 1:41,30386,0,-83
2020-06-19 1:30,2020-06-19 1:42,30389,723,-75
2020-06-19 1:42,2020-06-19 1:42,30385,24,-45
2020-06-19 1:42,2020-06-19 1:42,30386,3,50
2020-06-19 1:46,2020-06-19 1:46,30385,0,-70
2020-06-19 1:48,2020-06-19 1:49,30385,63,-58
2020-06-19 1:48,2020-06-19 1:49,30383,30,-30
2020-06-19 1:49,2020-06-19 1:49,30382,18,45
2020-06-19 1:48,2020-06-19 1:49,30391,79,-45
2020-06-19 1:50,2020-06-19 1:50,30382,9,-13
2020-06-19 1:51,2020-06-19 1:52,30385,54,1
2020-06-19 1:58,2020-06-19 1:59,30385,12,-18
2020-06-19 2:01,2020-06-19 2:01,30385,30,-33
2020-06-19 2:02,2020-06-19 2:02,30391,9,-17
2020-06-19 2:03,2020-06-19 2:03,30385,0,-82
2020-06-19 2:04,2020-06-19 2:04,30385,12,-12
2020-06-19 2:05,2020-06-19 2:05,30388,27,-45
2020-06-19 2:06,2020-06-19 2:06,30386,0,-84
2020-06-19 2:06,2020-06-19 2:06,30391,0,-69
2020-06-19 2:06,2020-06-19 2:07,30385,73,-52
2020-06-19 2:11,2020-06-19 2:11,30386,0,-84
2020-06-19 2:12,2020-06-19 2:12,30388,9,-11
2020-06-19 2:12,2020-06-19 2:12,30390,15,7
2020-06-19 2:13,2020-06-19 2:14,30391,73,-62
2020-06-19 2:13,2020-06-19 2:14,30385,80,-64
2020-06-19 2:18,2020-06-19 2:18,30385,6,5
2020-06-19 2:16,2020-06-19 2:18,30391,130,-68
2020-06-19 2:16,2020-06-19 2:19,30390,178,-71
2020-06-19 2:20,2020-06-19 2:21,30390,54,-60
2020-06-19 2:19,2020-06-19 2:21,30391,127,-69
2020-06-19 2:22,2020-06-19 2:22,30385,0,-86
2020-06-19 2:14,2020-06-19 2:24,30388,559,-76
2020-06-19 2:24,2020-06-19 2:24,30389,55,-49
2020-06-19 2:26,2020-06-19 2:27,30385,34,-38
2020-06-19 2:26,2020-06-19 2:27,30383,21,-19
2020-06-19 2:28,2020-06-19 2:29,30385,54,-58
2020-06-19 2:30,2020-06-19 2:31,30383,49,-44
2020-06-19 2:31,2020-06-19 2:32,30385,102,-71
2020-06-19 2:32,2020-06-19 2:33,30383,36,3
2020-06-19 2:34,2020-06-19 2:34,30385,7,3
2020-06-19 2:34,2020-06-19 2:34,30383,0,-84
2020-06-19 2:36,2020-06-19 2:36,30383,17,-37
2020-06-19 2:39,2020-06-19 2:39,30383,27,-38
2020-06-19 2:39,2020-06-19 2:39,30385,21,-40
2020-06-19 2:39,2020-06-19 2:40,30388,64,-51
2020-06-19 2:40,2020-06-19 2:40,30383,0,-86
2020-06-19 2:41,2020-06-19 2:41,30385,0,-85
2020-06-19 2:41,2020-06-19 2:41,30386,15,-28
2020-06-19 2:43,2020-06-19 2:44,30385,72,-60
2020-06-19 2:46,2020-06-19 2:46,30385,9,-14
2020-06-19 2:47,2020-06-19 2:47,30385,0,-82
2020-06-19 2:44,2020-06-19 2:50,30379,326,-77
2020-06-19 2:51,2020-06-19 2:53,30388,136,-47
2020-06-19 2:53,2020-06-19 2:53,30385,3,45
2020-06-19 2:44,2020-06-19 2:54,30386,580,-74
2020-06-19 2:52,2020-06-19 2:54,30390,123,-53
2020-06-19 2:52,2020-06-19 2:55,30391,150,-58
2020-06-19 2:56,2020-06-19 2:57,30382,54,-31
2020-06-19 2:56,2020-06-19 2:57,30379,54,-57
2020-06-19 2:56,2020-06-19 2:57,30391,45,-51
2020-06-19 2:56,2020-06-19 2:59,30384,187,-70
2020-06-19 2:57,2020-06-19 2:59,30386,129,-70
2020-06-19 2:58,2020-06-19 2:59,30382,25,-19
2020-06-19 3:00,2020-06-19 3:00,30391,0,-85
2020-06-19 3:01,2020-06-19 3:02,30391,72,-59
2020-06-19 3:01,2020-06-19 3:03,30382,157,-69
2020-06-19 3:01,2020-06-19 3:04,30386,212,-70
2020-06-19 3:04,2020-06-19 3:04,30391,0,-84
2020-06-19 3:06,2020-06-19 3:07,30390,39,2
2020-06-19 3:08,2020-06-19 3:08,30390,0,-83
2020-06-19 3:06,2020-06-19 3:09,30386,223,-62
2020-06-19 3:07,2020-06-19 3:09,30388,127,-53
2020-06-19 3:09,2020-06-19 3:09,30390,3,48
2020-06-19 3:11,2020-06-19 3:11,30391,0,-83
2020-06-19 3:11,2020-06-19 3:11,30379,0,-81
2020-06-19 3:11,2020-06-19 3:12,30390,64,-13
2020-06-19 3:12,2020-06-19 3:13,30391,30,5
2020-06-19 3:12,2020-06-19 3:14,30379,61,-33
2020-06-19 3:11,2020-06-19 3:14,30386,131,-66
2020-06-19 3:11,2020-06-19 3:14,30389,178,-73
2020-06-19 3:12,2020-06-19 3:14,30388,139,-56
2020-06-19 3:14,2020-06-19 3:14,30391,13,51
2020-06-19 3:16,2020-06-19 3:18,30386,130,-62
2020-06-19 3:16,2020-06-19 3:17,30379,87,-66
2020-06-19 3:17,2020-06-19 3:17,30389,51,-45
2020-06-19 3:21,2020-06-19 3:21,30391,12,2
2020-06-19 3:21,2020-06-19 3:21,30379,0,-83
2020-06-19 3:21,2020-06-19 3:22,30389,48,-58
2020-06-19 3:21,2020-06-19 3:22,30386,63,-39
2020-06-19 3:23,2020-06-19 3:24,30385,106,-64
2020-06-19 3:28,2020-06-19 3:28,30384,3,44
2020-06-19 3:26,2020-06-19 3:29,30385,189,-70
2020-06-19 3:29,2020-06-19 3:29,30388,6,8
2020-06-19 3:33,2020-06-19 3:34,30385,109,-64
2020-06-19 3:34,2020-06-19 3:34,30388,46,-17
2020-06-19 3:36,2020-06-19 3:36,30385,9,-19
2020-06-19 3:36,2020-06-19 3:37,30390,52,-54
2020-06-19 3:36,2020-06-19 3:38,30386,95,-61
2020-06-19 3:37,2020-06-19 3:38,30385,27,-70
2020-06-19 3:36,2020-06-19 3:39,30388,202,-71
2020-06-19 3:38,2020-06-19 3:39,30391,78,-60
2020-06-19 3:39,2020-06-19 3:39,30386,0,-84
2020-06-19 3:41,2020-06-19 3:42,30391,85,-58
2020-06-19 3:41,2020-06-19 3:41,30389,0,-82
2020-06-19 3:41,2020-06-19 3:41,30386,0,-79
2020-06-19 3:44,2020-06-19 3:44,30391,51,-44
2020-06-19 3:44,2020-06-19 3:44,30389,6,3
2020-06-19 3:47,2020-06-19 3:47,30386,3,44
2020-06-19 3:46,2020-06-19 3:49,30391,214,-67
2020-06-19 3:48,2020-06-19 3:49,30385,97,-41
2020-06-19 3:48,2020-06-19 3:49,30389,37,2
2020-06-19 3:49,2020-06-19 3:49,30388,43,-60
2020-06-19 3:51,2020-06-19 3:51,30385,0,-83
2020-06-19 3:51,2020-06-19 3:52,30391,69,-18
2020-06-19 3:51,2020-06-19 3:52,30390,48,-30
2020-06-19 3:52,2020-06-19 3:53,30389,15,2
2020-06-19 3:51,2020-06-19 3:54,30388,208,-60
2020-06-19 3:54,2020-06-19 3:54,30390,18,-38
2020-06-19 3:54,2020-06-19 3:54,30385,0,-84
2020-06-19 3:56,2020-06-19 3:56,30391,0,-83
2020-06-19 3:56,2020-06-19 3:59,30385,223,-68
2020-06-19 3:56,2020-06-19 3:59,30388,226,-67
2020-06-19 3:56,2020-06-19 3:59,30389,178,-69
2020-06-19 3:57,2020-06-19 3:59,30391,120,-64
2020-06-19 3:57,2020-06-19 3:59,30386,91,1
2020-06-19 3:59,2020-06-19 3:59,30390,0,-85
2020-06-19 4:01,2020-06-19 4:01,30385,9,2
2020-06-19 4:01,2020-06-19 4:02,30386,60,1
2020-06-19 4:01,2020-06-19 4:03,30391,108,-64
2020-06-19 4:03,2020-06-19 4:04,30386,79,-63
2020-06-19 4:06,2020-06-19 4:07,30386,60,-60
2020-06-19 4:09,2020-06-19 4:09,30383,34,-50
2020-06-19 4:11,2020-06-19 4:11,30383,0,-78
2020-06-19 4:12,2020-06-19 4:12,30391,0,-78
2020-06-19 4:12,2020-06-19 4:13,30385,82,-62
2020-06-19 4:13,2020-06-19 4:14,30391,81,-62
2020-06-19 4:14,2020-06-19 4:14,30384,21,-38
2020-06-19 4:16,2020-06-19 4:16,30384,0,-63
2020-06-19 4:16,2020-06-19 4:16,30388,33,3
2020-06-19 4:16,2020-06-19 4:16,30391,24,-54
2020-06-19 4:17,2020-06-19 4:17,30384,0,-83
2020-06-19 4:19,2020-06-19 4:19,30391,21,47
2020-06-19 4:21,2020-06-19 4:22,30384,30,1
2020-06-19 4:21,2020-06-19 4:24,30391,165,-55
2020-06-19 4:23,2020-06-19 4:24,30384,102,-62
2020-06-19 4:26,2020-06-19 4:27,30384,80,-41
2020-06-19 4:26,2020-06-19 4:29,30391,216,-73
2020-06-19 4:32,2020-06-19 4:33,30391,51,-20
2020-06-19 4:34,2020-06-19 4:34,30391,12,-11
2020-06-19 4:36,2020-06-19 4:37,30391,88,-64
2020-06-19 4:38,2020-06-19 4:38,30391,0,-79
2020-06-19 4:39,2020-06-19 4:39,30391,6,2
2020-06-19 4:41,2020-06-19 4:41,30391,9,48
2020-06-19 4:41,2020-06-19 4:41,30389,0,-84
2020-06-19 4:43,2020-06-19 4:44,30388,18,46
2020-06-19 4:44,2020-06-19 4:44,30390,0,-84
2020-06-19 4:47,2020-06-19 4:47,30391,0,-85
2020-06-19 4:48,2020-06-19 4:48,30389,0,-81
2020-06-19 4:48,2020-06-19 4:48,30391,0,-81
2020-06-19 4:53,2020-06-19 4:54,30381,97,-57
2020-06-19 4:53,2020-06-19 4:54,30390,59,3
2020-06-19 4:53,2020-06-19 4:54,30388,63,-61
2020-06-19 4:55,2020-06-19 4:57,30389,123,-64
2020-06-19 5:02,2020-06-19 5:04,30384,144,-67
2020-06-19 5:03,2020-06-19 5:04,30385,45,0
2020-06-19 5:03,2020-06-19 5:05,30391,112,-67
2020-06-19 5:05,2020-06-19 5:06,30389,81,-64
2020-06-19 5:06,2020-06-19 5:06,30385,0,-80
2020-06-19 5:09,2020-06-19 5:09,30386,0,-87
2020-06-19 5:08,2020-06-19 5:09,30389,109,-67
2020-06-19 5:08,2020-06-19 5:09,30385,63,-40
2020-06-19 5:07,2020-06-19 5:11,30391,187,-63
2020-06-19 5:11,2020-06-19 5:13,30386,127,-69
2020-06-19 5:14,2020-06-19 5:14,30385,48,-59
2020-06-19 5:14,2020-06-19 5:14,30391,9,46
2020-06-19 5:16,2020-06-19 5:18,30385,108,-69
2020-06-19 5:16,2020-06-19 5:18,30389,106,-65
2020-06-19 5:16,2020-06-19 5:17,30391,82,-64
2020-06-19 5:22,2020-06-19 5:23,30386,23,-43
2020-06-19 5:22,2020-06-19 5:22,30391,0,-83
2020-06-19 5:23,2020-06-19 5:23,30385,0,-82
2020-06-19 5:26,2020-06-19 5:26,30386,0,-82
2020-06-19 5:26,2020-06-19 5:26,30385,0,-82
2020-06-19 6:07,2020-06-19 6:08,30388,51,-54
2020-06-19 6:07,2020-06-19 6:09,30390,106,-63
2020-06-19 6:36,2020-06-19 6:36,30386,0,-85
2020-06-19 7:45,2020-06-19 7:46,30386,24,42
2020-06-19 7:47,2020-06-19 7:47,30386,0,-86
2020-06-19 7:49,2020-06-19 7:49,30386,0,-87
2020-06-19 8:51,2020-06-19 8:51,30385,0,-84
2020-06-19 8:52,2020-06-19 8:54,30385,118,-61
2020-06-19 8:56,2020-06-19 8:59,30385,193,-62
2020-06-19 9:01,2020-06-19 9:04,30385,205,-70
2020-06-19 9:06,2020-06-19 9:09,30385,212,-71
2020-06-19 9:11,2020-06-19 9:14,30385,213,-71
2020-06-19 9:16,2020-06-19 9:18,30385,94,-59
2020-06-19 9:27,2020-06-19 9:29,30385,116,-65
2020-06-19 9:31,2020-06-19 9:34,30385,176,-71
2020-06-19 9:37,2020-06-19 9:38,30385,69,-34
2020-06-19 9:39,2020-06-19 9:39,30385,0,-85
2020-06-19 9:41,2020-06-19 9:43,30385,101,-43
2020-06-19 9:48,2020-06-19 9:52,30386,263,-76
2020-06-19 9:53,2020-06-19 9:54,30386,15,2
2020-06-19 10:05,2020-06-19 10:05,30386,0,-81
2020-06-19 11:04,2020-06-19 11:04,30386,0,-84
2020-06-19 11:13,2020-06-19 11:14,30388,33,-54
2020-06-19 11:21,2020-06-19 11:24,30384,225,-73
2020-06-19 11:32,2020-06-19 11:34,30384,127,-69
2020-06-19 11:33,2020-06-19 11:34,30391,115,-68
2020-06-19 11:34,2020-06-19 11:34,30390,0,-84
2020-06-19 11:36,2020-06-19 11:36,30391,33,-51
2020-06-19 11:36,2020-06-19 11:38,30390,142,-70
2020-06-19 11:36,2020-06-19 11:39,30389,220,-70
2020-06-19 11:36,2020-06-19 11:39,30386,171,-65
2020-06-19 11:37,2020-06-19 11:39,30384,177,-64
2020-06-19 11:38,2020-06-19 11:39,30391,73,-55
2020-06-19 11:41,2020-06-19 11:41,30386,0,-82
2020-06-19 11:41,2020-06-19 11:42,30391,67,-62
2020-06-19 11:41,2020-06-19 11:42,30389,75,-40
2020-06-19 11:41,2020-06-19 11:43,30384,163,-69
2020-06-19 11:43,2020-06-19 11:44,30386,102,-64
2020-06-19 11:43,2020-06-19 11:44,30385,47,-59
2020-06-19 11:43,2020-06-19 11:44,30389,70,-60
2020-06-19 11:44,2020-06-19 11:44,30391,42,-52
2020-06-19 11:46,2020-06-19 11:47,30386,60,-33
2020-06-19 11:47,2020-06-19 11:47,30390,6,47
2020-06-19 11:46,2020-06-19 11:49,30389,224,-67
2020-06-19 11:46,2020-06-19 11:49,30391,224,-64
2020-06-19 11:46,2020-06-19 11:49,30385,182,-63
2020-06-19 11:48,2020-06-19 11:49,30386,85,-58
2020-06-19 11:48,2020-06-19 11:49,30390,48,-61
2020-06-19 11:51,2020-06-19 11:51,30386,27,-41
2020-06-19 11:51,2020-06-19 11:54,30385,188,-65
2020-06-19 11:51,2020-06-19 11:54,30391,220,-69
2020-06-19 11:51,2020-06-19 11:54,30390,155,-67
2020-06-19 11:53,2020-06-19 11:54,30386,69,-19
2020-06-19 11:56,2020-06-19 11:57,30389,49,-61
2020-06-19 11:56,2020-06-19 11:58,30390,118,-68
2020-06-19 11:56,2020-06-19 11:58,30386,117,-58
2020-06-19 11:56,2020-06-19 11:58,30391,143,-64
2020-06-19 11:56,2020-06-19 11:59,30385,200,-75
2020-06-19 11:59,2020-06-19 11:59,30390,6,2
2020-06-19 11:59,2020-06-19 11:59,30386,12,-20
2020-06-19 12:02,2020-06-19 12:02,30391,30,2
2020-06-19 12:01,2020-06-19 12:03,30385,136,-64
2020-06-19 12:02,2020-06-19 12:03,30386,78,-57
2020-06-19 12:02,2020-06-19 12:03,30389,81,-50
2020-06-19 12:02,2020-06-19 12:03,30390,58,45
2020-06-19 12:02,2020-06-19 12:03,30384,80,-59
2020-06-19 12:06,2020-06-19 12:06,30388,0,-84
2020-06-19 12:07,2020-06-19 12:07,30388,15,-19
2020-06-19 12:07,2020-06-19 12:09,30391,109,-44
2020-06-19 12:11,2020-06-19 12:12,30382,27,-54
2020-06-19 12:11,2020-06-19 12:12,30391,88,-40
2020-06-19 12:13,2020-06-19 12:14,30388,30,-14
2020-06-19 12:21,2020-06-19 12:22,30391,105,-53
2020-06-19 12:24,2020-06-19 12:24,30386,3,46
2020-06-19 12:24,2020-06-19 12:24,30391,3,45
2020-06-19 12:24,2020-06-19 12:24,30389,6,2
2020-06-19 12:24,2020-06-19 12:24,30385,0,-83
2020-06-19 12:26,2020-06-19 12:26,30384,0,-78
2020-06-19 12:27,2020-06-19 12:28,30388,33,46
2020-06-19 12:26,2020-06-19 12:29,30385,212,-67
2020-06-19 12:26,2020-06-19 12:29,30389,218,-73
2020-06-19 12:26,2020-06-19 12:29,30386,203,-71
2020-06-19 12:32,2020-06-19 12:32,30388,0,-83
2020-06-19 12:31,2020-06-19 12:33,30389,121,-68
2020-06-19 12:31,2020-06-19 12:34,30386,215,-66
2020-06-19 12:32,2020-06-19 12:34,30385,108,-57
2020-06-19 12:36,2020-06-19 12:36,30385,12,45
2020-06-19 12:37,2020-06-19 12:37,30388,0,-81
2020-06-19 12:37,2020-06-19 12:37,30391,0,-84
2020-06-19 12:36,2020-06-19 12:38,30384,111,-39
2020-06-19 12:38,2020-06-19 12:39,30386,67,-37
2020-06-19 12:47,2020-06-19 12:49,30391,133,-67
2020-06-19 12:51,2020-06-19 12:52,30391,54,-64
2020-06-19 12:52,2020-06-19 12:53,30386,25,-48
2020-06-19 12:54,2020-06-19 12:54,30391,0,-87
2020-06-19 12:54,2020-06-19 12:54,30386,3,49
2020-06-19 12:56,2020-06-19 12:56,30391,3,48
2020-06-19 12:58,2020-06-19 12:58,30391,0,-83
2020-06-19 12:59,2020-06-19 12:59,30388,0,-83
2020-06-19 12:59,2020-06-19 12:59,30390,0,-82
2020-06-19 12:59,2020-06-19 12:59,30384,18,44
2020-06-19 12:59,2020-06-19 12:59,30391,18,-17
2020-06-19 13:01,2020-06-19 13:02,30385,42,46
2020-06-19 13:03,2020-06-19 13:03,30385,0,-83
2020-06-19 13:01,2020-06-19 13:03,30384,120,-64
2020-06-19 13:01,2020-06-19 13:04,30391,196,-71
2020-06-19 13:02,2020-06-19 13:04,30388,133,-62
2020-06-19 13:07,2020-06-19 13:07,30388,0,-83
2020-06-19 13:09,2020-06-19 13:09,30388,0,-83
2020-06-19 13:11,2020-06-19 13:11,30384,0,-82
2020-06-19 13:11,2020-06-19 13:14,30388,221,-71
2020-06-19 13:12,2020-06-19 13:14,30391,151,-67
2020-06-19 13:16,2020-06-19 13:19,30391,221,-74
2020-06-19 13:16,2020-06-19 13:19,30388,191,-67
2020-06-19 13:21,2020-06-19 13:22,30388,66,-55
2020-06-19 13:22,2020-06-19 13:22,30391,30,-47
2020-06-19 13:23,2020-06-19 13:23,30391,21,2
2020-06-19 13:26,2020-06-19 13:29,30385,175,-69
2020-06-19 13:32,2020-06-19 13:33,30379,45,-57
2020-06-19 13:32,2020-06-19 13:33,30391,27,-29
2020-06-19 13:34,2020-06-19 13:34,30379,19,1
2020-06-19 13:34,2020-06-19 13:34,30391,27,-18
2020-06-19 13:37,2020-06-19 13:37,30385,30,-49
2020-06-19 13:36,2020-06-19 13:38,30379,151,-46
2020-06-19 13:36,2020-06-19 13:38,30391,111,-51
2020-06-19 13:41,2020-06-19 13:44,30379,168,-67
2020-06-19 13:43,2020-06-19 13:44,30391,51,-19
2020-06-19 13:47,2020-06-19 13:47,30379,0,-84
2020-06-19 13:46,2020-06-19 13:48,30391,96,-57
2020-06-19 13:49,2020-06-19 13:49,30391,0,-84
2020-06-19 13:49,2020-06-19 13:49,30379,0,-87
2020-06-19 13:51,2020-06-19 13:52,30391,78,-65
2020-06-19 13:54,2020-06-19 13:54,30391,3,45
2020-06-19 13:56,2020-06-19 13:58,30391,119,-70
2020-06-19 14:01,2020-06-19 14:01,30391,0,-81
2020-06-19 14:01,2020-06-19 14:01,30388,0,-83
2020-06-19 14:03,2020-06-19 14:03,30391,24,-44
2020-06-19 14:46,2020-06-19 14:48,30388,126,-68
2020-06-19 14:46,2020-06-19 14:47,30384,36,-54
2020-06-19 14:47,2020-06-19 14:47,30390,45,-20
2020-06-19 14:57,2020-06-19 14:57,30384,0,-84
2020-06-19 15:02,2020-06-19 15:03,30391,76,-65
2020-06-19 15:02,2020-06-19 15:02,30386,0,-78
2020-06-19 15:04,2020-06-19 15:04,30391,0,-83
2020-06-19 15:14,2020-06-19 15:14,30388,0,-84
2020-06-19 15:16,2020-06-19 15:16,30385,9,3
2020-06-19 15:17,2020-06-19 15:18,30385,9,-17
2020-06-19 15:16,2020-06-19 15:18,30390,127,-37
2020-06-19 15:17,2020-06-19 15:18,30389,57,47
2020-06-19 15:19,2020-06-19 15:19,30385,39,-54
2020-06-19 15:21,2020-06-19 15:23,30385,108,-64
2020-06-19 15:22,2020-06-19 15:23,30386,49,-46
2020-06-19 15:21,2020-06-19 15:24,30390,214,-66
2020-06-19 15:21,2020-06-19 15:24,30389,208,-73
2020-06-19 15:24,2020-06-19 15:24,30385,27,-32
2020-06-19 15:26,2020-06-19 15:26,30389,0,-78
2020-06-19 15:26,2020-06-19 15:27,30385,58,-18
2020-06-19 15:29,2020-06-19 15:29,30385,0,-88
