Start,Stop,Proximity,Session,RSSI
2020-07-13 17:23,2020-07-13 17:23,30384,0,-81
2020-07-13 17:28,2020-07-13 17:28,30384,0,-84
2020-07-13 17:27,2020-07-13 17:28,30388,78,-68
2020-07-13 17:27,2020-07-13 17:29,30386,136,-70
2020-07-13 17:29,2020-07-13 17:29,30389,0,-81
2020-07-13 17:33,2020-07-13 17:33,30389,0,-81
2020-07-13 17:31,2020-07-13 17:34,30386,223,-70
2020-07-13 17:33,2020-07-13 17:34,30388,63,-55
2020-07-13 17:36,2020-07-13 17:37,30388,31,-55
2020-07-13 17:37,2020-07-13 17:38,30384,46,-47
2020-07-13 17:36,2020-07-13 17:38,30389,109,-36
2020-07-13 17:38,2020-07-13 17:38,30388,18,4
2020-07-13 17:36,2020-07-13 17:40,30386,215,-68
2020-07-13 17:40,2020-07-13 17:40,30388,9,-13
2020-07-13 17:39,2020-07-13 17:41,30389,81,-41
2020-07-13 17:42,2020-07-13 17:42,30388,0,-82
2020-07-13 17:42,2020-07-13 17:44,30389,102,-60
2020-07-13 17:41,2020-07-13 17:46,30386,295,-79
2020-07-13 17:48,2020-07-13 17:48,30386,39,-61
2020-07-13 17:45,2020-07-13 17:49,30389,233,-61
2020-07-13 17:46,2020-07-13 17:49,30388,179,-69
2020-07-13 17:49,2020-07-13 17:49,30384,21,-43
2020-07-13 17:51,2020-07-13 17:52,30386,18,44
2020-07-13 17:51,2020-07-13 17:53,30384,134,-67
2020-07-13 17:53,2020-07-13 17:54,30388,95,-64
2020-07-13 18:02,2020-07-13 18:02,30389,0,-81
2020-07-13 18:01,2020-07-13 18:03,30385,112,-61
2020-07-13 18:01,2020-07-13 18:04,30388,196,-71
2020-07-13 18:06,2020-07-13 18:07,30388,90,-64
2020-07-13 18:08,2020-07-13 18:08,30389,0,-82
2020-07-13 18:07,2020-07-13 18:09,30384,105,-63
2020-07-13 18:11,2020-07-13 18:11,30384,0,-84
2020-07-13 18:13,2020-07-13 18:13,30389,12,10
2020-07-13 18:13,2020-07-13 18:14,30384,67,-63
2020-07-13 18:15,2020-07-13 18:15,30389,0,-83
2020-07-13 18:17,2020-07-13 18:17,30389,6,44
2020-07-13 18:15,2020-07-13 18:18,30386,170,-64
2020-07-13 18:16,2020-07-13 18:18,30388,100,-46
2020-07-13 18:20,2020-07-13 18:20,30384,36,-32
2020-07-13 18:20,2020-07-13 18:20,30388,3,45
2020-07-13 18:20,2020-07-13 18:20,30389,0,-69
2020-07-13 18:24,2020-07-13 18:26,30384,110,-58
2020-07-13 18:25,2020-07-13 18:26,30386,54,-56
2020-07-13 18:26,2020-07-13 18:27,30385,43,49
2020-07-13 18:27,2020-07-13 18:27,30389,21,-17
2020-07-13 18:29,2020-07-13 18:29,30384,3,45
2020-07-13 18:26,2020-07-13 18:31,30388,287,-71
2020-07-13 18:30,2020-07-13 18:31,30386,24,-33
2020-07-13 18:30,2020-07-13 18:33,30384,139,-55
2020-07-13 18:33,2020-07-13 18:33,30386,0,-82
2020-07-13 18:30,2020-07-13 18:34,30389,287,-67
2020-07-13 18:30,2020-07-13 18:36,30385,372,-71
2020-07-13 18:35,2020-07-13 18:36,30386,85,-65
2020-07-13 18:36,2020-07-13 18:38,30384,87,-59
2020-07-13 18:35,2020-07-13 18:38,30388,206,-70
2020-07-13 18:38,2020-07-13 18:39,30389,33,48
2020-07-13 18:39,2020-07-13 18:40,30385,87,-58
2020-07-13 18:40,2020-07-13 18:41,30388,40,2
2020-07-13 18:40,2020-07-13 18:41,30389,75,-49
2020-07-13 18:42,2020-07-13 18:42,30388,42,-56
2020-07-13 18:42,2020-07-13 18:44,30384,158,-62
2020-07-13 18:44,2020-07-13 18:44,30389,0,-76
2020-07-13 18:44,2020-07-13 18:44,30385,0,-82
2020-07-13 18:52,2020-07-13 18:52,30384,0,-83
2020-07-13 18:54,2020-07-13 18:54,30389,6,52
2020-07-13 18:59,2020-07-13 18:59,30388,0,-83
2020-07-13 19:01,2020-07-13 19:02,30388,49,-62
2020-07-13 19:05,2020-07-13 19:06,30389,73,-47
2020-07-13 19:08,2020-07-13 19:08,30385,18,43
2020-07-13 19:08,2020-07-13 19:09,30388,67,-60
2020-07-13 19:09,2020-07-13 19:09,30389,18,-15
