Start,Stop,Proximity,Session,RSSI
2020-07-13 17:59,2020-07-13 17:59,30387,0,-83
2020-07-13 18:01,2020-07-13 18:01,30389,20,1
2020-07-13 18:01,2020-07-13 18:03,30387,108,-55
2020-07-13 18:03,2020-07-13 18:03,30388,0,-72
2020-07-13 18:07,2020-07-13 18:07,30386,0,-87
2020-07-13 18:09,2020-07-13 18:09,30386,0,-86
2020-07-13 18:11,2020-07-13 18:11,30388,0,-85
2020-07-13 18:13,2020-07-13 18:13,30386,0,-82
2020-07-13 18:13,2020-07-13 18:13,30389,3,44
2020-07-13 18:13,2020-07-13 18:13,30384,0,-83
2020-07-13 18:16,2020-07-13 18:16,30386,0,-82
2020-07-13 18:13,2020-07-13 18:16,30388,194,-61
2020-07-13 18:16,2020-07-13 18:17,30387,51,42
2020-07-13 18:17,2020-07-13 18:17,30388,0,-78
2020-07-13 18:17,2020-07-13 18:17,30389,0,-78
2020-07-13 18:18,2020-07-13 18:19,30387,39,-41
2020-07-13 18:20,2020-07-13 18:21,30388,20,-40
2020-07-13 18:20,2020-07-13 18:20,30389,9,4
2020-07-13 18:21,2020-07-13 18:21,30386,9,1
2020-07-13 18:21,2020-07-13 18:21,30387,0,-82
2020-07-13 18:22,2020-07-13 18:24,30384,127,-68
2020-07-13 18:24,2020-07-13 18:25,30388,48,-60
2020-07-13 18:24,2020-07-13 18:25,30386,68,-64
2020-07-13 18:25,2020-07-13 18:26,30384,37,-49
2020-07-13 18:26,2020-07-13 18:29,30386,151,-70
2020-07-13 18:29,2020-07-13 18:29,30384,0,-84
2020-07-13 18:29,2020-07-13 18:30,30389,32,6
2020-07-13 18:30,2020-07-13 18:30,30386,33,-46
2020-07-13 18:27,2020-07-13 18:31,30388,240,-73
2020-07-13 18:30,2020-07-13 18:33,30384,124,-42
2020-07-13 18:33,2020-07-13 18:33,30386,0,-84
2020-07-13 18:31,2020-07-13 18:34,30389,184,-63
2020-07-13 18:35,2020-07-13 18:35,30386,0,-84
2020-07-13 18:26,2020-07-13 18:36,30387,579,-76
2020-07-13 18:36,2020-07-13 18:36,30384,24,1
2020-07-13 18:36,2020-07-13 18:37,30386,67,-64
2020-07-13 18:38,2020-07-13 18:38,30384,0,-84
2020-07-13 18:39,2020-07-13 18:39,30389,0,-81
2020-07-13 18:38,2020-07-13 18:39,30388,88,-64
2020-07-13 18:39,2020-07-13 18:40,30387,85,-57
2020-07-13 18:40,2020-07-13 18:43,30386,132,-63
2020-07-13 18:42,2020-07-13 18:45,30388,144,-68
2020-07-13 18:44,2020-07-13 18:44,30384,28,-20
2020-07-13 18:45,2020-07-13 18:45,30389,6,52
2020-07-13 18:46,2020-07-13 18:47,30384,51,-20
2020-07-13 18:46,2020-07-13 18:47,30386,29,-51
2020-07-13 18:47,2020-07-13 18:48,30388,36,-33
2020-07-13 18:48,2020-07-13 18:48,30389,0,-83
2020-07-13 18:49,2020-07-13 18:50,30388,54,-21
2020-07-13 18:51,2020-07-13 18:52,30384,60,-57
2020-07-13 18:51,2020-07-13 18:52,30389,36,47
2020-07-13 18:51,2020-07-13 18:53,30388,96,-53
2020-07-13 18:54,2020-07-13 18:54,30384,3,47
2020-07-13 18:54,2020-07-13 18:55,30387,70,-64
2020-07-13 18:56,2020-07-13 18:58,30389,153,-27
2020-07-13 19:00,2020-07-13 19:00,30386,0,-83
2020-07-13 19:00,2020-07-13 19:00,30384,0,-83
2020-07-13 19:01,2020-07-13 19:02,30384,57,-54
2020-07-13 19:01,2020-07-13 19:03,30386,132,-57
2020-07-13 19:03,2020-07-13 19:03,30384,0,-81
2020-07-13 19:04,2020-07-13 19:04,30387,6,2
2020-07-13 19:08,2020-07-13 19:08,30389,0,-84
2020-07-13 19:08,2020-07-13 19:08,30384,0,-88
2020-07-13 19:09,2020-07-13 19:09,30387,0,-89
2020-07-13 19:10,2020-07-13 19:10,30389,12,-20
2020-07-13 19:11,2020-07-13 19:11,30388,31,-50
2020-07-13 19:12,2020-07-13 19:12,30384,0,-82
2020-07-13 19:13,2020-07-13 19:13,30387,3,41
2020-07-13 19:14,2020-07-13 19:14,30384,6,44
2020-07-13 19:16,2020-07-13 19:16,30384,6,4
2020-07-13 19:16,2020-07-13 19:17,30389,57,49
2020-07-13 19:18,2020-07-13 19:18,30384,0,-84
2020-07-13 19:16,2020-07-13 19:19,30388,170,-64
2020-07-13 19:20,2020-07-13 19:22,30389,94,-40
2020-07-13 19:20,2020-07-13 19:21,30384,78,-69
2020-07-13 19:21,2020-07-13 19:22,30387,67,-68
2020-07-13 19:22,2020-07-13 19:23,30388,39,0
2020-07-13 19:24,2020-07-13 19:24,30384,9,-19
2020-07-13 19:25,2020-07-13 19:26,30387,100,-34
2020-07-13 19:25,2020-07-13 19:26,30388,26,-20
2020-07-13 19:25,2020-07-13 19:26,30384,30,-29
2020-07-13 19:29,2020-07-13 19:29,30387,18,-27
2020-07-13 19:30,2020-07-13 19:30,30384,9,-17
2020-07-13 19:29,2020-07-13 19:32,30386,139,-66
2020-07-13 19:31,2020-07-13 19:32,30387,60,-45
2020-07-13 19:35,2020-07-13 19:36,30386,57,-31
2020-07-13 19:35,2020-07-13 19:36,30384,45,0
2020-07-13 19:37,2020-07-13 19:38,30386,48,-31
2020-07-13 19:43,2020-07-13 19:44,30384,73,-66
2020-07-13 19:53,2020-07-13 19:54,30384,18,-1
2020-07-13 19:56,2020-07-13 19:56,30384,0,-88
2020-07-13 19:59,2020-07-13 20:00,30387,59,-22
2020-07-13 20:01,2020-07-13 20:03,30387,91,-57
2020-07-13 20:18,2020-07-13 20:19,30384,24,-20
2020-07-13 20:34,2020-07-13 20:34,30387,0,-83
2020-07-13 20:39,2020-07-13 20:39,30388,18,-19
2020-07-13 20:49,2020-07-13 20:49,30386,0,-84
2020-07-13 20:53,2020-07-13 20:53,30384,3,52
2020-07-13 20:56,2020-07-13 20:57,30389,3,44
2020-07-13 20:59,2020-07-13 20:59,30390,0,-83
2020-07-13 21:09,2020-07-13 21:09,30390,6,3
2020-07-13 21:11,2020-07-13 21:11,30387,0,-84
2020-07-13 21:14,2020-07-13 21:14,30387,0,-85
2020-07-13 21:14,2020-07-13 21:14,30390,0,-83
2020-07-13 21:18,2020-07-13 21:18,30386,0,-85
2020-07-13 21:22,2020-07-13 21:22,30390,0,-84
2020-07-13 21:22,2020-07-13 21:22,30387,0,-76
2020-07-13 21:36,2020-07-13 21:36,30388,0,-78
2020-07-13 21:38,2020-07-13 21:38,30384,0,-82
2020-07-13 21:37,2020-07-13 21:40,30386,154,-68
2020-07-13 21:38,2020-07-13 21:39,30390,54,-36
2020-07-13 21:41,2020-07-13 21:41,30384,3,42
2020-07-13 21:41,2020-07-13 21:41,30390,3,45
2020-07-13 21:47,2020-07-13 21:47,30389,18,-31
2020-07-13 21:49,2020-07-13 21:49,30389,14,46
2020-07-13 21:50,2020-07-13 21:51,30387,36,44
2020-07-13 21:51,2020-07-13 21:51,30388,27,-31
2020-07-13 21:54,2020-07-13 21:54,30387,0,-83
2020-07-13 21:58,2020-07-13 21:58,30387,9,-16
2020-07-13 22:03,2020-07-13 22:03,30389,30,-47
2020-07-13 22:04,2020-07-13 22:04,30387,0,-84
2020-07-13 22:05,2020-07-13 22:07,30387,127,-50
2020-07-13 22:13,2020-07-13 22:14,30391,58,-45
2020-07-13 22:16,2020-07-13 22:16,30389,32,0
2020-07-13 22:18,2020-07-13 22:18,30389,0,-87
2020-07-13 22:18,2020-07-13 22:18,30384,0,-84
2020-07-13 22:16,2020-07-13 22:19,30391,159,-71
2020-07-13 22:23,2020-07-13 22:23,30387,0,-87
2020-07-13 22:21,2020-07-13 22:27,30391,329,-71
2020-07-13 22:33,2020-07-13 22:33,30381,9,2
2020-07-13 22:35,2020-07-13 22:35,30390,12,43
