Start,Stop,Proximity,Session,RSSI
2020-07-13 19:55,2020-07-13 19:55,30390,9,46
2020-07-13 20:11,2020-07-13 20:11,30384,0,-84
2020-07-13 20:48,2020-07-13 20:48,30388,27,49
2020-07-13 20:51,2020-07-13 20:53,30388,103,-67
2020-07-13 20:54,2020-07-13 20:54,30388,0,-84
2020-07-13 20:57,2020-07-13 20:58,30388,54,-58
2020-07-13 21:16,2020-07-13 21:16,30384,0,-84
2020-07-13 21:21,2020-07-13 21:21,30387,0,-83
2020-07-13 21:38,2020-07-13 21:38,30387,0,-84
2020-07-13 21:54,2020-07-13 21:54,30387,0,-82
2020-07-13 22:29,2020-07-13 22:29,30380,24,-33
2020-07-13 22:32,2020-07-13 22:33,30385,54,2
2020-07-13 23:44,2020-07-13 23:46,30388,88,-59
2020-07-13 23:54,2020-07-13 23:55,30382,59,-36
2020-07-13 23:56,2020-07-13 23:57,30382,50,-20
2020-07-14 0:08,2020-07-14 0:09,30390,88,-64
2020-07-14 0:12,2020-07-14 0:13,30390,76,-40
2020-07-14 0:16,2020-07-14 0:16,30388,0,-83
2020-07-14 0:22,2020-07-14 0:22,30384,0,-78
2020-07-14 0:33,2020-07-14 0:33,30378,21,-32
2020-07-14 0:34,2020-07-14 0:34,30380,42,-39
2020-07-14 0:36,2020-07-14 0:36,30391,0,-83
2020-07-14 0:36,2020-07-14 0:36,30380,3,45
2020-07-14 0:43,2020-07-14 0:44,30380,107,-68
2020-07-14 0:47,2020-07-14 0:48,30380,56,-20
2020-07-14 0:49,2020-07-14 0:49,30380,30,-32
2020-07-14 0:48,2020-07-14 0:53,30378,261,-75
2020-07-14 0:52,2020-07-14 0:54,30380,136,-68
2020-07-14 0:47,2020-07-14 1:04,30382,1014,-77
2020-07-14 0:54,2020-07-14 1:04,30378,564,-66
2020-07-14 1:02,2020-07-14 1:04,30380,106,-62
2020-07-14 1:29,2020-07-14 1:32,30384,144,-64
2020-07-14 1:30,2020-07-14 1:31,30390,72,-50
2020-07-14 1:37,2020-07-14 1:40,30384,182,-69
2020-07-14 1:37,2020-07-14 1:39,30390,151,-66
2020-07-14 2:03,2020-07-14 2:03,30384,12,-23
2020-07-14 2:05,2020-07-14 2:18,30391,808,-77
2020-07-14 2:09,2020-07-14 2:18,30384,568,-75
2020-07-14 2:09,2020-07-14 2:19,30387,597,-77
2020-07-14 2:20,2020-07-14 2:22,30378,138,-69
2020-07-14 2:26,2020-07-14 2:34,30378,467,-80
2020-07-14 2:44,2020-07-14 2:44,30380,0,-84
2020-07-14 2:44,2020-07-14 2:44,30378,12,1
2020-07-14 3:07,2020-07-14 3:08,30378,69,-64
2020-07-14 3:16,2020-07-14 3:19,30384,136,-66
2020-07-14 3:18,2020-07-14 3:19,30385,72,-64
2020-07-14 3:29,2020-07-14 3:29,30380,21,43
2020-07-14 3:44,2020-07-14 3:44,30380,0,-81
2020-07-14 3:45,2020-07-14 3:46,30391,48,-59
2020-07-14 3:47,2020-07-14 3:47,30380,9,3
2020-07-14 3:49,2020-07-14 3:49,30380,49,-19
2020-07-14 3:39,2020-07-14 3:51,30382,704,-75
2020-07-14 3:49,2020-07-14 3:51,30391,162,-64
2020-07-14 3:51,2020-07-14 3:53,30380,135,-67
2020-07-14 3:52,2020-07-14 3:53,30385,57,-31
2020-07-14 3:53,2020-07-14 3:53,30382,6,52
2020-07-14 3:53,2020-07-14 3:54,30391,37,45
2020-07-14 3:56,2020-07-14 3:56,30380,0,-84
2020-07-14 3:55,2020-07-14 3:57,30391,142,-69
2020-07-14 3:58,2020-07-14 3:59,30380,89,-62
2020-07-14 3:56,2020-07-14 4:01,30382,280,-75
2020-07-14 4:01,2020-07-14 4:02,30391,94,-60
2020-07-14 4:02,2020-07-14 4:02,30382,12,45
2020-07-14 4:02,2020-07-14 4:04,30380,134,-60
2020-07-14 4:07,2020-07-14 4:09,30380,106,-59
2020-07-14 4:04,2020-07-14 4:09,30382,346,-75
2020-07-14 4:10,2020-07-14 4:12,30391,123,-67
2020-07-14 4:10,2020-07-14 4:12,30382,66,-19
2020-07-14 4:11,2020-07-14 4:12,30380,60,-50
2020-07-14 4:14,2020-07-14 4:15,30391,99,-57
2020-07-14 4:15,2020-07-14 4:15,30382,18,43
2020-07-14 4:16,2020-07-14 4:19,30391,132,-69
2020-07-14 4:23,2020-07-14 4:25,30382,116,-57
2020-07-14 4:24,2020-07-14 4:25,30378,25,-28
2020-07-14 4:32,2020-07-14 4:32,30382,6,2
2020-07-14 4:33,2020-07-14 4:35,30378,106,-70
2020-07-14 4:36,2020-07-14 4:37,30380,22,43
2020-07-14 4:38,2020-07-14 4:39,30380,52,-57
2020-07-14 4:39,2020-07-14 4:39,30378,14,45
2020-07-14 4:56,2020-07-14 4:56,30382,3,49
2020-07-14 4:58,2020-07-14 4:59,30382,48,-56
2020-07-14 5:07,2020-07-14 5:08,30380,51,45
2020-07-14 5:07,2020-07-14 5:09,30378,123,-62
2020-07-14 5:41,2020-07-14 5:41,30384,27,41
2020-07-14 5:48,2020-07-14 5:48,30391,0,-77
2020-07-14 5:49,2020-07-14 5:49,30382,12,3
2020-07-14 9:32,2020-07-14 9:32,30382,0,-85
2020-07-14 12:06,2020-07-14 12:07,30386,48,44
2020-07-14 12:20,2020-07-14 12:20,30386,12,1
2020-07-14 12:27,2020-07-14 12:27,30391,3,51
2020-07-14 12:31,2020-07-14 12:31,30390,0,-81
2020-07-14 12:37,2020-07-14 12:40,30378,188,-66
2020-07-14 12:42,2020-07-14 12:42,30378,6,45
2020-07-14 12:43,2020-07-14 12:43,30378,0,-76
2020-07-14 12:45,2020-07-14 12:45,30384,3,45
2020-07-14 12:49,2020-07-14 12:49,30384,0,-78
2020-07-14 12:51,2020-07-14 12:54,30380,191,-72
2020-07-14 12:56,2020-07-14 12:59,30380,179,-70
2020-07-14 12:59,2020-07-14 13:00,30378,89,-47
2020-07-14 13:01,2020-07-14 13:03,30380,85,-54
2020-07-14 13:02,2020-07-14 13:02,30378,9,1
2020-07-14 13:03,2020-07-14 13:03,30389,0,-84
2020-07-14 13:14,2020-07-14 13:14,30382,33,-19
2020-07-14 13:16,2020-07-14 13:16,30380,0,-84
2020-07-14 13:16,2020-07-14 13:16,30382,0,-83
2020-07-14 13:18,2020-07-14 13:18,30387,0,-81
2020-07-14 13:16,2020-07-14 13:19,30391,140,-63
2020-07-14 13:19,2020-07-14 13:19,30384,0,-75
2020-07-14 13:20,2020-07-14 13:21,30391,43,-19
2020-07-14 13:20,2020-07-14 13:21,30385,42,-37
