"Date","Percent Expected Recordings","95 Percentile Activities","99 Percentile Activities","99.99 Percentile High Activities"
"2020-09-04",1,0.0584259259259259,0.0131481481481481,0.000324074074074074
"2020-09-05",1,0.0663888888888889,0.0164814814814815,0.000416666666666667
"2020-09-06",1,0.059537037037037,0.0117361111111111,0.000578703703703704
"2020-09-07",1,0.0557175925925926,0.0117592592592593,0.000324074074074074
"2020-09-08",1,0.0611111111111111,0.0120601851851852,0.000277777777777778
"2020-09-09",1,0.0565046296296296,0.0130787037037037,0.000578703703703704
"2020-09-10",1,0.0668518518518519,0.0166203703703704,0.000601851851851852
"2020-09-11",0.051412037037037,0.00630346690679874,0.00270148581719946,0.00045024763619991
"2020-09-12",0,0,0,0
"2020-09-13",0,0,0,0
"2020-09-14",0,0,0,0
"2020-09-15",0,0,0,0
"2020-09-16",0,0,0,0
