"Date","Percent Expected Recordings","95 Percentile Activities","99 Percentile Activities","99.99 Percentile High Activities"
"2020-06-18",0.316921296296296,0.050178949674969,0.0112482652837631,0.000219122050982397
"2020-06-19",1,0.0412962962962963,0.00451388888888889,2.31481481481481e-05
"2020-06-20",1,0.175625,0.00520833333333333,4.62962962962963e-05
"2020-06-21",1,0.0412962962962963,0.00490740740740741,4.62962962962963e-05
"2020-06-22",1,0.0274537037037037,0.00608796296296296,9.25925925925926e-05
"2020-06-23",1,0.0189814814814815,0.00439814814814815,6.94444444444444e-05
"2020-06-24",1,0.0233333333333333,0.00421296296296296,6.94444444444444e-05
"2020-06-25",1,0.0233796296296296,0.005,4.62962962962963e-05
"2020-06-26",1,0.0799537037037037,0.0162268518518519,0.000277777777777778
"2020-06-27",1,0.0659027777777778,0.01875,9.25925925925926e-05
"2020-06-28",1,0.0175231481481481,0.00310185185185185,9.25925925925926e-05
"2020-06-29",1,0.0219444444444444,0.00388888888888889,4.62962962962963e-05
"2020-06-30",1,0.0165046296296296,0.00386574074074074,0.000138888888888889
"2020-07-01",1,0.0215046296296296,0.00483796296296296,4.62962962962963e-05
"2020-07-02",1,0.0778240740740741,0.00446759259259259,4.62962962962963e-05
"2020-07-03",1,0.0363425925925926,0.00699074074074074,4.62962962962963e-05
"2020-07-04",1,0.0588657407407407,0.00851851851851852,6.94444444444444e-05
"2020-07-05",1,0.0522453703703704,0.00921296296296296,0.000115740740740741
"2020-07-06",1,0.0453703703703704,0.00877314814814815,0.000115740740740741
"2020-07-07",1,0.0569675925925926,0.00958333333333333,0
"2020-07-08",1,0.0514351851851852,0.0124074074074074,0.000185185185185185
"2020-07-09",1,0.0525,0.0104398148148148,0.000115740740740741
"2020-07-10",1,0.0637037037037037,0.0141666666666667,0.000162037037037037
"2020-07-11",1,0.112986111111111,0.0134259259259259,9.25925925925926e-05
"2020-07-12",1,0.0531712962962963,0.0122916666666667,0.000138888888888889
"2020-07-13",0.982083333333333,0.0612596049592231,0.0175128458963843,0.000212134068731438
"2020-07-14",1,0.0993287037037037,0.0250462962962963,0.000115740740740741
"2020-07-15",0.993865740740741,0.092674973797601,0.0257831605915919,0.000139746127867707
"2020-07-16",0.970324074074074,0.111217138222243,0.0241423732048285,0.00019084880003817
"2020-07-17",0.819212962962963,0.102825656965244,0.0306583780729019,0.000254309126871998
"2020-07-18",0.865393518518519,0.0521867058980875,0.0128661227765146,0.00010699478400428
"2020-07-19",0.689583333333333,0.100335683115139,0.0229942933870426,3.35683115139308e-05
"2020-07-20",0.540949074074074,0.0929008515554795,0.0208823655269802,0.000171166930549018
"2020-07-21",0.570277777777778,0.0794771878551713,0.0193213183958435,0.000202955025166423
"2020-07-22",0.83587962962963,0.0592633619495984,0.0114649681528662,5.5386319579064e-05
"2020-07-23",0.465416666666667,0.0756490599820949,0.0176066845717696,9.94727941907888e-05
"2020-07-24",0.69900462962963,0.069410868629334,0.018081266350962,0.000298042851938934
"2020-07-25",0.585208333333333,0.0629326371583403,0.0117875084055219,7.91107946679324e-05
"2020-07-26",0.78974537037037,0.0540493009350177,0.0111088313743881,5.86218014479585e-05
"2020-07-27",0.996226851851852,0.0308339335920255,0.00320654320700792,0
"2020-07-28",0.747407407407407,0.0764060951437066,0.0143706640237859,0.00012388503468781
"2020-07-29",0.517685185185185,0.0871937041674119,0.018467179395457,4.47147200858523e-05
"2020-07-30",0.752847222222222,0.0674906988900163,0.0221381791347662,0.00787135258125019
"2020-07-31",0.779282407407407,0.0466656765186395,0.00923808109312342,5.94088816278034e-05
"2020-08-01",0.911273148148148,0.0556303502933929,0.0111768740315493,5.08039728706785e-05
"2020-08-02",0.916990740740741,0.0559145756550714,0.0118140051496946,5.04872014944212e-05
"2020-08-03",0.769675925925926,0.046796992481203,0.0083609022556391,3.00751879699248e-05
"2020-08-04",0.207847222222222,0.00612540371979062,0.00111370976723466,0.000111370976723466
"2020-08-05",0.649282407407407,0.0717316125352062,0.0147598844878605,3.56518948982138e-05
"2020-08-06",0.772314814814815,0.029253087159813,0.00353674619350198,2.99724253686608e-05
"2020-08-07",0.897199074074074,0.0245362367450141,0.0033540597022627,5.16009184963492e-05
"2020-08-08",0.934375,0.036615880094141,0.0047813699987613,4.95478756348322e-05
"2020-08-09",0.851944444444444,0.0631724812520378,0.0120367351374851,2.71709596782958e-05
"2020-08-10",0.934606481481482,0.0418823529411765,0.00596904024767802,0
"2020-08-11",0.911898148148148,0.0732852718688125,0.0136822866426359,0.000101538305325684
"2020-08-12",0.964768518518519,0.0613992993905658,0.0122366716253179,0
"2020-08-13",0.948935185185185,0.0705469093038006,0.0159047665512026,0.00014636288237303
"2020-08-14",0.812592592592593,0.0575717866909754,0.0109389243391067,5.69735642661805e-05
"2020-08-15",0.195833333333333,0.0578014184397163,0.0126477541371158,0.000118203309692671
"2020-08-16",0.0882175925925926,0.00341117816845972,0,0
"2020-08-17",0.994259259259259,0.0486589681504936,0.00847457627118644,9.31272117712796e-05
"2020-08-18",0.980231481481482,0.0529447881736173,0.00980021725782837,0
"2020-08-19",0.829189814814815,0.0396694676307194,0.00488540241757628,2.7916585243293e-05
"2020-08-20",0.966851851851852,0.0583221605056503,0.00802049415820724,2.39417736065888e-05
"2020-08-21",0.955185185185185,0.0569018999612253,0.0102025979061652,7.27025979061652e-05
"2020-08-22",0.893333333333333,0.0506322553897181,0.00785136815920398,0
"2020-08-23",0.667314814814815,0.070382961010129,0.0168932981823227,0.000173442486471486
"2020-08-24",0.726944444444444,0.0427015666794039,0.00573175391669851,0
