"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-07-13",175,167,6,0,0,NA,0.0604621825228392,3,"3.59281437125748 %","4.57142857142857 %"
"2020-07-14",288,270,12,0,0,0.45285212295674,0.128667321458146,5,"4.44444444444444 %","6.25 %"
"2020-07-15",288,277,6,0,0,0.14295958121397,0.100917618353123,4,"2.16606498194946 %","3.81944444444444 %"
"2020-07-16",288,279,4,2,0,0.117863895711481,0.179572191546254,4,"1.42348754448399 %","2.43055555555556 %"
"2020-07-17",288,271,11,0,0,0.249158916138809,0.26295937061586,6,"4.0590405904059 %","5.90277777777778 %"
"2020-07-18",288,275,8,1,0,0.0741371733242794,0.198276167530511,5,"2.89855072463768 %","4.16666666666667 %"
"2020-07-19",288,249,19,3,0,0.299598520595922,0.322620259461773,14,"7.53968253968254 %","12.5 %"
"2020-07-20",288,283,3,0,0,0.130745530403236,0.14697160953462,2,"1.06007067137809 %","1.73611111111111 %"
"2020-07-21",288,284,1,0,0,0.277414026809978,0.315987547657114,3,"0.352112676056338 %","1.38888888888889 %"
"2020-07-22",288,278,7,0,0,0.155779110564475,0.0750430723162274,4,"2.51798561151079 %","3.47222222222222 %"
"2020-07-23",288,281,3,0,0,0.148679007162866,0.158870605713964,3,"1.06761565836299 %","2.43055555555556 %"
"2020-07-24",288,280,4,0,0,0.113554162664447,0.135111899516559,4,"1.42857142857143 %","2.77777777777778 %"
"2020-07-25",288,288,0,0,0,0.0916941285468885,0.126746104281194,0,"0 %","0 %"
"2020-07-26",288,282,2,2,0,0.153024719622609,0.198263271400633,2,"0.704225352112676 %","1.38888888888889 %"
"2020-07-27",288,288,0,0,0,0.112151482547109,0.198853572089402,0,"0 %","0 %"
"2020-07-28",288,277,4,0,0,0.133002713205312,0.13869880243701,6,"1.44404332129964 %","3.81944444444444 %"
"2020-07-29",288,287,0,0,0,0.0683887131605761,0.053663642871754,0,"0 %","0.347222222222222 %"
"2020-07-30",288,261,13,1,0,0.203621969120198,0.0464956425579098,8,"4.9618320610687 %","9.02777777777778 %"
"2020-07-31",288,282,4,0,0,0.0919073712994824,0.0743943175630477,3,"1.41843971631206 %","2.08333333333333 %"
"2020-08-01",288,271,4,1,0,0.106096528894992,0.0552154822559084,3,"1.47058823529412 %","5.55555555555556 %"
"2020-08-02",288,288,0,0,0,0.126412293112972,0.0370449044828575,0,"0 %","0 %"
"2020-08-03",288,278,5,1,0,0.142667785913598,0.0615125164994565,3,"1.7921146953405 %","3.125 %"
"2020-08-04",288,283,0,2,0,0.0599994370072805,0.0544362015698564,0,"0 %","1.04166666666667 %"
"2020-08-05",288,288,0,0,0,0.0561097079096052,0.0467841137907866,0,"0 %","0 %"
"2020-08-06",288,282,0,3,0,0.0696899591131959,0.0886853451197002,0,"0 %","1.04166666666667 %"
"2020-08-07",288,286,0,0,0,0.048638642870842,0.130012486826196,0,"0 %","0.694444444444444 %"
"2020-08-08",288,281,2,2,0,0.0753907650840677,0.0381058678715912,2,"0.706713780918728 %","1.73611111111111 %"
"2020-08-09",288,274,2,1,0,0.146728843648721,0.111193399362283,2,"0.727272727272727 %","4.51388888888889 %"
"2020-08-10",288,270,0,5,0,0.114418649699244,0.0612352611667428,0,"0 %","4.51388888888889 %"
"2020-08-11",288,275,1,7,1,0.125257235632816,0.0628925178038772,1,"0.353356890459364 %","1.73611111111111 %"
"2020-08-12",288,285,0,0,0,0.100853249022278,0.0530565743168245,0,"0 %","1.04166666666667 %"
"2020-08-13",288,238,1,1,0,0.101829032627535,0.0669291985889851,1,"0.418410041841004 %","17.0138888888889 %"
"2020-08-14",288,278,1,2,0,0.170111504899985,0.0610793335826603,1,"0.357142857142857 %","2.77777777777778 %"
"2020-08-15",288,74,0,1,0,0.23647970921886,NA,0,"0 %","73.9583333333333 %"
"2020-08-16",288,168,0,4,0,NA,0.105037008998633,2,"0 %","40.2777777777778 %"
"2020-08-17",288,283,1,2,0,0.134848560699116,0.0483689382328653,1,"0.350877192982456 %","1.04166666666667 %"
"2020-08-18",288,286,1,0,0,0.0842079101655838,0.0745378061744765,1,"0.34965034965035 %","0.694444444444444 %"
"2020-08-19",288,260,4,2,0,0.0964206305652985,0.0581829859384176,2,"1.52671755725191 %","9.02777777777778 %"
"2020-08-20",288,273,0,7,0,0.123130394326697,0.131905749570535,0,"0 %","2.77777777777778 %"
"2020-08-21",288,262,0,2,0,0.0807640814128423,0.0474523906437627,0,"0 %","8.33333333333333 %"
"2020-08-22",288,236,0,11,0,0.0686606837902846,0.189705226095217,2,"0 %","14.2361111111111 %"
"2020-08-23",288,281,0,5,0,0.0613916483031399,0.256717691033047,0,"0 %","0.694444444444444 %"
"2020-08-24",288,239,2,10,2,0.204398019130524,0.199048410281927,2,"0.796812749003984 %","12.8472222222222 %"
"2020-08-25",288,284,0,2,1,0.0984428573317577,0.0495541616861176,0,"0 %","0.347222222222222 %"
"2020-08-26",288,245,2,3,0,0.097279159291569,0.193265191702727,2,"0.806451612903226 %","13.8888888888889 %"
"2020-08-27",288,218,0,5,0,0.159902275364796,0.054877520594659,1,"0 %","22.5694444444444 %"
"2020-08-28",288,156,0,1,0,0.0773499497034559,NA,0,"0 %","45.4861111111111 %"
"2020-08-29",0,0,0,0,0,0,0,0,NA,NA
