"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-08-30",288,56,0,4,0,NA,0.0863743864729242,0,"0 %","79.1666666666667 %"
"2020-08-31",288,226,0,5,0,0.0724245940540506,NA,0,"0 %","19.7916666666667 %"
"2020-09-01",288,183,2,4,0,0.143750496594189,NA,2,"1.06951871657754 %","35.0694444444444 %"
"2020-09-02",288,249,0,1,0,0.0537737421759235,0.0875694697132481,0,"0 %","13.1944444444444 %"
"2020-09-03",0,0,0,0,0,0,0,0,NA,NA
"2020-09-04",288,105,0,1,0,NA,0.0665455941235969,0,"0 %","63.1944444444444 %"
"2020-09-05",288,242,30,1,0,0.303486818252377,0.0487352510318513,13,"12.3456790123457 %","15.625 %"
"2020-09-06",288,257,18,0,0,0.137158810758864,0.0469419591621531,7,"7.00389105058366 %","10.7638888888889 %"
"2020-09-07",288,278,5,2,0,0.182098250266727,0.0510424769577043,3,"1.78571428571429 %","2.77777777777778 %"
"2020-09-08",288,193,76,1,0,0.0621795729892024,0.106405461541476,14,"39.1752577319588 %","32.6388888888889 %"
"2020-09-09",288,160,65,2,0,0.118615866860159,0.071728412755912,15,"40.1234567901235 %","43.75 %"
"2020-09-10",288,139,48,2,0,0.0963575050635642,0.0510778765751354,5,"34.0425531914894 %","51.0416666666667 %"
"2020-09-11",288,37,90,1,0,0.00633173138188179,0.072946161250795,10,"236.842105263158 %","86.8055555555556 %"
"2020-09-12",288,263,9,1,0,0.106254700484621,0.0665238389698026,4,"3.40909090909091 %","8.33333333333333 %"
"2020-09-13",288,277,4,2,0,0.179392246989109,0.192450140226971,6,"1.4336917562724 %","3.125 %"
"2020-09-14",288,213,15,1,0,0.192755043666756,0.0689324316267533,8,"7.00934579439252 %","25.6944444444444 %"
"2020-09-15",288,82,142,2,0,0.108959497068202,NA,9,"169.047619047619 %","70.8333333333333 %"
"2020-09-16",287,138,107,0,0,0.0735590920716031,0.194131784916472,4,"77.536231884058 %","51.9163763066202 %"
