"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-06-18",159,157,0,2,1,NA,0.0773480684645534,0,"0 %","-0.628930817610063 %"
"2020-06-19",288,255,17,0,0,0.219082196623898,0.0619041130032276,13,"6.66666666666667 %","11.4583333333333 %"
"2020-06-20",288,283,0,0,0,0.0536464367783855,0.193698536444855,2,"0 %","1.73611111111111 %"
"2020-06-21",288,281,5,1,0,0.0572421461441942,0.295838938231612,2,"1.77304964539007 %","2.08333333333333 %"
"2020-06-22",288,287,0,1,0,0.132045992011025,0.0584129599212464,0,"0 %","0 %"
"2020-06-23",288,286,1,0,0,0.269484998431015,0.325446087795016,1,"0.34965034965035 %","0.694444444444444 %"
"2020-06-24",288,271,10,0,0,0.166228784376578,0.0522608750147471,7,"3.690036900369 %","5.90277777777778 %"
"2020-06-25",288,286,0,0,0,0.141657469385314,0.0443782887505483,0,"0 %","0.694444444444444 %"
"2020-06-26",288,286,1,0,0,0.125847415363956,0.14573968517154,1,"0.34965034965035 %","0.694444444444444 %"
"2020-06-27",288,286,0,0,0,0.135251085006067,0.069061147074231,0,"0 %","0.694444444444444 %"
"2020-06-28",288,286,0,0,1,0.133003572108532,0.0703592180021838,1,"0 %","0.347222222222222 %"
"2020-06-29",288,288,0,0,0,0.0814136041763491,0.0963937315033734,0,"0 %","0 %"
"2020-06-30",288,286,0,1,0,0.0647466990216779,0.0415888845852105,0,"0 %","0.347222222222222 %"
"2020-07-01",288,285,1,1,0,0.0611436820539392,0.0854321112143582,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-02",288,286,0,0,0,0.0648265954939242,0.0831793009807704,0,"0 %","0.694444444444444 %"
"2020-07-03",288,281,3,1,0,0.120511718702046,0.0803257680073661,4,"1.06382978723404 %","2.08333333333333 %"
"2020-07-04",288,286,0,1,0,0.0687321096639572,0.0558301222899662,0,"0 %","0.347222222222222 %"
"2020-07-05",288,288,0,0,0,0.133309097432589,0.0852397647089317,0,"0 %","0 %"
"2020-07-06",288,288,0,0,0,0.0682997978331822,0.0927767283640896,0,"0 %","0 %"
"2020-07-07",288,286,0,0,0,0.0923730485498587,0.0423958871652367,0,"0 %","0.694444444444444 %"
"2020-07-08",288,288,0,0,0,0.0523841343873978,0.118677585768682,0,"0 %","0 %"
"2020-07-09",288,284,2,0,0,0.0720249036966045,0.0681153863713236,2,"0.704225352112676 %","1.38888888888889 %"
"2020-07-10",288,288,0,0,0,0.160781523349985,0.0775172431363815,0,"0 %","0 %"
"2020-07-11",288,282,0,0,0,0.075869781660321,0.0855254175252531,0,"0 %","2.08333333333333 %"
"2020-07-12",288,288,0,0,0,0.0647210248420478,0.0701857792854677,0,"0 %","0 %"
"2020-07-13",190,186,3,0,0,0.260482592383837,NA,2,"1.61290322580645 %","2.10526315789474 %"
