"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-06-18",96,97,0,0,0,NA,0.0853516130492501,0,"0 %","-1.04166666666667 %"
"2020-06-19",288,288,0,0,0,0.0485475481105417,0.0520752672165337,0,"0 %","0 %"
"2020-06-20",288,287,0,0,1,0.0551559351226343,0.0690897253092693,0,"0 %","0 %"
"2020-06-21",288,285,0,2,2,0.0552888240797576,0.0825940337175585,0,"0 %","-0.347222222222222 %"
"2020-06-22",288,270,12,1,0,0.217581594363861,0.0642196811002842,5,"4.4280442804428 %","5.90277777777778 %"
"2020-06-23",288,282,2,2,0,0.0581377135289658,0.0475918619663022,2,"0.704225352112676 %","1.38888888888889 %"
"2020-06-24",288,286,0,1,0,0.052134587470952,0.0588983493919332,0,"0 %","0.347222222222222 %"
"2020-06-25",288,287,0,0,0,0.0570270600819936,0.0658297309868672,0,"0 %","0.347222222222222 %"
"2020-06-26",288,187,92,1,0,0.102210907107018,0.0397432889940939,7,"48.936170212766 %","34.7222222222222 %"
"2020-06-27",288,48,233,1,0,0.0738712251543392,NA,6,"475.510204081633 %","82.9861111111111 %"
"2020-06-28",288,73,204,0,0,0.515109514586889,0.101736165159041,9,"279.452054794521 %","74.6527777777778 %"
"2020-06-29",288,112,162,0,0,0.125958242655813,0.0790473927950304,14,"144.642857142857 %","61.1111111111111 %"
"2020-06-30",288,125,149,0,0,0.121456012336945,0.108418788965317,14,"119.2 %","56.5972222222222 %"
"2020-07-01",288,92,179,0,0,0.0476294751640934,0.0597822416188271,16,"194.565217391304 %","68.0555555555556 %"
"2020-07-02",288,168,108,0,0,0.047888844947454,0.0636666351643179,12,"64.2857142857143 %","41.6666666666667 %"
"2020-07-03",288,134,146,0,0,0.0690054216453681,0.113484440056366,8,"108.955223880597 %","53.4722222222222 %"
"2020-07-04",288,181,94,0,0,0.115177658212915,0.0770332994189186,12,"51.9337016574586 %","37.1527777777778 %"
"2020-07-05",288,146,128,0,0,0.123344697953939,0.0731670517156862,14,"87.6712328767123 %","49.3055555555556 %"
"2020-07-06",288,241,35,0,0,0.0842314265008994,0.0931631069311709,10,"14.5228215767635 %","16.3194444444444 %"
"2020-07-07",288,262,20,0,0,0.116331035807198,0.429166375972347,6,"7.63358778625954 %","9.02777777777778 %"
"2020-07-08",288,197,82,0,0,0.069040754331846,0.0839854993073652,9,"41.6243654822335 %","31.5972222222222 %"
"2020-07-09",288,146,135,0,0,0.0561044611584355,0.0921646209120654,6,"92.4657534246575 %","49.3055555555556 %"
"2020-07-10",288,265,17,0,0,0.0716385166389441,0.0838532257790767,5,"6.41509433962264 %","7.98611111111111 %"
"2020-07-11",288,288,0,0,0,0.0667548942592462,0.0627706900467052,0,"0 %","0 %"
"2020-07-12",288,275,9,0,0,0.108564627192882,0.0796804265272962,4,"3.27272727272727 %","4.51388888888889 %"
"2020-07-13",95,96,0,0,0,0.306724148964161,NA,0,"0 %","-1.05263157894737 %"
