"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-06-18",148,149,0,0,0,NA,0.0595607313154255,0,"0 %","-0.675675675675676 %"
"2020-06-19",288,288,0,0,0,0.100464901795753,0.0770711712463207,0,"0 %","0 %"
"2020-06-20",288,288,0,0,0,0.0530951862939345,0.0655076704228219,0,"0 %","0 %"
"2020-06-21",288,260,18,0,0,0.118209975533312,0.0433788636389664,10,"6.92307692307692 %","9.72222222222222 %"
"2020-06-22",288,286,0,0,0,0.0595332857727658,0.0506241720257121,0,"0 %","0.694444444444444 %"
"2020-06-23",288,285,1,0,0,0.064177004159633,0.0803909768014917,1,"0.350877192982456 %","1.04166666666667 %"
"2020-06-24",288,277,1,2,2,0.0656816623585108,0.0566832211041013,5,"0.355871886120996 %","2.43055555555556 %"
"2020-06-25",288,187,92,0,0,0.163354079336891,NA,8,"49.1978609625668 %","35.0694444444444 %"
"2020-06-26",288,68,212,0,0,0.121643204868662,0.0961324706603287,6,"311.764705882353 %","76.3888888888889 %"
"2020-06-27",288,120,146,0,0,0.229124231309511,1.00276064108141,20,"121.666666666667 %","58.3333333333333 %"
"2020-06-28",288,164,116,0,0,0.4453612842052,0.507432831587704,8,"70.7317073170732 %","43.0555555555556 %"
"2020-06-29",288,33,236,1,1,0.289800166094241,0.129335637846971,15,"674.285714285714 %","87.8472222222222 %"
"2020-06-30",288,216,55,1,2,0.274998369969894,0.134836792664693,14,"25.1141552511416 %","23.9583333333333 %"
"2020-07-01",288,232,42,0,0,0.307240954177244,0.0675105080426707,12,"18.1034482758621 %","19.4444444444444 %"
"2020-07-02",288,183,91,1,0,0.376514779314431,NA,12,"49.4565217391304 %","36.1111111111111 %"
"2020-07-03",288,0,287,0,0,NA,NA,0,"Inf %","100 %"
"2020-07-04",288,0,287,0,0,NA,NA,0,"Inf %","100 %"
"2020-07-05",288,0,286,0,0,NA,NA,0,"Inf %","100 %"
"2020-07-06",288,14,266,0,0,1.23539949127635,1.05946473009105,5,"1900 %","95.1388888888889 %"
"2020-07-07",288,150,109,0,0,0.311325086283618,0.431057834898384,28,"72.6666666666667 %","47.9166666666667 %"
"2020-07-08",288,11,270,0,0,NA,NA,2,"2454.54545454545 %","96.1805555555556 %"
"2020-07-09",288,0,281,0,0,NA,NA,0,"Inf %","100 %"
"2020-07-10",288,0,283,0,0,NA,NA,0,"Inf %","100 %"
"2020-07-11",288,0,264,0,0,NA,NA,0,"Inf %","100 %"
"2020-07-12",288,0,270,0,0,NA,NA,0,"Inf %","100 %"
"2020-07-13",170,0,169,0,0,NA,NA,0,"Inf %","100 %"
