"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-06-18",79,80,0,0,0,NA,0.0628918720198547,0,"0 %","-1.26582278481013 %"
"2020-06-19",288,276,9,0,0,0.0836984631592215,0.07663256601374,3,"3.26086956521739 %","4.16666666666667 %"
"2020-06-20",288,285,2,0,0,0.0643826549493526,0.252073010876947,1,"0.701754385964912 %","1.04166666666667 %"
"2020-06-21",288,288,0,0,0,0.0650142959256965,0.08941470066701,0,"0 %","0 %"
"2020-06-22",288,274,7,1,0,0.190460788381819,0.079110735830187,7,"2.54545454545455 %","4.51388888888889 %"
"2020-06-23",288,287,0,0,0,0.0588308609904029,0.0729950517599301,0,"0 %","0.347222222222222 %"
"2020-06-24",288,283,3,0,0,0.11033640838756,0.0923897799318308,2,"1.06007067137809 %","1.73611111111111 %"
"2020-06-25",288,286,0,0,0,0.0630852746574851,0.0770231309406814,0,"0 %","0.694444444444444 %"
"2020-06-26",288,274,11,0,0,0.172077554409089,0.158997321533596,3,"4.01459854014599 %","4.86111111111111 %"
"2020-06-27",288,275,7,0,0,0.101993660365131,0.0701092886856938,6,"2.54545454545455 %","4.51388888888889 %"
"2020-06-28",288,273,13,0,0,0.0585337020225869,0.0842016835275457,2,"4.76190476190476 %","5.20833333333333 %"
"2020-06-29",288,173,103,0,0,0.0764883660545321,0.153801862545406,12,"59.5375722543353 %","39.9305555555556 %"
"2020-06-30",288,288,0,0,0,0.0677996219943781,0.161308010083842,0,"0 %","0 %"
"2020-07-01",288,257,24,0,0,0.107089417539109,0.0586707623219789,7,"9.33852140077821 %","10.7638888888889 %"
"2020-07-02",288,286,1,0,0,0.0552195364382848,0.108641026866285,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-03",288,260,19,0,1,0.13140834549505,0.0963070751020048,9,"7.27969348659004 %","9.375 %"
"2020-07-04",288,271,12,0,0,0.143010339007159,0.0880639654626074,5,"4.4280442804428 %","5.90277777777778 %"
"2020-07-05",288,287,0,0,0,0.0731020356774668,0.0980044544351081,0,"0 %","0.347222222222222 %"
"2020-07-06",288,266,16,0,0,0.146072001845011,0.109608148668842,6,"6.01503759398496 %","7.63888888888889 %"
"2020-07-07",288,288,0,0,0,0.0761930978502758,0.0671221671752534,0,"0 %","0 %"
"2020-07-08",288,275,8,0,0,0.15869994324692,0.0988059130827169,5,"2.90909090909091 %","4.51388888888889 %"
"2020-07-09",288,268,10,0,0,0.187550016112132,0.0886931542631991,8,"3.73134328358209 %","6.94444444444444 %"
"2020-07-10",288,288,0,0,0,0.0737681986688639,0.0610705082524624,0,"0 %","0 %"
"2020-07-11",288,288,0,0,1,0.0819783382664955,0.0770872227123536,0,"0 %","-0.347222222222222 %"
"2020-07-12",288,275,5,1,2,0.118277404863263,0.0731704661159753,2,"1.79856115107914 %","3.47222222222222 %"
"2020-07-13",183,176,2,2,0,0.189222217320317,NA,4,"1.12359550561798 %","2.73224043715847 %"
