"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-06-18",110,101,5,2,2,NA,0.0897539181887374,1,"4.76190476190476 %","4.54545454545455 %"
"2020-06-19",288,285,2,0,0,0.064033606090171,0.0676875222978911,1,"0.701754385964912 %","1.04166666666667 %"
"2020-06-20",288,285,0,0,0,0.0737997070128895,0.0941650397097007,0,"0 %","1.04166666666667 %"
"2020-06-21",288,282,4,0,0,0.144823925286617,0.0706939899720053,2,"1.41843971631206 %","2.08333333333333 %"
"2020-06-22",288,284,2,0,0,0.14273725119603,0.0468895986790135,2,"0.704225352112676 %","1.38888888888889 %"
"2020-06-23",288,282,0,1,1,0.0548233778151608,0.0962642361461795,2,"0 %","1.38888888888889 %"
"2020-06-24",288,288,0,0,0,0.0915038703829206,0.0607050924290493,0,"0 %","0 %"
"2020-06-25",288,283,4,0,0,0.0987727592800607,0.0581558079196818,1,"1.41342756183746 %","1.73611111111111 %"
"2020-06-26",288,218,53,0,0,0.465609183317125,2.83122176337315,15,"24.3119266055046 %","24.3055555555556 %"
"2020-06-27",288,286,1,0,0,0.0973441441084832,0.0790901936023238,1,"0.34965034965035 %","0.694444444444444 %"
"2020-06-28",288,288,0,0,0,0.100496944319648,0.0749601088964623,0,"0 %","0 %"
"2020-06-29",288,286,0,0,0,0.0658753935383532,0.0674284252427225,0,"0 %","0.694444444444444 %"
"2020-06-30",288,287,0,0,1,0.100052942405002,0.0573091406606919,0,"0 %","0 %"
"2020-07-01",288,286,0,0,0,0.130668262061584,0.0741667836819664,0,"0 %","0.694444444444444 %"
"2020-07-02",288,286,0,0,0,0.114814749715934,0.0524144012670938,0,"0 %","0.694444444444444 %"
"2020-07-03",288,278,5,0,0,0.0945278636197271,0.078385266426066,1,"1.79856115107914 %","3.47222222222222 %"
"2020-07-04",288,286,0,0,0,0.0744351696995267,0.0690363273339571,0,"0 %","0.694444444444444 %"
"2020-07-05",288,284,1,0,0,0.103023613560501,0.183599520881521,1,"0.352112676056338 %","1.38888888888889 %"
"2020-07-06",288,286,1,0,0,0.0736942029922236,0.100373613054762,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-07",288,274,0,1,0,0.0620897097570223,0.0692806722825897,0,"0 %","4.51388888888889 %"
"2020-07-08",288,288,0,0,0,0.0803492119565624,0.0703258068671286,0,"0 %","0 %"
"2020-07-09",288,280,3,2,0,0.150694384677176,0.0847617587126161,2,"1.06382978723404 %","2.08333333333333 %"
"2020-07-10",288,285,0,2,0,0.0629904197915741,0.0904831716614857,0,"0 %","0.347222222222222 %"
"2020-07-11",288,285,1,2,0,0.0930956612934665,0.108563432745418,1,"0.348432055749129 %","0.347222222222222 %"
"2020-07-12",288,278,4,2,2,0.0725892451162364,0.471972891985174,2,"1.41843971631206 %","2.08333333333333 %"
"2020-07-13",103,94,3,2,1,0.327475662761049,NA,4,"3.09278350515464 %","5.8252427184466 %"
