"Date","Expected_Fixes","On_Time_Fix","No_fix","Early_Fix","Late_Fix","Avg_Speed_Day","Avg_Speed_Night","Out_of_Bounds","Percent_No_Fix_to_Total","Per_Missing__to_Expected_Fix"
"2020-06-18",85,82,2,0,0,NA,0.0909200483778497,2,"2.4390243902439 %","3.52941176470588 %"
"2020-06-19",288,287,0,0,0,0.0468625165469951,0.0792618146836772,0,"0 %","0.347222222222222 %"
"2020-06-20",288,288,0,0,0,0.0555944606277618,0.0806127900422293,0,"0 %","0 %"
"2020-06-21",288,285,1,0,0,0.0666228797932743,0.0969755165063608,1,"0.350877192982456 %","1.04166666666667 %"
"2020-06-22",288,287,1,0,0,0.0750059264941145,0.0536943727514796,1,"0.348432055749129 %","0.347222222222222 %"
"2020-06-23",288,284,0,1,0,0.0776256299297228,0.0671910214645649,0,"0 %","1.04166666666667 %"
"2020-06-24",288,285,0,1,0,0.0561129591371902,0.0789442978927448,0,"0 %","0.694444444444444 %"
"2020-06-25",288,288,0,0,0,0.0529415536109426,0.206234598397216,0,"0 %","0 %"
"2020-06-26",288,288,0,0,0,0.113877299407526,0.209650662002457,0,"0 %","0 %"
"2020-06-27",288,284,0,1,1,0.17023154620665,0.215650018419689,2,"0 %","0.694444444444444 %"
"2020-06-28",288,284,1,3,0,0.0715556823892598,0.0881107744416112,1,"0.348432055749129 %","0.347222222222222 %"
"2020-06-29",288,282,0,2,1,0.0661818991347332,0.0582321113349389,0,"0 %","1.04166666666667 %"
"2020-06-30",288,282,5,0,0,0.0591591320790224,0.27863641790733,1,"1.77304964539007 %","2.08333333333333 %"
"2020-07-01",288,286,1,0,0,0.0554832201517453,0.0777651203966163,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-02",288,287,0,0,0,0.0458737260449858,0.0893640761867304,0,"0 %","0.347222222222222 %"
"2020-07-03",288,280,0,4,3,0.0798059407903724,0.0852644948691634,0,"0 %","0.347222222222222 %"
"2020-07-04",288,288,0,0,0,0.0814658320411814,0.0746049777638879,0,"0 %","0 %"
"2020-07-05",288,288,0,0,0,0.0918937588832311,0.09190190107646,0,"0 %","0 %"
"2020-07-06",288,286,0,2,0,0.0695096226637642,0.102048282762718,0,"0 %","0 %"
"2020-07-07",288,284,0,2,2,0.0664139052169646,0.0621597820910024,0,"0 %","0 %"
"2020-07-08",288,286,0,0,0,0.0870489620694304,0.0954927264798112,0,"0 %","0.694444444444444 %"
"2020-07-09",288,288,0,0,0,0.0848049715901092,0.0782428131468999,0,"0 %","0 %"
"2020-07-10",288,284,1,0,0,0.078721491190864,0.0829913553284722,1,"0.352112676056338 %","1.38888888888889 %"
"2020-07-11",288,287,0,0,1,0.0592335968063096,0.0913440248707805,0,"0 %","0 %"
"2020-07-12",288,286,1,0,0,0.0656991795827746,0.0776049970116822,1,"0.34965034965035 %","0.694444444444444 %"
"2020-07-13",160,143,17,0,0,0.237159572150793,NA,0,"11.8881118881119 %","10.625 %"
